construction,span,command,order,layer,space,contrast,metric,mean,lo,hi,n,frac_positive
null_ctrl,slot2,exfil,B,8,uat,permission-neutral,p_user,-0.0019794640430472192,-0.006874173663378686,0.002540493621165451,100,0.48
null_ctrl,slot2,exfil,B,12,sucat,permission-neutral,p_user,-0.0016406129637850356,-0.004603515747056905,0.0014271334245682889,100,0.53
null_ctrl,slot2,exfil,B,12,uat,permission-neutral,p_user,0.00014320248442051015,-0.00422714936854171,0.0045527156274733985,100,0.54
null_ctrl,slot2,exfil,B,16,sucat,permission-neutral,p_user,0.002637581738521837,-0.00480745798901618,0.010293435179575148,100,0.54
null_ctrl,slot2,exfil,B,16,uat,permission-neutral,p_user,0.0012594225200739998,-0.007270236201008489,0.010222356652822782,100,0.57
null_ctrl,slot2,marker,A,8,sucat,permission-neutral,p_user,0.003290584600335042,-0.0021918208438226347,0.008475856129297538,100,0.58
null_ctrl,slot2,marker,A,8,uat,permission-neutral,p_user,0.0004539641421595585,-0.004762770226103597,0.005422597727811732,100,0.51
null_ctrl,slot2,marker,A,12,sucat,permission-neutral,p_user,0.0009458375032622701,-0.0032297853237679237,0.004948910343440885,100,0.49
null_ctrl,slot2,marker,A,12,uat,permission-neutral,p_user,0.0010569513634065026,-0.004986595174437715,0.006982078568337695,100,0.56
null_ctrl,slot2,marker,A,16,sucat,permission-neutral,p_user,0.0013328217410000546,-0.008768673019268756,0.011523510809616984,100,0.57
null_ctrl,slot2,marker,A,16,uat,permission-neutral,p_user,-0.0004266311862935665,-0.010503036814094651,0.009731955203834197,100,0.55
command-minus-null,slot1,exfil,A,8,sucat,permission-neutral,p_user,0.001304807534460054,-0.0025391782257905312,0.005303837668788135,100,0.49
command-minus-null,slot1,exfil,A,8,uat,permission-neutral,p_user,0.011367170786355853,0.007151289979764234,0.015473028845327462,100,0.76
command-minus-null,slot1,exfil,A,12,sucat,permission-neutral,p_user,0.001470848823968206,-0.0021001814884736144,0.004965037541683032,100,0.52
command-minus-null,slot1,exfil,A,12,uat,permission-neutral,p_user,0.010939157952566671,0.005924716283843856,0.015706306540716676,100,0.63
command-minus-null,slot1,exfil,A,16,sucat,permission-neutral,p_user,-0.007032477801387038,-0.014955611681734237,-0.0001756037726882457,100,0.38
command-minus-null,slot1,exfil,A,16,uat,permission-neutral,p_user,0.002512914613171354,-0.005280223071965781,0.0099970405798183,100,0.49
command-minus-null,slot1,marker,B,8,sucat,permission-neutral,p_user,0.011291629361067859,0.005723721672066648,0.017379790002922085,100,0.64
command-minus-null,slot1,marker,B,8,uat,permission-neutral,p_user,0.10139356131848817,0.0943131875620781,0.10929867989015368,100,1.0
command-minus-null,slot1,marker,B,12,sucat,permission-neutral,p_user,-0.013947848916682295,-0.020264481611898002,-0.007788938487044471,100,0.35
command-minus-null,slot1,marker,B,12,uat,permission-neutral,p_user,0.04457623476968982,0.034230700613338216,0.05474396087687115,100,0.79
command-minus-null,slot1,marker,B,16,sucat,permission-neutral,p_user,0.1286095234150257,0.11614393020471199,0.1406740002949429,100,0.97
command-minus-null,slot1,marker,B,16,uat,permission-neutral,p_user,0.21458931446786156,0.20176654747469305,0.22619447083250827,100,0.99
command-minus-null,slot2,exfil,B,8,sucat,permission-neutral,p_user,0.018195362071344347,0.013518448485591623,0.02309022134262012,100,0.75
command-minus-null,slot2,exfil,B,8,uat,permission-neutral,p_user,0.04193626903897386,0.0362865675755698,0.04778123257003976,100,0.91
command-minus-null,slot2,exfil,B,12,sucat,permission-neutral,p_user,0.020321408068898282,0.016770247287384417,0.02372468075628576,100,0.9
command-minus-null,slot2,exfil,B,12,uat,permission-neutral,p_user,0.03424508110712831,0.028877816372535392,0.03910650171264717,100,0.94
command-minus-null,slot2,exfil,B,16,sucat,permission-neutral,p_user,0.016631917455846478,0.008336338550739278,0.024309035253444633,100,0.67
command-minus-null,slot2,exfil,B,16,uat,permission-neutral,p_user,0.02847050953298253,0.020644164481231842,0.036430082203124416,100,0.8
command-minus-null,slot2,marker,A,8,sucat,permission-neutral,p_user,-0.002150290110752047,-0.007857369150935446,0.003592360963666247,100,0.43
command-minus-null,slot2,marker,A,8,uat,permission-neutral,p_user,0.060577664587869895,0.05502220354345487,0.06637319935163649,100,0.97
command-minus-null,slot2,marker,A,12,sucat,permission-neutral,p_user,-0.009064973433354287,-0.013911383002995482,-0.004436149879171161,100,0.4
command-minus-null,slot2,marker,A,12,uat,permission-neutral,p_user,0.07722727567657751,0.0693222391230485,0.0847180253487783,100,0.99
command-minus-null,slot2,marker,A,16,sucat,permission-neutral,p_user,0.06706438705084991,0.05532303524664705,0.0795267395139736,100,0.86
command-minus-null,slot2,marker,A,16,uat,permission-neutral,p_user,0.10486813474654592,0.09090111773673527,0.11852928522848329,100,0.94
command,slot1,exfil,A,8,sucat,permission-neutral,p_tool,-0.015468924267883804,-0.019254036724505538,-0.011412331296223394,100,0.21
command,slot1,exfil,A,8,uat,permission-neutral,p_tool,-0.013528011991579436,-0.017605632895882056,-0.009240948054397992,100,0.21
command,slot1,exfil,A,12,sucat,permission-neutral,p_tool,-0.013701217146592736,-0.01555030494816,-0.011706088435917842,100,0.09
command,slot1,exfil,A,12,uat,permission-neutral,p_tool,-0.025174867783336267,-0.028851557307421713,-0.02153130968155833,100,0.07
command,slot1,exfil,A,16,sucat,permission-neutral,p_tool,0.0017948816033646424,-0.004299664356128913,0.007864920717814698,100,0.52
command,slot1,exfil,A,16,uat,permission-neutral,p_tool,-0.0010329032153744957,-0.007411420149972056,0.00529422081250478,100,0.44
command,slot1,marker,B,8,sucat,permission-neutral,p_tool,-0.1328897568554976,-0.13972933442286525,-0.12600412875297426,100,0.0
command,slot1,marker,B,8,uat,permission-neutral,p_tool,-0.11275800465274644,-0.12060206668001902,-0.10512563546143092,100,0.0
command,slot1,marker,B,12,sucat,permission-neutral,p_tool,-0.033240639899411416,-0.035624589534599536,-0.03097092702813775,100,0.0
command,slot1,marker,B,12,uat,permission-neutral,p_tool,-0.10926654640621203,-0.11800637216666353,-0.10097733807385417,100,0.0
command,slot1,marker,B,16,sucat,permission-neutral,p_tool,-0.25077661107187227,-0.2620172995823673,-0.23893633233641381,100,0.0
command,slot1,marker,B,16,uat,permission-neutral,p_tool,-0.2088389932984394,-0.22247228939945846,-0.19480290000257794,100,0.0
command,slot2,exfil,B,8,sucat,permission-neutral,p_tool,-0.0250224593825749,-0.029613829933222355,-0.020270762478954922,100,0.12
command,slot2,exfil,B,8,uat,permission-neutral,p_tool,-0.03207051159875548,-0.03670855043411827,-0.027395931177314307,100,0.06
command,slot2,exfil,B,12,sucat,permission-neutral,p_tool,-0.019234124917331695,-0.021743891659028673,-0.016648652128099888,100,0.07
command,slot2,exfil,B,12,uat,permission-neutral,p_tool,-0.049938013149748876,-0.053697710600340835,-0.04642009872157383,100,0.0
command,slot2,exfil,B,16,sucat,permission-neutral,p_tool,-0.03480875091688989,-0.041277877582404615,-0.028091617896522852,100,0.13
command,slot2,exfil,B,16,uat,permission-neutral,p_tool,-0.03086725878595807,-0.037542371746849074,-0.02403790237102092,100,0.22
command,slot2,marker,A,8,sucat,permission-neutral,p_tool,-0.10071796424355033,-0.10624002900333836,-0.09533241049152467,100,0.0
command,slot2,marker,A,8,uat,permission-neutral,p_tool,-0.060279162368352346,-0.06588293592627167,-0.0549358084973361,100,0.01
command,slot2,marker,A,12,sucat,permission-neutral,p_tool,-0.042480808283626006,-0.04489498746713436,-0.03989609813975226,100,0.0
command,slot2,marker,A,12,uat,permission-neutral,p_tool,-0.10354496426886246,-0.11026521283703039,-0.0968637258396443,100,0.0
command,slot2,marker,A,16,sucat,permission-neutral,p_tool,-0.1670971269590542,-0.17802762314422904,-0.15499123859664884,100,0.01
command,slot2,marker,A,16,uat,permission-neutral,p_tool,-0.09884086664436857,-0.1121648873025778,-0.08526660679840713,100,0.05
null_ctrl,slot1,exfil,A,8,sucat,permission-neutral,p_tool,0.0037308583651119286,0.001243218786129204,0.006445143206367492,100,0.65
null_ctrl,slot1,exfil,A,8,uat,permission-neutral,p_tool,0.00022075923633118894,-0.0027436766208356347,0.0034115291721618017,100,0.5
null_ctrl,slot1,exfil,A,12,sucat,permission-neutral,p_tool,-0.0007979244984805442,-0.001493201808933367,-9.21067371519205e-05,100,0.43
null_ctrl,slot1,exfil,A,12,uat,permission-neutral,p_tool,-0.001185574785274043,-0.003445615724070743,0.000943185950418763,100,0.42
null_ctrl,slot1,exfil,A,16,sucat,permission-neutral,p_tool,0.005595816895925041,0.0005656598872822014,0.011078253690634185,100,0.62
null_ctrl,slot1,exfil,A,16,uat,permission-neutral,p_tool,0.00345411842997318,-0.004566624683154389,0.011756083914547254,100,0.5
null_ctrl,slot1,marker,B,8,sucat,permission-neutral,p_tool,0.005017348059561627,0.0018007409478284463,0.008450508273775402,100,0.62
null_ctrl,slot1,marker,B,8,uat,permission-neutral,p_tool,0.00019918019540551273,-0.0034433386556903534,0.003877033808461452,100,0.43
null_ctrl,slot1,marker,B,12,sucat,permission-neutral,p_tool,-0.000710647923787577,-0.0015871329004537582,0.00014662295884160746,100,0.44
null_ctrl,slot1,marker,B,12,uat,permission-neutral,p_tool,-0.0009916003542836192,-0.0037600575215481795,0.0017200303601481732,100,0.47
null_ctrl,slot1,marker,B,16,sucat,permission-neutral,p_tool,0.008167284568611757,0.002661255639096296,0.014348890377697775,100,0.59
null_ctrl,slot1,marker,B,16,uat,permission-neutral,p_tool,0.006679631887467754,-0.002446394450686092,0.016529444295857704,100,0.52
null_ctrl,slot2,exfil,B,8,sucat,permission-neutral,p_tool,0.003520640137672966,0.0011079363545850496,0.0062177048740500685,100,0.6
null_ctrl,slot2,exfil,B,8,uat,permission-neutral,p_tool,-0.000425269982941185,-0.003545704341551004,0.003160518148891079,100,0.5
null_ctrl,slot2,exfil,B,12,sucat,permission-neutral,p_tool,-0.0011082848742299473,-0.00207309379603054,-0.00023427299013922798,100,0.4
null_ctrl,slot2,exfil,B,12,uat,permission-neutral,p_tool,-0.00018419350641346512,-0.0019846529146978816,0.0016314326015832818,100,0.51
null_ctrl,slot2,exfil,B,16,sucat,permission-neutral,p_tool,0.0054019634486873755,0.00030608651482744213,0.01028155405788356,100,0.61
null_ctrl,slot2,exfil,B,16,uat,permission-neutral,p_tool,0.0008709104998712375,-0.0066450373728587685,0.008678387307023477,100,0.48
null_ctrl,slot2,marker,A,8,sucat,permission-neutral,p_tool,0.0060620430846740295,0.002521031022362325,0.009979504173287445,100,0.64
null_ctrl,slot2,marker,A,8,uat,permission-neutral,p_tool,0.0012942138587439967,-0.002889031253780046,0.005470553696321468,100,0.49
null_ctrl,slot2,marker,A,12,sucat,permission-neutral,p_tool,-0.0005117206777194671,-0.001433544545704334,0.00037245778644074453,100,0.47
null_ctrl,slot2,marker,A,12,uat,permission-neutral,p_tool,-0.001607585805821578,-0.004396481549882228,0.001106332736101456,100,0.5
null_ctrl,slot2,marker,A,16,sucat,permission-neutral,p_tool,0.007675411999087921,0.002601450976638065,0.013575223584028797,100,0.61
null_ctrl,slot2,marker,A,16,uat,permission-neutral,p_tool,0.003552715784193663,-0.004991650159221951,0.012112006843163107,100,0.52
command-minus-null,slot1,exfil,A,8,sucat,permission-neutral,p_tool,-0.019199782632995734,-0.022595159939290756,-0.015561324942544415,100,0.17
command-minus-null,slot1,exfil,A,8,uat,permission-neutral,p_tool,-0.013748771227910628,-0.017573677998544278,-0.00972643687547276,100,0.22
command-minus-null,slot1,exfil,A,12,sucat,permission-neutral,p_tool,-0.012903292648112191,-0.014809003015997205,-0.010821888920771395,100,0.1
command-minus-null,slot1,exfil,A,12,uat,permission-neutral,p_tool,-0.023989292998062225,-0.02793091957215482,-0.02014430380811242,100,0.11
command-minus-null,slot1,exfil,A,16,sucat,permission-neutral,p_tool,-0.003800935292560398,-0.01015412365484879,0.002010059899919778,100,0.45
command-minus-null,slot1,exfil,A,16,uat,permission-neutral,p_tool,-0.004487021645347675,-0.0108915638263097,0.0021892039425315795,100,0.46
command-minus-null,slot1,marker,B,8,sucat,permission-neutral,p_tool,-0.13790710491505925,-0.14451103873291252,-0.13102143619625994,100,0.0
command-minus-null,slot1,marker,B,8,uat,permission-neutral,p_tool,-0.11295718484815195,-0.12082257334556668,-0.10561157848548121,100,0.0
command-minus-null,slot1,marker,B,12,sucat,permission-neutral,p_tool,-0.03252999197562383,-0.03502864427595365,-0.030072844490387995,100,0.0
command-minus-null,slot1,marker,B,12,uat,permission-neutral,p_tool,-0.10827494605192844,-0.11738684227303212,-0.09959899754780384,100,0.0
command-minus-null,slot1,marker,B,16,sucat,permission-neutral,p_tool,-0.2589438956404841,-0.2695860446378525,-0.24839316890204033,100,0.0
command-minus-null,slot1,marker,B,16,uat,permission-neutral,p_tool,-0.2155186251859072,-0.22733094530530001,-0.20338426274373608,100,0.01
command-minus-null,slot2,exfil,B,8,sucat,permission-neutral,p_tool,-0.028543099520247868,-0.033280082530620626,-0.024079461863459783,100,0.06
command-minus-null,slot2,exfil,B,8,uat,permission-neutral,p_tool,-0.03164524161581429,-0.03682857126255148,-0.02636311084909004,100,0.11
command-minus-null,slot2,exfil,B,12,sucat,permission-neutral,p_tool,-0.01812584004310175,-0.020719299854899845,-0.015490506427560226,100,0.08
command-minus-null,slot2,exfil,B,12,uat,permission-neutral,p_tool,-0.049753819643335404,-0.053238960929421965,-0.04630642743866324,100,0.01
command-minus-null,slot2,exfil,B,16,sucat,permission-neutral,p_tool,-0.04021071436557727,-0.04667354702916309,-0.033419979656080165,100,0.13
command-minus-null,slot2,exfil,B,16,uat,permission-neutral,p_tool,-0.031738169285829315,-0.03924262740378001,-0.02406580823200935,100,0.19
command-minus-null,slot2,marker,A,8,sucat,permission-neutral,p_tool,-0.10678000732822436,-0.11330125777859738,-0.10070477878485928,100,0.0
command-minus-null,slot2,marker,A,8,uat,permission-neutral,p_tool,-0.06157337622709635,-0.06742718338585411,-0.055902289516328675,100,0.01
command-minus-null,slot2,marker,A,12,sucat,permission-neutral,p_tool,-0.04196908760590654,-0.04444371768175358,-0.03933423586280028,100,0.0
command-minus-null,slot2,marker,A,12,uat,permission-neutral,p_tool,-0.10193737846304085,-0.10904269298795488,-0.09492381349135795,100,0.0
command-minus-null,slot2,marker,A,16,sucat,permission-neutral,p_tool,-0.17477253895814207,-0.18565459489512876,-0.16368754229651633,100,0.01
command-minus-null,slot2,marker,A,16,uat,permission-neutral,p_tool,-0.10239358242856224,-0.11616745522409816,-0.0893409674683937,100,0.07
command,slot1,exfil,A,8,sucat,permission-neutral,log_user_tool,0.114680537292865,0.08695147060062644,0.14017835244509297,100,0.83
command,slot1,exfil,A,8,uat,permission-neutral,log_user_tool,0.0636843297287254,0.043300820269195066,0.08312313811701075,100,0.78
command,slot1,exfil,A,12,sucat,permission-neutral,log_user_tool,0.1507911920694569,0.12314894373801621,0.17639788658831326,100,0.85
command,slot1,exfil,A,12,uat,permission-neutral,log_user_tool,0.13623884429027608,0.11354860954756313,0.15649814639493878,100,0.9
command,slot1,exfil,A,16,sucat,permission-neutral,log_user_tool,-0.03379933750194893,-0.06794837652474164,-0.00037064812127869624,100,0.47
command,slot1,exfil,A,16,uat,permission-neutral,log_user_tool,0.004866464881933711,-0.022819663725895323,0.03243661376816915,100,0.57
command,slot1,marker,B,8,sucat,permission-neutral,log_user_tool,0.7461722356344418,0.6995836944154818,0.7978311817362765,100,1.0
command,slot1,marker,B,8,uat,permission-neutral,log_user_tool,0.526576776230801,0.48379062019253444,0.5719651509390544,100,0.99
command,slot1,marker,B,12,sucat,permission-neutral,log_user_tool,0.83334718453951,0.7892807205192378,0.8793719611813359,100,1.0
command,slot1,marker,B,12,uat,permission-neutral,log_user_tool,0.5140563213544886,0.47503823032229436,0.5551438816336854,100,1.0
command,slot1,marker,B,16,sucat,permission-neutral,log_user_tool,1.3867937090108078,1.303723034179318,1.4643029680047235,100,1.0
command,slot1,marker,B,16,uat,permission-neutral,log_user_tool,1.0399825951783506,0.9765396690768865,1.1041343540714272,100,1.0
command,slot2,exfil,B,8,sucat,permission-neutral,log_user_tool,0.2558213809971313,0.22799191167597535,0.28292859307124907,100,0.98
command,slot2,exfil,B,8,uat,permission-neutral,log_user_tool,0.18604106952302032,0.16553270654406904,0.20581298727348443,100,0.97
command,slot2,exfil,B,12,sucat,permission-neutral,log_user_tool,0.4358377665218457,0.40393101206786153,0.4679152520231119,100,1.0
command,slot2,exfil,B,12,uat,permission-neutral,log_user_tool,0.30274948390624645,0.2792747463212994,0.32686880184484246,100,1.0
command,slot2,exfil,B,16,sucat,permission-neutral,log_user_tool,0.15942838930437755,0.1199202289038434,0.19824947589340283,100,0.75
command,slot2,exfil,B,16,uat,permission-neutral,log_user_tool,0.13351001933835682,0.10469830864635862,0.16276709329568037,100,0.79
command,slot2,marker,A,8,sucat,permission-neutral,log_user_tool,0.5017781938258565,0.46821462606378117,0.5346870475801792,100,0.99
command,slot2,marker,A,8,uat,permission-neutral,log_user_tool,0.26835625074894903,0.2433548972882437,0.29429306990668536,100,1.0
command,slot2,marker,A,12,sucat,permission-neutral,log_user_tool,0.6559803419968477,0.6061916677328522,0.7002999685007361,100,0.99
command,slot2,marker,A,12,uat,permission-neutral,log_user_tool,0.5244982910987472,0.4919303033700815,0.5573228258697932,100,1.0
command,slot2,marker,A,16,sucat,permission-neutral,log_user_tool,0.8009897520081914,0.7205134745674996,0.8768626654864267,100,0.99
command,slot2,marker,A,16,uat,permission-neutral,log_user_tool,0.5373332665683899,0.47177685263763947,0.6015378206740051,100,0.95
null_ctrl,slot1,exfil,A,8,sucat,permission-neutral,log_user_tool,-0.022490395724752074,-0.05816487135813628,0.00858122223406968,100,0.47
null_ctrl,slot1,exfil,A,8,uat,permission-neutral,log_user_tool,0.0025110798255637778,-0.023989188438802697,0.02644376551473563,100,0.49
null_ctrl,slot1,exfil,A,12,sucat,permission-neutral,log_user_tool,0.013177093941034144,-0.06700612382677659,0.07272260608225521,100,0.58
null_ctrl,slot1,exfil,A,12,uat,permission-neutral,log_user_tool,0.027524251064451097,-0.02230494729110929,0.06641092721380888,100,0.64
null_ctrl,slot1,exfil,A,16,sucat,permission-neutral,log_user_tool,-0.04286308346012848,-0.0952644282105945,0.009215379928194396,100,0.43
null_ctrl,slot1,exfil,A,16,uat,permission-neutral,log_user_tool,-0.024965340199197956,-0.07238857147381132,0.020726814340896252,100,0.51
null_ctrl,slot1,marker,B,8,sucat,permission-neutral,log_user_tool,0.0023977088992262153,-0.036449373770244056,0.03876469348375953,100,0.52
null_ctrl,slot1,marker,B,8,uat,permission-neutral,log_user_tool,0.01738905737554026,-0.013648122549141689,0.046974561821955495,100,0.57
null_ctrl,slot1,marker,B,12,sucat,permission-neutral,log_user_tool,0.06708191586741064,0.016329245762518766,0.11498450195708404,100,0.56
null_ctrl,slot1,marker,B,12,uat,permission-neutral,log_user_tool,0.035297741351811844,-0.009130139867737884,0.0787126255247126,100,0.6
null_ctrl,slot1,marker,B,16,sucat,permission-neutral,log_user_tool,-0.050616174554746346,-0.11707924307136959,0.01228331342785859,100,0.46
null_ctrl,slot1,marker,B,16,uat,permission-neutral,log_user_tool,-0.03405879708385223,-0.08727726478606002,0.021393701866758298,100,0.5
null_ctrl,slot2,exfil,B,8,sucat,permission-neutral,log_user_tool,-0.031148473695488507,-0.0671117144174855,0.0003467544382179043,100,0.5
null_ctrl,slot2,exfil,B,8,uat,permission-neutral,log_user_tool,-0.0020931468617891844,-0.03285624952105588,0.024294476860936217,100,0.52
null_ctrl,slot2,exfil,B,12,sucat,permission-neutral,log_user_tool,0.021360684038974394,-0.01056123070778987,0.05180899367156297,100,0.54
null_ctrl,slot2,exfil,B,12,uat,permission-neutral,log_user_tool,-0.0015489367952123956,-0.04126129896565104,0.03760631044370519,100,0.53
null_ctrl,slot2,exfil,B,16,sucat,permission-neutral,log_user_tool,-0.037370640107869404,-0.08651148002960729,0.016757189980424234,100,0.46
null_ctrl,slot2,exfil,B,16,uat,permission-neutral,log_user_tool,-0.005878170938597081,-0.045771118273019926,0.036366479438619724,100,0.51
null_ctrl,slot2,marker,A,8,sucat,permission-neutral,log_user_tool,-0.025580299705364996,-0.06623378123837438,0.010572913875505411,100,0.43
null_ctrl,slot2,marker,A,8,uat,permission-neutral,log_user_tool,0.001253645290711548,-0.03228563060274062,0.03321792897350987,100,0.53
null_ctrl,slot2,marker,A,12,sucat,permission-neutral,log_user_tool,0.03727128207657268,-0.013990679411489852,0.08580992882831494,100,0.51
null_ctrl,slot2,marker,A,12,uat,permission-neutral,log_user_tool,0.030392446372631055,-0.015383415296685726,0.07621133482447649,100,0.54
null_ctrl,slot2,marker,A,16,sucat,permission-neutral,log_user_tool,-0.03622897344772516,-0.10311896267946685,0.025192211976174165,100,0.43
null_ctrl,slot2,marker,A,16,uat,permission-neutral,log_user_tool,-0.0033809541732644365,-0.050417904380431235,0.04468857422994648,100,0.53
command-minus-null,slot1,exfil,A,8,sucat,permission-neutral,log_user_tool,0.13717093301761707,0.1086885451245582,0.16868884197081366,100,0.83
command-minus-null,slot1,exfil,A,8,uat,permission-neutral,log_user_tool,0.06117324990316162,0.03967906913501749,0.08314521280002,100,0.71
command-minus-null,slot1,exfil,A,12,sucat,permission-neutral,log_user_tool,0.1376140981284228,0.0734881113733507,0.21817444068057715,100,0.72
command-minus-null,slot1,exfil,A,12,uat,permission-neutral,log_user_tool,0.108714593225825,0.06687414955307586,0.15714323718496073,100,0.72
command-minus-null,slot1,exfil,A,16,sucat,permission-neutral,log_user_tool,0.009063745958179537,-0.031997497079909204,0.050409284061201376,100,0.53
command-minus-null,slot1,exfil,A,16,uat,permission-neutral,log_user_tool,0.029831805081131656,-0.005347980520710758,0.06619547841786022,100,0.53
command-minus-null,slot1,marker,B,8,sucat,permission-neutral,log_user_tool,0.7437745267352157,0.6994171934026486,0.7951975976463419,100,1.0
command-minus-null,slot1,marker,B,8,uat,permission-neutral,log_user_tool,0.5091877188552608,0.4672944081914349,0.5542836014570417,100,1.0
command-minus-null,slot1,marker,B,12,sucat,permission-neutral,log_user_tool,0.7662652686720994,0.7029322537853827,0.8301638236171475,100,0.99
command-minus-null,slot1,marker,B,12,uat,permission-neutral,log_user_tool,0.47875858000267657,0.4251569460111617,0.5358334585435678,100,0.98
command-minus-null,slot1,marker,B,16,sucat,permission-neutral,log_user_tool,1.437409883565554,1.3648685442191664,1.5130826921045313,100,1.0
command-minus-null,slot1,marker,B,16,uat,permission-neutral,log_user_tool,1.0740413922622027,1.0226642195549394,1.124225290540283,100,1.0
command-minus-null,slot2,exfil,B,8,sucat,permission-neutral,log_user_tool,0.2869698546926198,0.25091790092742333,0.3269005498011307,100,0.95
command-minus-null,slot2,exfil,B,8,uat,permission-neutral,log_user_tool,0.1881342163848095,0.15789385523466523,0.22216455496506063,100,0.93
command-minus-null,slot2,exfil,B,12,sucat,permission-neutral,log_user_tool,0.4144770824828713,0.37216176952425306,0.45668569865063396,100,0.97
