construction,span,command,user_turn,order,layer,space,metric,mean,lo,hi,n
command,slot1,marker,neutral,B,12,sucat,p_tool,0.05741070737143155,0.05381063852013954,0.06109547548152616,100
command,slot1,marker,neutral,B,12,sucat,log_user_tool,0.8615752971745471,0.7382081505955949,0.9861471994206257,100
command,slot1,marker,neutral,B,12,uat,p_user,0.4043521947276753,0.3739183117584829,0.4360360912013026,100
command,slot1,marker,neutral,B,12,uat,p_tool,0.35407894940076867,0.3350235658360001,0.3724915577902115,100
command,slot1,marker,neutral,B,12,uat,log_user_tool,0.10209353588692244,-0.025547624591641404,0.23304957440779417,100
command,slot1,marker,neutral,B,16,sucat,p_user,0.18435894922392304,0.1540432081279611,0.2162313655956898,100
command,slot1,marker,neutral,B,16,sucat,p_tool,0.5149342607883247,0.4933548425284495,0.5358706322626442,100
command,slot1,marker,neutral,B,16,sucat,log_user_tool,-1.405962798456673,-1.617647846269358,-1.1869244884664953,100
command,slot1,marker,neutral,B,16,uat,p_user,0.31935077923351884,0.2825220294451394,0.3574058769966151,100
command,slot1,marker,neutral,B,16,uat,p_tool,0.6752275016239022,0.6377559926759656,0.711527772254529,100
command,slot1,marker,neutral,B,16,uat,log_user_tool,-0.8746734003662914,-1.0584712944872743,-0.6848991713831247,100
command,slot1,marker,permission,B,8,sucat,p_user,0.2569532502656132,0.23612273830968694,0.2781141038698605,100
command,slot1,marker,permission,B,8,sucat,p_tool,0.15840030472385228,0.1442402126814313,0.17234987203022908,100
command,slot1,marker,permission,B,8,sucat,log_user_tool,0.4825856269108866,0.33497847407844195,0.6261680995263528,100
command,slot1,marker,permission,B,8,uat,p_user,0.6295726604878171,0.6020570983460882,0.655625883952366,100
command,slot1,marker,permission,B,8,uat,p_tool,0.33744202968697307,0.3133098681670779,0.3616229174847238,100
command,slot1,marker,permission,B,8,uat,log_user_tool,0.6764545897184555,0.5432537482544189,0.8097552744946468,100
command,slot1,marker,permission,B,12,sucat,p_user,0.14466709660372568,0.12907528898881582,0.16167097811310246,100
command,slot1,marker,permission,B,12,sucat,p_tool,0.024170067472020124,0.0225680068924707,0.02583768093476912,100
command,slot1,marker,permission,B,12,sucat,log_user_tool,1.694922481714057,1.5807592405725497,1.80796812916739,100
command,slot1,marker,permission,B,12,uat,p_user,0.4518005414096863,0.42348863018892036,0.48008391492611646,100
command,slot1,marker,permission,B,12,uat,p_tool,0.24481240299455664,0.23063687666626587,0.25930241577986557,100
command,slot1,marker,permission,B,12,uat,log_user_tool,0.6161498572414109,0.5088274752531537,0.7248659018803422,100
command,slot1,marker,permission,B,16,sucat,p_user,0.3072113218273263,0.270071250823648,0.34477548005428016,100
command,slot1,marker,permission,B,16,sucat,p_tool,0.2641576497164524,0.24675428116683715,0.2821190334934192,100
command,slot1,marker,permission,B,16,sucat,log_user_tool,-0.01916908944586503,-0.21259628840011724,0.1800284871206752,100
command,slot1,marker,permission,B,16,uat,p_user,0.5295923585297267,0.4938939257086272,0.5657190583645677,100
command,slot1,marker,permission,B,16,uat,p_tool,0.46638850832546275,0.43082150731203617,0.5014556550751503,100
command,slot1,marker,permission,B,16,uat,log_user_tool,0.1653091948120592,0.002164224386444921,0.3317413875697078,100
command,slot1,marker,prohibition,B,8,sucat,p_user,0.24176389405535403,0.22153275025069824,0.26216942662592607,100
command,slot1,marker,prohibition,B,8,sucat,p_tool,0.2769334404245085,0.2600088305472743,0.29475475186299355,100
command,slot1,marker,prohibition,B,8,sucat,log_user_tool,-0.19359496728915773,-0.3325000965212039,-0.06563128963529463,100
command,slot1,marker,prohibition,B,8,uat,p_user,0.5348951771550634,0.5074209689262181,0.5613970360185621,100
command,slot1,marker,prohibition,B,8,uat,p_tool,0.4348499502225288,0.4108173349745899,0.45974004766806204,100
command,slot1,marker,prohibition,B,8,uat,log_user_tool,0.21433371919932917,0.09247190514704787,0.3297949131783801,100
command,slot1,marker,prohibition,B,12,sucat,p_user,0.15994491438846417,0.1409598121969398,0.179860969729359,100
command,slot1,marker,prohibition,B,12,sucat,p_tool,0.05341846933575349,0.049963853783613954,0.0568994601892898,100
command,slot1,marker,prohibition,B,12,sucat,log_user_tool,0.9743664057147039,0.8498163504913624,1.0959117208076465,100
command,slot1,marker,prohibition,B,12,uat,p_user,0.4228710708087615,0.39306578047341867,0.4536823336709078,100
command,slot1,marker,prohibition,B,12,uat,p_tool,0.3260565931917682,0.3086102950716813,0.34329338219133465,100
command,slot1,marker,prohibition,B,12,uat,log_user_tool,0.24147250655697866,0.11750089863150784,0.3662213125704201,100
command,slot1,marker,prohibition,B,16,sucat,p_user,0.16687048230957646,0.13855642253298026,0.1961304350186774,100
command,slot1,marker,prohibition,B,16,sucat,p_tool,0.5010927703786251,0.48151693805167645,0.521591192771036,100
command,slot1,marker,prohibition,B,16,sucat,log_user_tool,-1.5155224032298713,-1.736962550736009,-1.2948178392154859,100
command,slot1,marker,prohibition,B,16,uat,p_user,0.3110334179736402,0.2757264799660304,0.34886760070084155,100
command,slot1,marker,prohibition,B,16,uat,p_tool,0.6834520948098038,0.645712338176352,0.7192236863810691,100
command,slot1,marker,prohibition,B,16,uat,log_user_tool,-0.92945289828274,-1.1131445710197259,-0.7416435298980018,100
command,slot2,exfil,neutral,B,8,sucat,p_user,0.11184682276149693,0.09981998023454002,0.1243501330489702,100
command,slot2,exfil,neutral,B,8,sucat,p_tool,0.30058568592561885,0.28644058255014176,0.31466467446776514,100
command,slot2,exfil,neutral,B,8,sucat,log_user_tool,-1.1190626699291377,-1.261844416606993,-0.9782492062624287,100
command,slot2,exfil,neutral,B,8,uat,p_user,0.28283271450460995,0.2654654407890013,0.3001415359039592,100
command,slot2,exfil,neutral,B,8,uat,p_tool,0.6879867797917743,0.6719828879690264,0.7038131146144531,100
command,slot2,exfil,neutral,B,8,uat,log_user_tool,-0.9282893986153458,-1.016615922175201,-0.8445335245072809,100
command,slot2,exfil,neutral,B,12,sucat,p_user,0.06482410576739771,0.05666146247040647,0.07340759387533245,100
command,slot2,exfil,neutral,B,12,sucat,p_tool,0.16230511757208807,0.15688784701030567,0.16773414693221966,100
command,slot2,exfil,neutral,B,12,sucat,log_user_tool,-1.076083224355432,-1.1912383955206698,-0.9646740307736908,100
command,slot2,exfil,neutral,B,12,uat,p_user,0.18998372714930412,0.1727447285369055,0.2074085223218147,100
command,slot2,exfil,neutral,B,12,uat,p_tool,0.4893843873316415,0.47695976780388183,0.501530634063219,100
command,slot2,exfil,neutral,B,12,uat,log_user_tool,-1.0372441848072353,-1.142875932563473,-0.934314235476071,100
command,slot2,exfil,neutral,B,16,sucat,p_user,0.24975753749455845,0.22798270302109017,0.2727634221720779,100
command,slot2,exfil,neutral,B,16,sucat,p_tool,0.5042384493447317,0.4863593474685551,0.5207840495077724,100
command,slot2,exfil,neutral,B,16,sucat,log_user_tool,-0.7965274942974342,-0.9155050293909971,-0.6715953528175422,100
command,slot2,exfil,neutral,B,16,uat,p_user,0.4068396909532945,0.38415401701659724,0.430647896566966,100
command,slot2,exfil,neutral,B,16,uat,p_tool,0.5856254255497505,0.5615093099183319,0.6087595884717812,100
command,slot2,exfil,neutral,B,16,uat,log_user_tool,-0.38171636270772974,-0.4808639717723781,-0.27808169322077975,100
command,slot2,exfil,permission,B,8,sucat,p_user,0.13016826034520926,0.11677874175701843,0.1440402014270224,100
command,slot2,exfil,permission,B,8,sucat,p_tool,0.27556322654304394,0.2614492561277331,0.2894362147733686,100
command,slot2,exfil,permission,B,8,sucat,log_user_tool,-0.8632412889320064,-1.0074675907727837,-0.7256485462232787,100
command,slot2,exfil,permission,B,8,uat,p_user,0.3227895195005366,0.3033681026133342,0.34228818621199114,100
command,slot2,exfil,permission,B,8,uat,p_tool,0.655916268193019,0.6374151030993295,0.6741699047192569,100
command,slot2,exfil,permission,B,8,uat,log_user_tool,-0.7422483290923254,-0.8332799418008412,-0.6541967228671298,100
command,slot2,exfil,permission,B,12,sucat,p_user,0.08350490087251097,0.07501450645431604,0.09225626489109966,100
command,slot2,exfil,permission,B,12,sucat,p_tool,0.1430709926547564,0.13796940489243043,0.14821850181588433,100
command,slot2,exfil,permission,B,12,sucat,log_user_tool,-0.640245457833586,-0.7421109799937794,-0.5390960273422191,100
command,slot2,exfil,permission,B,12,uat,p_user,0.22437201074085297,0.20670997094277127,0.24149314738694277,100
command,slot2,exfil,permission,B,12,uat,p_tool,0.43944637418189286,0.4270062456512264,0.45150650038724305,100
command,slot2,exfil,permission,B,12,uat,log_user_tool,-0.734494700900989,-0.8254288524476174,-0.6413341527052597,100
command,slot2,exfil,permission,B,16,sucat,p_user,0.2690270366889267,0.24748426863644835,0.2915466686647516,100
command,slot2,exfil,permission,B,16,sucat,p_tool,0.4694296984278418,0.45220838256690477,0.4859227552550367,100
command,slot2,exfil,permission,B,16,sucat,log_user_tool,-0.6370991049930567,-0.7586387069545999,-0.5142812938807976,100
command,slot2,exfil,permission,B,16,uat,p_user,0.43656962300635077,0.41453908405353995,0.459577718500713,100
command,slot2,exfil,permission,B,16,uat,p_tool,0.5547581667637926,0.5312751174642801,0.5768709970440764,100
command,slot2,exfil,permission,B,16,uat,log_user_tool,-0.2482063433693729,-0.34289550330163626,-0.1492004158755158,100
command,slot2,exfil,prohibition,B,8,sucat,p_user,0.11264813100486404,0.10063577094929896,0.1251305932961789,100
command,slot2,exfil,prohibition,B,8,sucat,p_tool,0.2974111546199892,0.2827252359775403,0.3122613908800339,100
command,slot2,exfil,prohibition,B,8,sucat,log_user_tool,-1.0983408859007655,-1.2440446146417283,-0.9565788641194808,100
command,slot2,exfil,prohibition,B,8,uat,p_user,0.2895950650628148,0.2716249575719154,0.3076092211720136,100
command,slot2,exfil,prohibition,B,8,uat,p_tool,0.6800387238424755,0.6636348119458125,0.6963718223362735,100
command,slot2,exfil,prohibition,B,8,uat,log_user_tool,-0.8919319212779613,-0.9816395583514855,-0.8064717602114349,100
command,slot2,exfil,prohibition,B,12,sucat,p_user,0.06905562086648094,0.06128964526485531,0.07731426047405864,100
command,slot2,exfil,prohibition,B,12,sucat,p_tool,0.16028758082191266,0.15461298227660625,0.16610216978860895,100
command,slot2,exfil,prohibition,B,12,sucat,log_user_tool,-0.9749039622529161,-1.0856954060485653,-0.8707623821639202,100
command,slot2,exfil,prohibition,B,12,uat,p_user,0.20179242129762934,0.18414536329649078,0.21935943121331009,100
command,slot2,exfil,prohibition,B,12,uat,p_tool,0.47422434326547536,0.4620566349629483,0.48650334627797054,100
command,slot2,exfil,prohibition,B,12,uat,log_user_tool,-0.9341580171689523,-1.0337673313784694,-0.8360298632667005,100
command,slot2,exfil,prohibition,B,16,sucat,p_user,0.2407911007026563,0.219689699275652,0.2621449720090732,100
command,slot2,exfil,prohibition,B,16,sucat,p_tool,0.48785875159921693,0.4730047463445906,0.5019951547333129,100
command,slot2,exfil,prohibition,B,16,sucat,log_user_tool,-0.8046814054847222,-0.9234078307290294,-0.6828916021623596,100
command,slot2,exfil,prohibition,B,16,uat,p_user,0.4071799393447753,0.38487632803068433,0.43042638592938126,100
command,slot2,exfil,prohibition,B,16,uat,p_tool,0.5850480045208559,0.5611321897106589,0.6073057627260197,100
command,slot2,exfil,prohibition,B,16,uat,log_user_tool,-0.38097266708097244,-0.4785642014504762,-0.277614697209872,100
command,slot2,marker,neutral,A,8,sucat,p_user,0.21425758180694301,0.19585651286635364,0.23312185822508497,100
command,slot2,marker,neutral,A,8,sucat,p_tool,0.2681461158390961,0.25187525316792664,0.28404061556355703,100
command,slot2,marker,neutral,A,8,sucat,log_user_tool,-0.28954746013719196,-0.4228679343883232,-0.16172867742257013,100
command,slot2,marker,neutral,A,8,uat,p_user,0.4938047883008004,0.46743799515346546,0.5181094269405413,100
command,slot2,marker,neutral,A,8,uat,p_tool,0.48324347267732526,0.46117776306638,0.5071212866068533,100
command,slot2,marker,neutral,A,8,uat,log_user_tool,0.011329905920755117,-0.10159195441159767,0.11549854982321334,100
command,slot2,marker,neutral,A,12,sucat,p_user,0.11078573674866038,0.09838420963795766,0.12350295143267015,100
command,slot2,marker,neutral,A,12,sucat,p_tool,0.08319003622842053,0.07916819242009146,0.08730390155579991,100
command,slot2,marker,neutral,A,12,sucat,log_user_tool,0.1679784562737829,0.04958795945301397,0.28164101176355766,100
command,slot2,marker,neutral,A,12,uat,p_user,0.28442718436214237,0.2643949452675035,0.30439772182507285,100
command,slot2,marker,neutral,A,12,uat,p_tool,0.46450321971579356,0.44977499633773715,0.4790212667896319,100
command,slot2,marker,neutral,A,12,uat,log_user_tool,-0.5343540701636867,-0.6269719634491818,-0.443524435157461,100
command,slot2,marker,neutral,A,16,sucat,p_user,0.1616438500296373,0.13720008846381712,0.18718480149131833,100
command,slot2,marker,neutral,A,16,sucat,p_tool,0.5357172148177652,0.517934260078315,0.5523542371393385,100
command,slot2,marker,neutral,A,16,sucat,log_user_tool,-1.4667444453908762,-1.628456675151896,-1.2915135872986334,100
command,slot2,marker,neutral,A,16,uat,p_user,0.3012807718206434,0.26486529667762615,0.3389929356489985,100
command,slot2,marker,neutral,A,16,uat,p_tool,0.6804889242261781,0.6436195155429503,0.7162875763727363,100
command,slot2,marker,neutral,A,16,uat,log_user_tool,-0.9364568502938091,-1.113259364753299,-0.749889059511046,100
command,slot2,marker,permission,A,8,sucat,p_user,0.21539787629652604,0.19700186561546174,0.23437677796964185,100
command,slot2,marker,permission,A,8,sucat,p_tool,0.16742815159554575,0.15463802175905228,0.17998080684749984,100
command,slot2,marker,permission,A,8,sucat,log_user_tool,0.21223073368866466,0.06871205616738561,0.3504293665492941,100
command,slot2,marker,permission,A,8,uat,p_user,0.5548364170308298,0.5302372071359296,0.5775720258147724,100
command,slot2,marker,permission,A,8,uat,p_tool,0.42296431030897297,0.4024559367176495,0.4446957545543171,100
command,slot2,marker,permission,A,8,uat,log_user_tool,0.2796861566697042,0.17409840638807145,0.3755255931186692,100
command,slot2,marker,permission,A,12,sucat,p_user,0.10266660081856836,0.09228401863326022,0.11294243271381132,100
command,slot2,marker,permission,A,12,sucat,p_tool,0.0407092279447945,0.03857089247561764,0.04296692022624003,100
command,slot2,marker,permission,A,12,sucat,log_user_tool,0.8239587982706308,0.7018839171983101,0.9358366999097419,100
command,slot2,marker,permission,A,12,uat,p_user,0.36271141140212637,0.3433937152067239,0.38130242075134596,100
command,slot2,marker,permission,A,12,uat,p_tool,0.36095825544693105,0.3478849789149022,0.37434542652100267,100
command,slot2,marker,permission,A,12,uat,log_user_tool,-0.009855779064939644,-0.08490827592262787,0.06321233503669717,100
command,slot2,marker,permission,A,16,sucat,p_user,0.2300410588214873,0.20142310466011867,0.2596547287404871,100
command,slot2,marker,permission,A,16,sucat,p_tool,0.36862008785871125,0.3505522112241918,0.3861096788381438,100
command,slot2,marker,permission,A,16,sucat,log_user_tool,-0.6657546933826849,-0.8369709412034487,-0.4897744435441657,100
command,slot2,marker,permission,A,16,uat,p_user,0.4057222753808957,0.3716130071714446,0.4417505953198055,100
command,slot2,marker,permission,A,16,uat,p_tool,0.5816480575818095,0.5457916481899019,0.6149005561820322,100
command,slot2,marker,permission,A,16,uat,log_user_tool,-0.3991235837254191,-0.5533858412959535,-0.23775399520325058,100
command,slot2,marker,prohibition,A,8,sucat,p_user,0.21764754069933517,0.1991894610888265,0.2364275344119894,100
command,slot2,marker,prohibition,A,8,sucat,p_tool,0.2619894471516974,0.2455340665379619,0.27815751358153523,100
command,slot2,marker,prohibition,A,8,sucat,log_user_tool,-0.24227258237609114,-0.37375318700689725,-0.1123427111730424,100
command,slot2,marker,prohibition,A,8,uat,p_user,0.5003520816179816,0.4737489714650855,0.524226295618223,100
command,slot2,marker,prohibition,A,8,uat,p_tool,0.47380456250078595,0.4514876433683597,0.49710222045659447,100
command,slot2,marker,prohibition,A,8,uat,log_user_tool,0.04848874517689636,-0.06541592885086747,0.15171514840889214,100
command,slot2,marker,prohibition,A,12,sucat,p_user,0.11946399421674796,0.1070235098395911,0.13153364041941396,100
command,slot2,marker,prohibition,A,12,sucat,p_tool,0.07579439484495701,0.07192488098230485,0.07960188688937964,100
command,slot2,marker,prohibition,A,12,sucat,log_user_tool,0.3545620023832711,0.2365639050305482,0.464079735804658,100
command,slot2,marker,prohibition,A,12,uat,p_user,0.3217601248169617,0.30195571066634436,0.3415354305695981,100
command,slot2,marker,prohibition,A,12,uat,p_tool,0.43193516744433347,0.416891184851061,0.4470039869752416,100
command,slot2,marker,prohibition,A,12,uat,log_user_tool,-0.32441397703662944,-0.41383354762124847,-0.23699472286795106,100
command,slot2,marker,prohibition,A,16,sucat,p_user,0.14305002106216283,0.12215268089711794,0.16557391605343455,100
command,slot2,marker,prohibition,A,16,sucat,p_tool,0.523603681126026,0.5070980995855231,0.5387874504930118,100
command,slot2,marker,prohibition,A,16,sucat,log_user_tool,-1.5788161421168874,-1.7432632383448374,-1.3972911277418143,100
command,slot2,marker,prohibition,A,16,uat,p_user,0.2968232430425862,0.26405183279179784,0.33305741241644665,100
command,slot2,marker,prohibition,A,16,uat,p_tool,0.6811108374620309,0.6453719004789408,0.7141978592027575,100
command,slot2,marker,prohibition,A,16,uat,log_user_tool,-0.9547397964754063,-1.1218527467683828,-0.7726460251199302,100
null_ctrl,slot1,exfil,neutral,A,8,sucat,p_user,0.35511300432371007,0.3159425545993496,0.39767056676312157,100
null_ctrl,slot1,exfil,neutral,A,8,sucat,p_tool,0.11098440345632232,0.09370872778930267,0.12979503818524937,100
null_ctrl,slot1,exfil,neutral,A,8,sucat,log_user_tool,1.3105884328786743,1.0602025479015669,1.5693792625678984,100
null_ctrl,slot1,exfil,neutral,A,8,uat,p_user,0.6306176156981667,0.5927147223897733,0.6679780447027056,100
null_ctrl,slot1,exfil,neutral,A,8,uat,p_tool,0.16772774298812476,0.14563399227836518,0.19135212704453725,100
null_ctrl,slot1,exfil,neutral,A,8,uat,log_user_tool,1.5216553459107962,1.3296597822640608,1.7213826310578726,100
null_ctrl,slot1,exfil,neutral,A,12,sucat,p_user,0.18499440692497174,0.15845405371750726,0.2154039667479412,100
null_ctrl,slot1,exfil,neutral,A,12,sucat,p_tool,0.024545654001255163,0.020694506766407703,0.02877514193045179,100
null_ctrl,slot1,exfil,neutral,A,12,sucat,log_user_tool,2.1033406916112702,1.8487116075280223,2.3600188621705893,100
null_ctrl,slot1,exfil,neutral,A,12,uat,p_user,0.27891857832660993,0.2477655822835807,0.31230574784262494,100
null_ctrl,slot1,exfil,neutral,A,12,uat,p_tool,0.077845782243509,0.0661194928344097,0.09108518533061968,100
null_ctrl,slot1,exfil,neutral,A,12,uat,log_user_tool,1.417532070363395,1.1786007886332743,1.6545425440804282,100
null_ctrl,slot1,exfil,neutral,A,16,sucat,p_user,0.4152464636759139,0.38027450973311727,0.4531386673063773,100
null_ctrl,slot1,exfil,neutral,A,16,sucat,p_tool,0.14625608980745633,0.13100643116204191,0.16261663523706998,100
null_ctrl,slot1,exfil,neutral,A,16,sucat,log_user_tool,1.0830986137989282,0.8909266958869598,1.2801179604580417,100
null_ctrl,slot1,exfil,neutral,A,16,uat,p_user,0.5834554117479469,0.546386067167668,0.6212178085590302,100
null_ctrl,slot1,exfil,neutral,A,16,uat,p_tool,0.33966265498577103,0.30615996223378467,0.3725096797465916,100
null_ctrl,slot1,exfil,neutral,A,16,uat,log_user_tool,0.6351484673136634,0.4538945821841139,0.8297918879804501,100
null_ctrl,slot1,exfil,permission,A,8,sucat,p_user,0.3602980135556886,0.32109176360648567,0.401410050910762,100
null_ctrl,slot1,exfil,permission,A,8,sucat,p_tool,0.11471526182143427,0.09696222066471863,0.13290907247525266,100
null_ctrl,slot1,exfil,permission,A,8,sucat,log_user_tool,1.2880980371539223,1.0412329066483534,1.537572121818341,100
null_ctrl,slot1,exfil,permission,A,8,uat,p_user,0.6321903918390658,0.5940912133902706,0.6685961846870542,100
null_ctrl,slot1,exfil,permission,A,8,uat,p_tool,0.16794850222445593,0.1463642036211454,0.1908387844814885,100
null_ctrl,slot1,exfil,permission,A,8,uat,log_user_tool,1.5241664257363599,1.329987689628229,1.7235201458533917,100
null_ctrl,slot1,exfil,permission,A,12,sucat,p_user,0.18771639582852465,0.1609738971372471,0.217769546379289,100
null_ctrl,slot1,exfil,permission,A,12,sucat,p_tool,0.023747729502774623,0.01997715622907447,0.02783627604280605,100
null_ctrl,slot1,exfil,permission,A,12,sucat,log_user_tool,2.1165177855523045,1.8386333639883845,2.3850179553049338,100
null_ctrl,slot1,exfil,permission,A,12,uat,p_user,0.28360102524942926,0.2518410062682332,0.3175778448826608,100
null_ctrl,slot1,exfil,permission,A,12,uat,p_tool,0.07666020745823497,0.0648507304323234,0.08953333117223497,100
null_ctrl,slot1,exfil,permission,A,12,uat,log_user_tool,1.4450563214278462,1.1935573414314906,1.6921766897745103,100
