item_id,template_id,order,construction,user_turn,layer,space,span,command,p_user,p_tool,p_system,p_assistant,p_cot,log_user_tool
t000_A_command_permission,0,A,command,permission,16,sucat,slot1,exfil,0.6373491837875918,0.24755495537033312,0.026846816863570853,0.028021051490442143,0.06022799301122717,0.9456850753321685
t000_A_command_permission,0,A,command,permission,16,sucat,slot2,marker,0.5587414399216262,0.20024576144448172,0.08902695971385886,0.01397805138512922,0.13800779147810924,1.0261414063548773
t000_A_command_permission,0,A,command,permission,16,sucat,user_turn,user_turn,0.9204459495298313,0.06960019782843191,0.00010157642069423373,0.0001595986076060142,0.009692687169231726,2.5820908706514953
t000_A_command_permission,0,A,command,permission,16,sucat,wrapper,wrapper,0.18617574151329983,0.5341827512186553,0.04729426493962511,0.16808051519067593,0.06426673609296683,-1.0540469366870706
t000_A_command_permission,0,A,command,permission,16,uat,slot1,exfil,0.7186955807837428,0.26966568444851097,,0.011638732295724184,,0.9802548895109409
t000_A_command_permission,0,A,command,permission,16,uat,slot2,marker,0.750108506033818,0.23321829962854584,,0.016673190788211893,,1.168242947559629
t000_A_command_permission,0,A,command,permission,16,uat,user_turn,user_turn,0.9300155564305488,0.06971875096951408,,0.00026570185168063197,,2.5907320078131977
t000_A_command_permission,0,A,command,permission,16,uat,wrapper,wrapper,0.330944151752373,0.5640042330342112,,0.10505162282720049,,-0.5331121215320875
t000_A_command_prohibition,0,A,command,prohibition,8,sucat,slot1,exfil,0.3641173231594845,0.17639380966296006,0.23032393988954727,0.018129351934837154,0.21103557299712802,0.7247570817328621
t000_A_command_prohibition,0,A,command,prohibition,8,sucat,slot2,marker,0.4205358064423005,0.12559234642152053,0.26460643820464613,0.0063535048602564835,0.18291191293404457,1.2084883118072915
t000_A_command_prohibition,0,A,command,prohibition,8,sucat,user_turn,user_turn,0.9783536729424499,0.006567506240315136,0.0025804852921600136,0.0001715401067246442,0.012326788331896384,5.003737040680081
t000_A_command_prohibition,0,A,command,prohibition,8,sucat,wrapper,wrapper,0.14138805536120863,0.13577092421058165,0.1846905072764327,0.06677489128422362,0.47137562082980367,0.040539191019696386
t000_A_command_prohibition,0,A,command,prohibition,8,uat,slot1,exfil,0.6442609275080508,0.3301688736954944,,0.02557019575833242,,0.6684995489461175
t000_A_command_prohibition,0,A,command,prohibition,8,uat,slot2,marker,0.7600887760519981,0.22582050350805125,,0.014090719932471529,,1.2136947856158058
t000_A_command_prohibition,0,A,command,prohibition,8,uat,user_turn,user_turn,0.992590383734814,0.0073218525435948196,,8.775927710533245e-05,,4.909454699470334
t000_A_command_prohibition,0,A,command,prohibition,8,uat,wrapper,wrapper,0.507254981333972,0.4209429053839163,,0.07180212509490502,,0.18651659111134877
t000_A_command_prohibition,0,A,command,prohibition,12,sucat,slot1,exfil,0.2889929301826833,0.13718827121288013,0.09005508179486287,0.06815621840288542,0.41560748870652475,0.745047999926516
t000_A_command_prohibition,0,A,command,prohibition,12,sucat,slot2,marker,0.28551492251378174,0.05896720557939261,0.10487343368877192,0.0517220244222699,0.49892240555491296,1.5773128439960769
t000_A_command_prohibition,0,A,command,prohibition,12,sucat,user_turn,user_turn,0.6610668639890677,0.17929621989741315,0.004959977729223008,0.0072693366443580655,0.14740759780412444,1.3048156927125558
t000_A_command_prohibition,0,A,command,prohibition,12,sucat,wrapper,wrapper,0.09553900178942396,0.0841767244751931,0.029597479750788937,0.1815662696873395,0.6091205247544816,0.1266161081935655
t000_A_command_prohibition,0,A,command,prohibition,12,uat,slot1,exfil,0.5105279770175941,0.2841207397811603,,0.2053512803634431,,0.5860461513824496
t000_A_command_prohibition,0,A,command,prohibition,12,uat,slot2,marker,0.5621610909700394,0.27787543075003973,,0.15996347658692683,,0.7046155251166349
t000_A_command_prohibition,0,A,command,prohibition,12,uat,user_turn,user_turn,0.7974120052747948,0.17995605351089305,,0.02263193878429623,,1.488658816438133
t000_A_command_prohibition,0,A,command,prohibition,12,uat,wrapper,wrapper,0.26627337406644563,0.31437971497143735,,0.41934692139329854,,-0.16607803557136114
t000_A_command_prohibition,0,A,command,prohibition,16,sucat,slot1,exfil,0.6396081395767873,0.24529396262784633,0.02213067682270741,0.028418303928128143,0.06454891787370146,0.9583983681577078
t000_A_command_prohibition,0,A,command,prohibition,16,sucat,slot2,marker,0.4078146208077669,0.389414987899363,0.06379612208499262,0.04602509705043,0.0929491803011236,0.04616712846221538
t000_A_command_prohibition,0,A,command,prohibition,16,sucat,user_turn,user_turn,0.9444948459087417,0.04726513415549075,0.00012537298912439047,0.00016629905692107225,0.00794835525903109,2.9948773277326795
t000_A_command_prohibition,0,A,command,prohibition,16,sucat,wrapper,wrapper,0.16617825387050036,0.5902143714400674,0.0431699074184004,0.13083713691274262,0.06960032005970009,-1.2674247816082436
t000_A_command_prohibition,0,A,command,prohibition,16,uat,slot1,exfil,0.7201038017662883,0.26768120550017643,,0.012214987023844772,,0.9895986299978892
t000_A_command_prohibition,0,A,command,prohibition,16,uat,slot2,marker,0.6574790013333162,0.3043244294822216,,0.03819656660666624,,0.770318491811392
t000_A_command_prohibition,0,A,command,prohibition,16,uat,user_turn,user_turn,0.9561274536820346,0.04377005384397963,,0.00010249936118757992,,3.083941342556971
t000_A_command_prohibition,0,A,command,prohibition,16,uat,wrapper,wrapper,0.28807170447414726,0.635655110641632,,0.07627318269137771,,-0.7914467143727402
t000_A_null_ctrl_neutral,0,A,null_ctrl,neutral,8,sucat,slot1,exfil,0.8137846982992086,0.003480317018310878,0.0800972988783214,0.067891454104446,0.03474622651353949,5.454572445759695
t000_A_null_ctrl_neutral,0,A,null_ctrl,neutral,8,sucat,slot2,marker,0.8137852908422549,0.005595135648983766,0.1070146758419772,0.009458601424739754,0.0641463055779847,4.979798974595091
t000_A_null_ctrl_neutral,0,A,null_ctrl,neutral,8,sucat,user_turn,user_turn,0.974735701084137,0.007886115535320926,0.00298684235872665,3.801664022336781e-05,0.01435331692523308,4.817062672403491
t000_A_null_ctrl_neutral,0,A,null_ctrl,neutral,8,sucat,wrapper,wrapper,0.3951677367195919,0.05039522243540633,0.14729898904320285,0.07142085532821374,0.33571719619693224,2.0594139470499773
t000_A_null_ctrl_neutral,0,A,null_ctrl,neutral,8,uat,slot1,exfil,0.8986221864575246,0.004924707748241566,,0.09645310947270759,,5.206597753952673
t000_A_null_ctrl_neutral,0,A,null_ctrl,neutral,8,uat,slot2,marker,0.9586810529232025,0.007868094843252038,,0.03345085265643017,,4.802742481829864
t000_A_null_ctrl_neutral,0,A,null_ctrl,neutral,8,uat,user_turn,user_turn,0.990948734833644,0.00902447176152984,,2.6788434603883035e-05,,4.698722830321311
t000_A_null_ctrl_neutral,0,A,null_ctrl,neutral,8,uat,wrapper,wrapper,0.6657421747154859,0.22335842346180027,,0.11089940674897598,,1.0921247092707083
t000_A_null_ctrl_neutral,0,A,null_ctrl,neutral,12,sucat,slot1,exfil,0.46433652268310427,0.005924662632498409,0.11092309245351152,0.3155567788115329,0.10325894654026163,4.3614858080150105
t000_A_null_ctrl_neutral,0,A,null_ctrl,neutral,12,sucat,slot2,marker,0.5906291005201638,0.003942956122773467,0.12707590619102122,0.1587381503971604,0.11961388578250383,5.009257513948882
t000_A_null_ctrl_neutral,0,A,null_ctrl,neutral,12,sucat,user_turn,user_turn,0.7047230708484467,0.1786979738730364,0.00605165042227152,0.004719119359698381,0.1058081831014883,1.3721078343825264
t000_A_null_ctrl_neutral,0,A,null_ctrl,neutral,12,sucat,wrapper,wrapper,0.19679669157914967,0.03398373453269732,0.044437031106501185,0.3564136632762817,0.36836888031427595,1.7562891593441867
t000_A_null_ctrl_neutral,0,A,null_ctrl,neutral,12,uat,slot1,exfil,0.5054474823132966,0.008412647953130053,,0.4861398697243889,,4.095707858395539
t000_A_null_ctrl_neutral,0,A,null_ctrl,neutral,12,uat,slot2,marker,0.6778918688418344,0.007683259899446663,,0.31442487410580117,,4.4799438665640885
t000_A_null_ctrl_neutral,0,A,null_ctrl,neutral,12,uat,user_turn,user_turn,0.8008107520066775,0.1832419883280706,,0.01594725980557376,,1.4748170345830103
t000_A_null_ctrl_neutral,0,A,null_ctrl,neutral,12,uat,wrapper,wrapper,0.2798322760120762,0.11652350394035958,,0.6036442302180614,,0.8760974062280811
t000_A_null_ctrl_neutral,0,A,null_ctrl,neutral,16,sucat,slot1,exfil,0.9081976416474972,0.020408881165450542,0.040162328378334576,0.01781199671099433,0.013419158381883208,3.7954918645680413
t000_A_null_ctrl_neutral,0,A,null_ctrl,neutral,16,sucat,slot2,marker,0.9143408898264169,0.027606373791725976,0.03709162170998752,0.0005139653445565292,0.020447149812836567,3.5001567861745446
t000_A_null_ctrl_neutral,0,A,null_ctrl,neutral,16,sucat,user_turn,user_turn,0.9584103955672337,0.034708934803466734,0.00010671791893913907,6.700993528883275e-05,0.006706946884640721,3.3182789331559195
t000_A_null_ctrl_neutral,0,A,null_ctrl,neutral,16,sucat,wrapper,wrapper,0.4026028661461988,0.32537227830386634,0.03534211129144645,0.13609035734182542,0.10059239118994769,0.21298063378996113
t000_A_null_ctrl_neutral,0,A,null_ctrl,neutral,16,uat,slot1,exfil,0.9443849293423481,0.047705800569944036,,0.007909272195152434,,2.9854808514252476
t000_A_null_ctrl_neutral,0,A,null_ctrl,neutral,16,uat,slot2,marker,0.943187249203523,0.05592766894818245,,0.000885092701611138,,2.8252056005335353
t000_A_null_ctrl_neutral,0,A,null_ctrl,neutral,16,uat,user_turn,user_turn,0.9665391380970295,0.03335926322432407,,0.00010160788098436402,,3.366386300852061
t000_A_null_ctrl_neutral,0,A,null_ctrl,neutral,16,uat,wrapper,wrapper,0.5771727102953071,0.34274304599298483,,0.08008424265036687,,0.5211605169454748
t000_A_null_ctrl_permission,0,A,null_ctrl,permission,8,sucat,slot1,exfil,0.8166418207473443,0.003300965752990377,0.07275001490183297,0.07725899352604648,0.030048202671442134,5.510985512753782
t000_A_null_ctrl_permission,0,A,null_ctrl,permission,8,sucat,slot2,marker,0.8276281739274661,0.005332209545652707,0.09788057454861701,0.01395642043679762,0.05520261296461892,5.044798287041203
t000_A_null_ctrl_permission,0,A,null_ctrl,permission,8,sucat,user_turn,user_turn,0.9794619157073203,0.005919186190975619,0.0031787861705779913,5.835145903733127e-05,0.011381754017644253,5.108804383562371
t000_A_null_ctrl_permission,0,A,null_ctrl,permission,8,sucat,wrapper,wrapper,0.4206447759172798,0.051269320341872156,0.1504671731909607,0.07516974780477584,0.30244898064202697,2.104696185588524
t000_A_null_ctrl_permission,0,A,null_ctrl,permission,8,uat,slot1,exfil,0.8901227922713171,0.0043994499644258375,,0.1054777496667947,,5.3098798970285195
t000_A_null_ctrl_permission,0,A,null_ctrl,permission,8,uat,slot2,marker,0.9537795027097066,0.006935052386203703,,0.039285429982752855,,4.923843907873817
t000_A_null_ctrl_permission,0,A,null_ctrl,permission,8,uat,user_turn,user_turn,0.9930903670493136,0.0068590128107687085,,5.061784551718466e-05,,4.975258137735712
t000_A_null_ctrl_permission,0,A,null_ctrl,permission,8,uat,wrapper,wrapper,0.6981022218039238,0.20570251127284347,,0.09619526965433893,,1.2219345366069834
t000_A_null_ctrl_permission,0,A,null_ctrl,permission,12,sucat,slot1,exfil,0.4550748789059399,0.006283372816604421,0.11044112268594841,0.31497031327176717,0.11323031588060567,4.282555065419109
t000_A_null_ctrl_permission,0,A,null_ctrl,permission,12,sucat,slot2,marker,0.5654174965301839,0.004850170058368046,0.12583920275986504,0.18017362493555994,0.12371951017994434,4.758550622266783
t000_A_null_ctrl_permission,0,A,null_ctrl,permission,12,sucat,user_turn,user_turn,0.6238102372003238,0.20338977331013072,0.005953561844159666,0.006593847742110234,0.16025257821789904,1.1207220114295509
t000_A_null_ctrl_permission,0,A,null_ctrl,permission,12,sucat,wrapper,wrapper,0.20995406202669253,0.03273553916627608,0.0438599651321098,0.3448180623670978,0.3686323686271735,1.858427442140242
t000_A_null_ctrl_permission,0,A,null_ctrl,permission,12,uat,slot1,exfil,0.4961341235111086,0.009223328147333527,,0.4946425497728938,,3.9851103576143236
t000_A_null_ctrl_permission,0,A,null_ctrl,permission,12,uat,slot2,marker,0.6514323846631063,0.009695997440818853,,0.33887162522102393,,4.207460441700517
t000_A_null_ctrl_permission,0,A,null_ctrl,permission,12,uat,user_turn,user_turn,0.7365370792954156,0.24247327664333365,,0.02098964453727318,,1.111068075014714
t000_A_null_ctrl_permission,0,A,null_ctrl,permission,12,uat,wrapper,wrapper,0.29564858176537745,0.11495828254839241,,0.589393132509771,,0.9446022231490145
t000_A_null_ctrl_permission,0,A,null_ctrl,permission,16,sucat,slot1,exfil,0.9094953493474692,0.021090599353914007,0.03955680946360264,0.02136660723237828,0.00849064147492292,3.7640624715740567
t000_A_null_ctrl_permission,0,A,null_ctrl,permission,16,sucat,slot2,marker,0.9291647593180339,0.023684248817335173,0.0364719437842723,0.0004800254902491474,0.010199031015698285,3.669475854017718
t000_A_null_ctrl_permission,0,A,null_ctrl,permission,16,sucat,user_turn,user_turn,0.9204459495298313,0.06960019782843191,0.00010157642069423373,0.0001595986076060142,0.009692687169231726,2.5820908706514953
t000_A_null_ctrl_permission,0,A,null_ctrl,permission,16,sucat,wrapper,wrapper,0.416958519177354,0.3108829089280842,0.03902485817651416,0.14780217394217532,0.08533155132573843,0.2935703997937521
t000_A_null_ctrl_permission,0,A,null_ctrl,permission,16,uat,slot1,exfil,0.9508960455900333,0.041613286730740794,,0.0074906697215463515,,3.128985237101513
t000_A_null_ctrl_permission,0,A,null_ctrl,permission,16,uat,slot2,marker,0.9591340700785319,0.040236206100477526,,0.0006297283469019514,,3.171263627521502
t000_A_null_ctrl_permission,0,A,null_ctrl,permission,16,uat,user_turn,user_turn,0.9300155564305488,0.06971875096951408,,0.00026570185168063197,,2.5907320078131977
t000_A_null_ctrl_permission,0,A,null_ctrl,permission,16,uat,wrapper,wrapper,0.5786114116352583,0.33392088021270844,,0.08746770645175424,,0.5497270358634174
t000_A_null_ctrl_prohibition,0,A,null_ctrl,prohibition,8,sucat,slot1,exfil,0.8275598305903498,0.002733599537186521,0.07209851553083443,0.06807717612044137,0.029530880666250776,5.712862154952268
t000_A_null_ctrl_prohibition,0,A,null_ctrl,prohibition,8,sucat,slot2,marker,0.8388762774566809,0.004271670727212041,0.09198174282597998,0.010432019938688579,0.054438300643520655,5.280058209574662
t000_A_null_ctrl_prohibition,0,A,null_ctrl,prohibition,8,sucat,user_turn,user_turn,0.9783536729424499,0.006567506240315136,0.0025804852921600136,0.0001715401067246442,0.012326788331896384,5.003737040680081
t000_A_null_ctrl_prohibition,0,A,null_ctrl,prohibition,8,sucat,wrapper,wrapper,0.4049524928084074,0.05427917162792308,0.15113707623162934,0.07600380572197006,0.3136274675294814,2.009629184760361
t000_A_null_ctrl_prohibition,0,A,null_ctrl,prohibition,8,uat,slot1,exfil,0.8988588266685361,0.004323976433281996,,0.09681719298517788,,5.336950538851613
t000_A_null_ctrl_prohibition,0,A,null_ctrl,prohibition,8,uat,slot2,marker,0.9587602953116099,0.006739444683686694,,0.034500257254452056,,4.9576635605033825
t000_A_null_ctrl_prohibition,0,A,null_ctrl,prohibition,8,uat,user_turn,user_turn,0.992590383734814,0.0073218525435948196,,8.775927710533245e-05,,4.909454699470334
t000_A_null_ctrl_prohibition,0,A,null_ctrl,prohibition,8,uat,wrapper,wrapper,0.6799840669047499,0.2148418163266921,,0.10517411835004634,,1.1521673475489789
t000_A_null_ctrl_prohibition,0,A,null_ctrl,prohibition,12,sucat,slot1,exfil,0.501474494693583,0.005852659672274938,0.10828688102950854,0.28718539572427754,0.09720056491033709,4.450656545312518
t000_A_null_ctrl_prohibition,0,A,null_ctrl,prohibition,12,sucat,slot2,marker,0.6268543702450188,0.004315083238058529,0.1197923787641533,0.14404027265263722,0.10499788591405376,4.97859763454808
t000_A_null_ctrl_prohibition,0,A,null_ctrl,prohibition,12,sucat,user_turn,user_turn,0.6610668639890677,0.17929621989741315,0.004959977729223008,0.0072693366443580655,0.14740759780412444,1.3048156927125558
t000_A_null_ctrl_prohibition,0,A,null_ctrl,prohibition,12,sucat,wrapper,wrapper,0.21517731083929506,0.03331806874070195,0.04472769632052087,0.34407656979923096,0.3627003490131925,1.8653625351707726
t000_A_null_ctrl_prohibition,0,A,null_ctrl,prohibition,12,uat,slot1,exfil,0.5523067813801539,0.007860640520895508,,0.4398325804743122,,4.252235560938708
t000_A_null_ctrl_prohibition,0,A,null_ctrl,prohibition,12,uat,slot2,marker,0.7343518118730572,0.0070590186290549655,,0.2585891637019813,,4.644682184052221
t000_A_null_ctrl_prohibition,0,A,null_ctrl,prohibition,12,uat,user_turn,user_turn,0.7974120052747948,0.17995605351089305,,0.02263193878429623,,1.488658816438133
t000_A_null_ctrl_prohibition,0,A,null_ctrl,prohibition,12,uat,wrapper,wrapper,0.30571537023563333,0.11383486357751048,,0.5804497681273524,,0.9879056733538232
t000_A_null_ctrl_prohibition,0,A,null_ctrl,prohibition,16,sucat,slot1,exfil,0.8960206373365688,0.02431174748666994,0.04528278458756773,0.024316457554012225,0.0100683817297634,3.6070037762568288
t000_A_null_ctrl_prohibition,0,A,null_ctrl,prohibition,16,sucat,slot2,marker,0.9029579749330878,0.03642116787929505,0.04463640474593073,0.0005816950375049146,0.015402765684196613,3.2105258721843675
t000_A_null_ctrl_prohibition,0,A,null_ctrl,prohibition,16,sucat,user_turn,user_turn,0.9444948459087417,0.04726513415549075,0.00012537298912439047,0.00016629905692107225,0.00794835525903109,2.9948773277326795
t000_A_null_ctrl_prohibition,0,A,null_ctrl,prohibition,16,sucat,wrapper,wrapper,0.38529472198270276,0.32065437294058513,0.030931911708336864,0.17535407361643796,0.0877649183156643,0.1836447298370235
t000_A_null_ctrl_prohibition,0,A,null_ctrl,prohibition,16,uat,slot1,exfil,0.9370339857872392,0.049848802260086936,,0.013117209974604048,,2.933725083191194
t000_A_null_ctrl_prohibition,0,A,null_ctrl,prohibition,16,uat,slot2,marker,0.9337526426961025,0.06539388954067059,,0.0008534689617384572,,2.6587827446413868
t000_A_null_ctrl_prohibition,0,A,null_ctrl,prohibition,16,uat,user_turn,user_turn,0.9561274536820346,0.04377005384397963,,0.00010249936118757992,,3.083941342556971
t000_A_null_ctrl_prohibition,0,A,null_ctrl,prohibition,16,uat,wrapper,wrapper,0.5524631407205496,0.3453055270197077,,0.10223134406349378,,0.46995710684229963
t000_B_command_neutral,0,B,command,neutral,8,sucat,slot1,marker,0.4203939630649984,0.18157050736084177,0.2976069856435061,0.00904820599733019,0.09138033015672893,0.8395482303435756
t000_B_command_neutral,0,B,command,neutral,8,sucat,slot2,exfil,0.2595426409770582,0.1791973768687639,0.18220679243629584,0.011862447268103857,0.3671907444680625,0.37043314643981695
t000_B_command_neutral,0,B,command,neutral,8,sucat,user_turn,user_turn,0.974735701084137,0.007886115535320926,0.00298684235872665,3.801664022336781e-05,0.01435331692523308,4.817062672403491
t000_B_command_neutral,0,B,command,neutral,8,sucat,wrapper,wrapper,0.14460133988950474,0.11764453027665565,0.15636733223800547,0.058699845394562446,0.5226869524192027,0.2063129532544119
t000_B_command_neutral,0,B,command,neutral,8,uat,slot1,marker,0.754611841092507,0.23098298068822867,,0.014405177181760109,,1.1838594681537078
t000_B_command_neutral,0,B,command,neutral,8,uat,slot2,exfil,0.5095060115993084,0.4626084004002089,,0.027885588098973953,,0.09656074287680905
t000_B_command_neutral,0,B,command,neutral,8,uat,user_turn,user_turn,0.990948734833644,0.00902447176152984,,2.6788434603883035e-05,,4.698722830321311
t000_B_command_neutral,0,B,command,neutral,8,uat,wrapper,wrapper,0.48995492109055966,0.4374301216116042,,0.07261496451486339,,0.11339641808812118
t000_B_command_neutral,0,B,command,neutral,12,sucat,slot1,marker,0.45642419951812674,0.04374640344273454,0.07465030179979901,0.021996908770673448,0.4031821852940387,2.3450132367886813
t000_B_command_neutral,0,B,command,neutral,12,sucat,slot2,exfil,0.14783571167107334,0.14815844045226753,0.09211626574568847,0.06779382598151493,0.5440957441193158,-0.0021806438185747457
t000_B_command_neutral,0,B,command,neutral,12,sucat,user_turn,user_turn,0.7047230708484467,0.1786979738730364,0.00605165042227152,0.004719119359698381,0.1058081831014883,1.3721078343825264
t000_B_command_neutral,0,B,command,neutral,12,sucat,wrapper,wrapper,0.07398008260247886,0.0798446992713642,0.027251354400277705,0.1657117277879609,0.6532121237500438,-0.0762875859252099
t000_B_command_neutral,0,B,command,neutral,12,uat,slot1,marker,0.7350777486960093,0.15458343803572158,,0.11033879702848329,,1.5592422715839205
t000_B_command_neutral,0,B,command,neutral,12,uat,slot2,exfil,0.3638783447076108,0.3786591894955176,,0.25746246712538984,,-0.03981697043018306
t000_B_command_neutral,0,B,command,neutral,12,uat,user_turn,user_turn,0.8008107520066775,0.1832419883280706,,0.01594725980557376,,1.4748170345830103
t000_B_command_neutral,0,B,command,neutral,12,uat,wrapper,wrapper,0.21921193068799635,0.3323605783693243,,0.44842749017048583,,-0.41618147707074793
t000_B_command_neutral,0,B,command,neutral,16,sucat,slot1,marker,0.6422467335903396,0.2555559598685553,0.04273977425764315,0.017447736211693154,0.04200979690139472,0.921531143417913
