construction,command,user_turn,layer,space,metric,mean,lo,hi,n,frac_first_higher
null_ctrl,exfil,neutral,16,sucat,p_user,0.1463110900916394,0.1259136455280702,0.16794100204180115,100,0.91
null_ctrl,exfil,neutral,16,uat,p_user,0.14374610392021414,0.1206043341507102,0.16658043875020384,100,0.9
null_ctrl,exfil,permission,8,sucat,p_user,0.038699808646942245,0.020916939828732262,0.056257898462647914,100,0.65
null_ctrl,exfil,permission,8,uat,p_user,0.06373679579088781,0.04252150716315423,0.0862552876134529,100,0.74
null_ctrl,exfil,permission,12,sucat,p_user,0.059033568583079885,0.04310198803187175,0.07620952468761015,100,0.77
null_ctrl,exfil,permission,12,uat,p_user,0.09175331204877751,0.06919379477519898,0.11458157194352955,100,0.81
null_ctrl,exfil,permission,16,sucat,p_user,0.14293993353514164,0.12345058580381436,0.16299692966576332,100,0.93
null_ctrl,exfil,permission,16,uat,p_user,0.14154879918926794,0.11999872232666271,0.16364099255800144,100,0.91
null_ctrl,exfil,prohibition,8,sucat,p_user,0.035327208209549835,0.017768192198027166,0.05228531929198064,100,0.64
null_ctrl,exfil,prohibition,8,uat,p_user,0.06227443801456068,0.041021346004379136,0.08430443299527414,100,0.73
null_ctrl,exfil,prohibition,12,sucat,p_user,0.05564056175839816,0.040444901978823965,0.07193619264843684,100,0.76
null_ctrl,exfil,prohibition,12,uat,p_user,0.08841040753085756,0.06627064713795786,0.1106310835108751,100,0.8
null_ctrl,exfil,prohibition,16,sucat,p_user,0.13926357112432733,0.11918359092790932,0.160289714523268,100,0.89
null_ctrl,exfil,prohibition,16,uat,p_user,0.139682732091822,0.1171602281809709,0.16261083849927563,100,0.89
null_ctrl,marker,neutral,8,sucat,p_user,0.016873010654163564,0.0034790105398321003,0.030228695217122025,100,0.31
null_ctrl,marker,neutral,8,uat,p_user,0.031087734910487802,0.013552257515912786,0.04948153247875534,100,0.3
null_ctrl,marker,neutral,12,sucat,p_user,0.03588548916679552,0.02246692701206161,0.050061696868804934,100,0.36
null_ctrl,marker,neutral,12,uat,p_user,0.055732878351473926,0.03612101702536561,0.07630746504908176,100,0.37
null_ctrl,marker,neutral,16,sucat,p_user,0.06221710353481449,0.03914949959582801,0.08572325067589245,100,0.37
null_ctrl,marker,neutral,16,uat,p_user,0.062021485871403534,0.03900548909094326,0.08409912080594079,100,0.39
null_ctrl,marker,permission,8,sucat,p_user,0.020989605781102025,0.00736695020080528,0.034725872655490826,100,0.33
null_ctrl,marker,permission,8,uat,p_user,0.03483905028004341,0.016813169921487153,0.05341755383178672,100,0.32
null_ctrl,marker,permission,12,sucat,p_user,0.037550534025511284,0.02318168317625829,0.05252241613333473,100,0.35
null_ctrl,marker,permission,12,uat,p_user,0.0575480389003886,0.03684229939351956,0.07884508220631327,100,0.37
null_ctrl,marker,permission,16,sucat,p_user,0.05512713098219199,0.03358058665975925,0.07749219040628706,100,0.35
null_ctrl,marker,permission,16,uat,p_user,0.05810038188604354,0.03654224135606198,0.07965288287573788,100,0.35
null_ctrl,marker,prohibition,8,sucat,p_user,0.01967987501896034,0.006549550769953854,0.03276877753134633,100,0.3
null_ctrl,marker,prohibition,8,uat,p_user,0.033393281893657235,0.015677793886570965,0.0511448721307858,100,0.32
null_ctrl,marker,prohibition,12,sucat,p_user,0.03633431258359499,0.022696680336189635,0.05062339900276584,100,0.38
null_ctrl,marker,prohibition,12,uat,p_user,0.05498216535854224,0.035843022759347996,0.07488355455523187,100,0.35
null_ctrl,marker,prohibition,16,sucat,p_user,0.05972221590963491,0.03794284207241557,0.08258862799001705,100,0.39
null_ctrl,marker,prohibition,16,uat,p_user,0.060945812655138216,0.03907135817623735,0.08290650948550905,100,0.38
command,exfil,neutral,8,sucat,p_tool,0.011841034638377186,0.004249629355390395,0.019948474882231032,100,0.6
command,exfil,neutral,8,uat,p_tool,-0.0820348394662905,-0.08934157371532316,-0.07447640172290397,100,0.03
command,exfil,neutral,12,sucat,p_tool,0.013372289933619464,0.009978069933459021,0.016698364518537644,100,0.79
command,exfil,neutral,12,uat,p_tool,-0.02827358610580244,-0.03353633661852332,-0.023006199381277133,100,0.15
command,exfil,neutral,16,sucat,p_tool,-0.01375583595640537,-0.021558613576986962,-0.006206840566917772,100,0.42
command,exfil,neutral,16,uat,p_tool,-0.04131971607626316,-0.04725881585964285,-0.035222764640748784,100,0.07
command,exfil,permission,8,sucat,p_tool,0.021394569753068277,0.014809867544198246,0.028678590194191236,100,0.72
command,exfil,permission,8,uat,p_tool,-0.06349233985911447,-0.07056468450710801,-0.05605681312214116,100,0.05
command,exfil,permission,12,sucat,p_tool,0.018905197704358424,0.015860290254862595,0.022080981183397436,100,0.9
command,exfil,permission,12,uat,p_tool,-0.003510440739389837,-0.009436588877522894,0.0021272813533699947,100,0.42
command,exfil,permission,16,sucat,p_tool,0.022847796563849162,0.015622047216986925,0.029874874418343574,100,0.77
command,exfil,permission,16,uat,p_tool,-0.011485360505679583,-0.017833296240531704,-0.005171253616581452,100,0.37
command,exfil,prohibition,8,sucat,p_tool,0.009211349763919897,0.0021422179132934553,0.016518135780044785,100,0.57
command,exfil,prohibition,8,uat,p_tool,-0.08061736809660407,-0.08805470152007869,-0.07278950281181204,100,0.04
command,exfil,prohibition,12,sucat,p_tool,0.0060316062204971085,0.002612063550590841,0.00948430559864373,100,0.65
command,exfil,prohibition,12,uat,p_tool,-0.03723208616188533,-0.04288049424654499,-0.031562617140088074,100,0.11
command,exfil,prohibition,16,sucat,p_tool,-0.001992772704070268,-0.010767124560578118,0.007230122355270429,100,0.52
command,exfil,prohibition,16,uat,p_tool,-0.039340036832314344,-0.045288345779652996,-0.032841075174791436,100,0.1
command,marker,neutral,8,sucat,p_tool,0.02314394574025383,0.014020489439894918,0.03320200557496194,100,0.68
command,marker,neutral,8,uat,p_tool,-0.033043438337605785,-0.043868624821310306,-0.02197749072907465,100,0.27
command,marker,neutral,12,sucat,p_tool,-0.02577932885698896,-0.028473773178293534,-0.022965458561742955,100,0.02
command,marker,neutral,12,uat,p_tool,-0.11042427031502478,-0.12022595554367216,-0.10043477325216255,100,0.01
command,marker,neutral,16,sucat,p_tool,-0.020782954029440665,-0.032066116649301375,-0.008776817246246587,100,0.37
command,marker,neutral,16,uat,p_tool,-0.005261422602275951,-0.016209863575207463,0.006161099859743847,100,0.47
command,marker,permission,8,sucat,p_tool,-0.00902784687169344,-0.01567113116519298,-0.0021555445118340293,100,0.41
command,marker,permission,8,uat,p_tool,-0.08552228062199985,-0.09575115251085145,-0.07505430687157248,100,0.06
command,marker,permission,12,sucat,p_tool,-0.016539160472774372,-0.018042386608966433,-0.015118280383860556,100,0.03
command,marker,permission,12,uat,p_tool,-0.1161458524523744,-0.12416868042779117,-0.10747098444569997,100,0.01
command,marker,permission,16,sucat,p_tool,-0.10446243814225875,-0.11385769354587601,-0.09473972599052899,100,0.01
command,marker,permission,16,uat,p_tool,-0.11525954925634677,-0.12691847030061804,-0.10281572948833248,100,0.04
command,marker,prohibition,8,sucat,p_tool,0.014943993272811085,0.006210622738696434,0.024327512904540403,100,0.61
command,marker,prohibition,8,uat,p_tool,-0.038954612278257084,-0.049334476184045094,-0.027669139256974614,100,0.2
command,marker,prohibition,12,sucat,p_tool,-0.022375925509203528,-0.024872044046606187,-0.02000197510379869,100,0.02
command,marker,prohibition,12,uat,p_tool,-0.10587857425256525,-0.1146151208396559,-0.09677823255103861,100,0.02
command,marker,prohibition,16,sucat,p_tool,-0.02251091074740083,-0.03412364809844451,-0.009826160816348746,100,0.34
command,marker,prohibition,16,uat,p_tool,0.002341257347773121,-0.008057905003950957,0.014222256473806007,100,0.49
null_ctrl,exfil,neutral,8,sucat,p_tool,-0.0036329865862302154,-0.013124381841353986,0.006461285366433897,100,0.46
null_ctrl,exfil,neutral,8,uat,p_tool,-0.0007166078858039049,-0.013314190522378207,0.011747037292654586,100,0.53
null_ctrl,exfil,neutral,12,sucat,p_tool,0.002638632333271097,-0.00010300506811092739,0.0053519506069255205,100,0.59
null_ctrl,exfil,neutral,12,uat,p_tool,0.015835014540452032,0.00896878458635033,0.022839930886345075,100,0.67
null_ctrl,exfil,neutral,16,sucat,p_tool,-0.0003300013562793479,-0.010847195779832505,0.011858483637434657,100,0.47
null_ctrl,exfil,neutral,16,uat,p_tool,-0.04966692692684783,-0.06880162730130783,-0.02970758088851443,100,0.32
null_ctrl,exfil,permission,8,sucat,p_tool,-0.0034227683587912546,-0.01265837365613196,0.005942390097360637,100,0.45
null_ctrl,exfil,permission,8,uat,p_tool,-7.057866653153096e-05,-0.01287403566422943,0.011853009071026023,100,0.52
null_ctrl,exfil,permission,12,sucat,p_tool,0.0029489927090205,0.00033771281688705333,0.00557342085819342,100,0.58
null_ctrl,exfil,permission,12,uat,p_tool,0.01483363326159145,0.008407628443333332,0.021296159425473908,100,0.66
null_ctrl,exfil,permission,16,sucat,p_tool,-0.0001361479090416831,-0.010171633824201727,0.011442006617144555,100,0.5
null_ctrl,exfil,permission,16,uat,p_tool,-0.0470837189967459,-0.06613106552806766,-0.026056934616435393,100,0.31
null_ctrl,exfil,prohibition,8,sucat,p_tool,-0.003917493468079504,-0.012649256666761996,0.00533773530837129,100,0.43
null_ctrl,exfil,prohibition,8,uat,p_tool,-0.0016304223428286746,-0.014140175483833166,0.010273700595564879,100,0.51
null_ctrl,exfil,prohibition,12,sucat,p_tool,0.0027947005763588263,0.00013973419037279292,0.005538442627246653,100,0.58
null_ctrl,exfil,prohibition,12,uat,p_tool,0.01516251107804601,0.008267214647217323,0.02200967532396677,100,0.67
null_ctrl,exfil,prohibition,16,sucat,p_tool,0.0019091547441979517,-0.008388998601440744,0.01361728721449658,100,0.46
null_ctrl,exfil,prohibition,16,uat,p_tool,-0.04368154512761807,-0.0627380595797028,-0.023437271909957598,100,0.32
null_ctrl,marker,neutral,8,sucat,p_tool,-0.0018574298720872968,-0.012053204234165074,0.008093778673047785,100,0.18
null_ctrl,marker,neutral,8,uat,p_tool,0.007686818521711024,-0.005418180705262144,0.02084277696560682,100,0.25
null_ctrl,marker,neutral,12,sucat,p_tool,-0.0006531821593156968,-0.0021487744044713718,0.0007122187011526448,100,0.2
null_ctrl,marker,neutral,12,uat,p_tool,0.00323139859370994,-0.0007184324007859925,0.006964689901817923,100,0.3
null_ctrl,marker,neutral,16,sucat,p_tool,0.013779867277522064,0.0032519203094471204,0.025917407519261592,100,0.27
null_ctrl,marker,neutral,16,uat,p_tool,-0.0062386043118057176,-0.021062615902166668,0.009683697467376294,100,0.16
null_ctrl,marker,permission,8,sucat,p_tool,-0.002902124897199697,-0.01409837443163966,0.00739224533723614,100,0.18
null_ctrl,marker,permission,8,uat,p_tool,0.00659178485837254,-0.006338824478579994,0.019519272079381228,100,0.24
null_ctrl,marker,permission,12,sucat,p_tool,-0.000852109405383807,-0.002173847430692182,0.00042027568155075123,100,0.17
null_ctrl,marker,permission,12,uat,p_tool,0.0038473840452478984,0.0002786048144447278,0.007210143237794181,100,0.31
null_ctrl,marker,permission,16,sucat,p_tool,0.014271739847045897,0.004145092664073576,0.02504974780945806,100,0.29
null_ctrl,marker,permission,16,uat,p_tool,-0.0031116882085316278,-0.017994113332995117,0.012643179593899394,100,0.21
null_ctrl,marker,prohibition,8,sucat,p_tool,-0.0029746114009916646,-0.013174448585444629,0.0065843992020517845,100,0.19
null_ctrl,marker,prohibition,8,uat,p_tool,0.006193993974963235,-0.006625382008749661,0.01926962979759768,100,0.25
null_ctrl,marker,prohibition,12,sucat,p_tool,-0.0008682380976492861,-0.002320586151121755,0.00048600637119810734,100,0.18
null_ctrl,marker,prohibition,12,uat,p_tool,0.0032222158664317463,-0.0005637594794932385,0.006683181394087937,100,0.31
null_ctrl,marker,prohibition,16,sucat,p_tool,0.016159754989506215,0.005701110815455469,0.02796867356285053,100,0.27
null_ctrl,marker,prohibition,16,uat,p_tool,-0.004387805233583936,-0.01903390587831017,0.011594588932933343,100,0.2
command,exfil,neutral,8,sucat,log_user_tool,0.2097532621796194,0.16448137044661146,0.25185672003183396,100,0.84
command,exfil,neutral,8,uat,log_user_tool,0.36682671606277106,0.32963580755424626,0.40127204293681823,100,0.95
command,exfil,neutral,12,sucat,log_user_tool,0.19771412066492813,0.15086876512696534,0.24556548020263616,100,0.79
command,exfil,neutral,12,uat,log_user_tool,0.2533705640271862,0.22071109126042826,0.2858508518457773,100,0.93
command,exfil,neutral,16,sucat,log_user_tool,0.3611240727553917,0.32875913275654894,0.39386930917418556,100,0.99
command,exfil,neutral,16,uat,log_user_tool,0.18983778875699892,0.1618369612958414,0.21744857197046003,100,0.94
command,exfil,permission,8,sucat,log_user_tool,0.0686124184753531,0.01876483793265433,0.1158547737734751,100,0.66
command,exfil,permission,8,uat,log_user_tool,0.24446997626847616,0.20654987189801083,0.2789269698334978,100,0.91
command,exfil,permission,12,sucat,log_user_tool,-0.08733245378746063,-0.1407554251021189,-0.039286671349311734,100,0.39
command,exfil,permission,12,uat,log_user_tool,0.08685992441121586,0.05151690111531151,0.12035489878577237,100,0.7
command,exfil,permission,16,sucat,log_user_tool,0.1678963459490652,0.13349061337981766,0.20080843543549323,100,0.83
command,exfil,permission,16,uat,log_user_tool,0.06119423430057577,0.03244684108580969,0.09013730291913252,100,0.65
command,exfil,prohibition,8,sucat,log_user_tool,0.221328758351838,0.17625954856913964,0.26592792923461445,100,0.84
command,exfil,prohibition,8,uat,log_user_tool,0.35628555088267744,0.3188502736994871,0.3917767990522248,100,0.96
command,exfil,prohibition,12,sucat,log_user_tool,0.19980234488624643,0.15144430543649914,0.2444453117655413,100,0.79
command,exfil,prohibition,12,uat,log_user_tool,0.26608493507912206,0.23290910719281718,0.2988419342561533,100,0.92
command,exfil,prohibition,16,sucat,log_user_tool,0.3209930483311454,0.27903273975736437,0.35820915279528065,100,0.94
command,exfil,prohibition,16,uat,log_user_tool,0.1810846901085567,0.15052288799743974,0.2091168153471303,100,0.91
command,marker,neutral,8,sucat,log_user_tool,0.025960851413636746,-0.03885761470429219,0.08267100462097833,100,0.58
command,marker,neutral,8,uat,log_user_tool,0.1385479075668995,0.08947534490511301,0.18643222742417287,100,0.73
command,marker,neutral,12,sucat,log_user_tool,0.693596840900764,0.6433719870911316,0.7370224374639076,100,0.99
command,marker,neutral,12,uat,log_user_tool,0.6364476060506092,0.5812678280793925,0.6917308134358755,100,1.0
command,marker,neutral,16,sucat,log_user_tool,0.06078164693420371,-0.04013962104606385,0.14981135304386056,100,0.61
command,marker,neutral,16,uat,log_user_tool,0.06178344992751757,0.0002538445603760114,0.12079020126971421,100,0.58
command,marker,permission,8,sucat,log_user_tool,0.2703548932222219,0.2060145486381393,0.3312717514170133,100,0.78
command,marker,permission,8,uat,log_user_tool,0.3967684330487515,0.3403007370556121,0.4539308947997683,100,0.93
command,marker,permission,12,sucat,log_user_tool,0.8709636834434262,0.8150702290439464,0.9259559729288261,100,1.0
command,marker,permission,12,uat,log_user_tool,0.6260056363063505,0.5726282392422731,0.6818644064742477,100,1.0
command,marker,permission,16,sucat,log_user_tool,0.6465856039368199,0.5779881246594887,0.7100787742018764,100,0.97
command,marker,permission,16,uat,log_user_tool,0.5644327785374783,0.5098576966182697,0.6163183308978261,100,0.97
command,marker,prohibition,8,sucat,log_user_tool,0.04867761508693343,-0.01197622929413202,0.10176972989340287,100,0.58
command,marker,prohibition,8,uat,log_user_tool,0.16584497402243284,0.11477952564347892,0.21388641959642976,100,0.8
command,marker,prohibition,12,sucat,log_user_tool,0.6198044033314328,0.5701454243340245,0.668008064563584,100,0.98
command,marker,prohibition,12,uat,log_user_tool,0.565886483593608,0.5098965312844336,0.6200487090496527,100,0.96
command,marker,prohibition,16,sucat,log_user_tool,0.063293738887016,-0.043012918074203654,0.1561818245647259,100,0.65
command,marker,prohibition,16,uat,log_user_tool,0.025286898192666385,-0.0372361309685571,0.08252783717389808,100,0.55
null_ctrl,exfil,neutral,8,sucat,log_user_tool,0.2235010915409934,0.09467504394115492,0.34758557542654184,100,0.62
null_ctrl,exfil,neutral,8,uat,log_user_tool,0.11719874789787704,0.006387554730536987,0.2216465084956501,100,0.53
null_ctrl,exfil,neutral,12,sucat,log_user_tool,0.29564867209086526,0.13435641205977158,0.45915554667679237,100,0.65
null_ctrl,exfil,neutral,12,uat,log_user_tool,0.22805607551697388,0.07299194445644705,0.38410577823368663,100,0.66
null_ctrl,exfil,neutral,16,sucat,log_user_tool,0.5299866049893971,0.3933041437335822,0.6562719004824819,100,0.83
null_ctrl,exfil,neutral,16,uat,log_user_tool,0.5015810407364463,0.39289487133766166,0.6062567239396914,100,0.82
null_ctrl,exfil,permission,8,sucat,log_user_tool,0.23215916951172985,0.10780666929817295,0.35498462671921294,100,0.65
null_ctrl,exfil,permission,8,uat,log_user_tool,0.12180297458523,0.0172334205049906,0.22654283722245602,100,0.57
null_ctrl,exfil,permission,12,sucat,log_user_tool,0.287465081992925,0.10107319233044101,0.4665344905604422,100,0.65
null_ctrl,exfil,permission,12,uat,log_user_tool,0.25712926337663733,0.09841640567398774,0.41345226286143916,100,0.64
null_ctrl,exfil,permission,16,sucat,log_user_tool,0.524494161637138,0.3957228318435563,0.6471248716824887,100,0.82
null_ctrl,exfil,permission,16,uat,log_user_tool,0.48249387147584544,0.37414210878511195,0.5854533941846358,100,0.83
null_ctrl,exfil,prohibition,8,sucat,log_user_tool,0.2339236803433384,0.1090295317150959,0.35471790638597894,100,0.65
null_ctrl,exfil,prohibition,8,uat,log_user_tool,0.1258854171605895,0.018942548684950444,0.23068121933489827,100,0.55
null_ctrl,exfil,prohibition,12,sucat,log_user_tool,0.28592894749971304,0.12576244645065834,0.4475646785222686,100,0.63
null_ctrl,exfil,prohibition,12,uat,log_user_tool,0.22526583323460397,0.07123015320234055,0.37671152595949475,100,0.62
null_ctrl,exfil,prohibition,16,sucat,log_user_tool,0.5098129614125899,0.36933593927780817,0.6417274661171786,100,0.8
null_ctrl,exfil,prohibition,16,uat,log_user_tool,0.4825694716157376,0.3776141178520007,0.5844023552274797,100,0.82
null_ctrl,marker,neutral,8,sucat,log_user_tool,0.09023601760325375,-0.029535703397239817,0.21109494519084682,100,0.25
null_ctrl,marker,neutral,8,uat,log_user_tool,-0.03089805429101758,-0.13715860126465157,0.07736010069136189,100,0.21
null_ctrl,marker,neutral,12,sucat,log_user_tool,0.2071957505318124,0.07472928452946598,0.3474321249172836,100,0.31
null_ctrl,marker,neutral,12,uat,log_user_tool,0.09538631478279264,-0.0341820882237304,0.2329077575545579,100,0.25
null_ctrl,marker,neutral,16,sucat,log_user_tool,0.08367478818743437,-0.03323290444805347,0.19462488150211388,100,0.25
null_ctrl,marker,neutral,16,uat,log_user_tool,0.19364305126231693,0.10272245169226511,0.2872809646685717,100,0.37
null_ctrl,marker,permission,8,sucat,log_user_tool,0.11821402620784499,-0.001175277228800334,0.23721571399081667,100,0.27
null_ctrl,marker,permission,8,uat,log_user_tool,-0.01476264220618887,-0.12294954472906303,0.09351365494148572,100,0.22
null_ctrl,marker,permission,12,sucat,log_user_tool,0.23700638432265037,0.10451842596254701,0.3751644652772626,100,0.34
null_ctrl,marker,permission,12,uat,log_user_tool,0.10029160976197345,-0.0231212359625732,0.23270939265206705,100,0.25
null_ctrl,marker,permission,16,sucat,log_user_tool,0.0692875870804132,-0.043108749944483465,0.16908914563090235,100,0.23
null_ctrl,marker,permission,16,uat,log_user_tool,0.16296520835172917,0.0815875341757708,0.24806413337589975,100,0.32
null_ctrl,marker,prohibition,8,sucat,log_user_tool,0.10690599855340971,-0.013322917047112448,0.22651889372099096,100,0.27
null_ctrl,marker,prohibition,8,uat,log_user_tool,-0.02104752554199025,-0.12864497264665312,0.08585861563942215,100,0.22
null_ctrl,marker,prohibition,12,sucat,log_user_tool,0.24011455524742661,0.10584618596817846,0.3846917960170172,100,0.32
null_ctrl,marker,prohibition,12,uat,log_user_tool,0.10196642602736893,-0.0263357187767887,0.23645531944052295,100,0.27
null_ctrl,marker,prohibition,16,sucat,log_user_tool,0.05084260685543109,-0.06136049669480725,0.15092218683781472,100,0.28
null_ctrl,marker,prohibition,16,uat,log_user_tool,0.17038182767060533,0.08623197391671633,0.2601825465128712,100,0.33
