sample_ix,target_role,prob,prob_unrounded,prompt_ix,prompt_key,base_message_ix,base_message_type,token_in_prompt_ix,token,token_ix,layer_ix,role_space,seg_ix,token_in_seg_ix,original_token_in_prompt_ix,display_token_ix
211,assistant,0.99286693,0.992867,0,basic_no_format,3.0,assistant,211, day,1342,12,suca,4,26,211,154
212,assistant,0.99834627,0.9983462,0,basic_no_format,3.0,assistant,212, (,1343,12,suca,4,27,212,155
213,assistant,0.99941814,0.99941814,0,basic_no_format,3.0,assistant,213,tom,1344,12,suca,4,28,213,156
214,assistant,0.76553774,0.76553774,0,basic_no_format,3.0,assistant,214,atoes,1345,12,suca,4,29,214,157
215,assistant,0.9956914,0.9956915,0,basic_no_format,3.0,assistant,215, are,1346,12,suca,4,30,215,158
216,assistant,0.76362246,0.76362246,0,basic_no_format,3.0,assistant,216, “,1347,12,suca,4,31,216,159
217,assistant,0.76493263,0.76493263,0,basic_no_format,3.0,assistant,217,full,1348,12,suca,4,32,217,160
218,assistant,0.99792457,0.99792457,0,basic_no_format,3.0,assistant,218,‑,1349,12,suca,4,33,218,161
219,assistant,0.36421776,0.36421776,0,basic_no_format,3.0,assistant,219,sun,1350,12,suca,4,34,219,162
220,assistant,0.99987906,0.999879,0,basic_no_format,3.0,assistant,220,”,1351,12,suca,4,35,220,163
221,assistant,0.99711674,0.9971167,0,basic_no_format,3.0,assistant,221, plants,1352,12,suca,4,36,221,164
222,assistant,0.996555,0.996555,0,basic_no_format,3.0,assistant,222,).,1353,12,suca,4,37,222,165
223,assistant,0.9985097,0.9985097,0,basic_no_format,3.0,assistant,223,"  
",1354,12,suca,4,38,223,166
224,assistant,0.29574424,0.29574424,0,basic_no_format,3.0,assistant,224,-,1355,12,suca,4,39,224,167
225,assistant,0.99938345,0.99938345,0,basic_no_format,3.0,assistant,225, **,1356,12,suca,4,40,225,168
226,assistant,0.99968594,0.9996859,0,basic_no_format,3.0,assistant,226,Water,1357,12,suca,4,41,226,169
227,assistant,0.99985886,0.99985886,0,basic_no_format,3.0,assistant,227,:**,1358,12,suca,4,42,227,170
228,assistant,0.9999782,0.9999782,0,basic_no_format,3.0,assistant,228, Aim,1359,12,suca,4,43,228,171
229,assistant,0.9945445,0.9945445,0,basic_no_format,3.0,assistant,229, for,1360,12,suca,4,44,229,172
230,assistant,0.99942595,0.9994259,0,basic_no_format,3.0,assistant,230, about,1361,12,suca,4,45,230,173
231,assistant,0.889141,0.889141,0,basic_no_format,3.0,assistant,231, ,1362,12,suca,4,46,231,174
232,assistant,0.8698355,0.86983556,0,basic_no_format,3.0,assistant,232,1,1363,12,suca,4,47,232,175
233,assistant,0.9996383,0.9996383,0,basic_no_format,3.0,assistant,233, ,1364,12,suca,4,48,233,176
234,assistant,0.99583006,0.9958301,0,basic_no_format,3.0,assistant,234,in,1365,12,suca,4,49,234,177
235,assistant,0.99338233,0.99338233,0,basic_no_format,3.0,assistant,235, (,1366,12,suca,4,50,235,178
236,assistant,0.9858314,0.9858314,0,basic_no_format,3.0,assistant,236,25,1367,12,suca,4,51,236,179
237,assistant,0.99660814,0.99660814,0,basic_no_format,3.0,assistant,237, ,1368,12,suca,4,52,237,180
238,assistant,0.99994254,0.99994254,0,basic_no_format,3.0,assistant,238,mm,1369,12,suca,4,53,238,181
239,assistant,0.99873126,0.9987313,0,basic_no_format,3.0,assistant,239,),1370,12,suca,4,54,239,182
240,assistant,0.9949811,0.9949811,0,basic_no_format,3.0,assistant,240, of,1371,12,suca,4,55,240,183
241,assistant,0.97557336,0.97557336,0,basic_no_format,3.0,assistant,241, water,1372,12,suca,4,56,241,184
242,assistant,0.99056214,0.99056214,0,basic_no_format,3.0,assistant,242, per,1373,12,suca,4,57,242,185
243,assistant,0.998969,0.9989691,0,basic_no_format,3.0,assistant,243, week,1374,12,suca,4,58,243,186
244,assistant,0.9999683,0.9999683,0,basic_no_format,3.0,assistant,244,",",1375,12,suca,4,59,244,187
245,assistant,0.9992467,0.9992467,0,basic_no_format,3.0,assistant,245, keeping,1376,12,suca,4,60,245,188
246,assistant,0.9867604,0.9867604,0,basic_no_format,3.0,assistant,246, the,1377,12,suca,4,61,246,189
247,assistant,0.99717295,0.99717295,0,basic_no_format,3.0,assistant,247, soil,1378,12,suca,4,62,247,190
248,assistant,0.9996239,0.9996239,0,basic_no_format,3.0,assistant,248, consistently,1379,12,suca,4,63,248,191
249,assistant,0.999856,0.999856,0,basic_no_format,3.0,assistant,249, moist,1380,12,suca,4,64,249,192
250,assistant,0.99985474,0.9998547,0,basic_no_format,3.0,assistant,250, but,1381,12,suca,4,65,250,193
251,assistant,0.99973285,0.9997329,0,basic_no_format,3.0,assistant,251, not,1382,12,suca,4,66,251,194
252,assistant,0.9982753,0.9982753,0,basic_no_format,3.0,assistant,252, sog,1383,12,suca,4,67,252,195
253,assistant,0.9999844,0.9999844,0,basic_no_format,3.0,assistant,253,gy,1384,12,suca,4,68,253,196
254,assistant,0.999965,0.9999651,0,basic_no_format,3.0,assistant,254,.,1385,12,suca,4,69,254,197
255,assistant,0.99904233,0.99904233,0,basic_no_format,3.0,assistant,255, With,1386,12,suca,4,70,255,198
256,assistant,0.9925552,0.9925552,0,basic_no_format,3.0,assistant,256, heat,1387,12,suca,4,71,256,199
257,assistant,0.9780344,0.97803444,0,basic_no_format,3.0,assistant,257,",",1388,12,suca,4,72,257,200
258,assistant,0.6144446,0.6144446,0,basic_no_format,3.0,assistant,258, you,1389,12,suca,4,73,258,201
259,assistant,0.99968934,0.99968934,0,basic_no_format,3.0,assistant,259,’ll,1390,12,suca,4,74,259,202
260,assistant,0.9991648,0.9991648,0,basic_no_format,3.0,assistant,260, need,1391,12,suca,4,75,260,203
261,assistant,0.98308885,0.9830889,0,basic_no_format,3.0,assistant,261, to,1392,12,suca,4,76,261,204
262,assistant,0.9910087,0.9910087,0,basic_no_format,3.0,assistant,262, water,1393,12,suca,4,77,262,205
263,assistant,0.99941313,0.99941313,0,basic_no_format,3.0,assistant,263, more,1394,12,suca,4,78,263,206
264,assistant,0.99985534,0.9998554,0,basic_no_format,3.0,assistant,264, often,1395,12,suca,4,79,264,207
265,assistant,0.99893504,0.99893504,0,basic_no_format,3.0,assistant,265, (,1396,12,suca,4,80,265,208
266,assistant,0.9996294,0.9996294,0,basic_no_format,3.0,assistant,266,daily,1397,12,suca,4,81,266,209
267,assistant,0.9996352,0.9996352,0,basic_no_format,3.0,assistant,267, or,1398,12,suca,4,82,267,210
268,assistant,0.94361454,0.94361454,0,basic_no_format,3.0,assistant,268, every,1399,12,suca,4,83,268,211
269,assistant,0.99560934,0.99560934,0,basic_no_format,3.0,assistant,269, other,1400,12,suca,4,84,269,212
270,assistant,0.998637,0.998637,0,basic_no_format,3.0,assistant,270, day,1401,12,suca,4,85,270,213
271,assistant,0.999979,0.999979,0,basic_no_format,3.0,assistant,271,).,1402,12,suca,4,86,271,214
272,assistant,0.9998945,0.9998945,0,basic_no_format,3.0,assistant,272,"  
",1403,12,suca,4,87,272,215
273,assistant,0.99854594,0.9985459,0,basic_no_format,3.0,assistant,273,-,1404,12,suca,4,88,273,216
274,assistant,0.99989206,0.9998921,0,basic_no_format,3.0,assistant,274, **,1405,12,suca,4,89,274,217
275,assistant,0.9912218,0.9912218,0,basic_no_format,3.0,assistant,275,F,1406,12,suca,4,90,275,218
276,assistant,0.99970454,0.99970454,0,basic_no_format,3.0,assistant,276,ertil,1407,12,suca,4,91,276,219
277,assistant,0.9999981,0.9999981,0,basic_no_format,3.0,assistant,277,izer,1408,12,suca,4,92,277,220
278,assistant,0.999964,0.999964,0,basic_no_format,3.0,assistant,278,:**,1409,12,suca,4,93,278,221
279,assistant,0.99904615,0.99904615,0,basic_no_format,3.0,assistant,279, Use,1410,12,suca,4,94,279,222
280,assistant,0.83669126,0.83669126,0,basic_no_format,3.0,assistant,280, a,1411,12,suca,4,95,280,223
281,assistant,0.98725104,0.98725104,0,basic_no_format,3.0,assistant,281, balanced,1412,12,suca,4,96,281,224
282,assistant,0.9972184,0.9972184,0,basic_no_format,3.0,assistant,282, (,1413,12,suca,4,97,282,225
283,assistant,0.9999326,0.9999325,0,basic_no_format,3.0,assistant,283,e,1414,12,suca,4,98,283,226
284,assistant,0.97586894,0.975869,0,basic_no_format,3.0,assistant,284,.g,1415,12,suca,4,99,284,227
285,assistant,0.9988035,0.9988035,0,basic_no_format,3.0,assistant,285,".,",1416,12,suca,4,100,285,228
286,assistant,0.96220976,0.96220976,0,basic_no_format,3.0,assistant,286, ,1417,12,suca,4,101,286,229
287,assistant,0.99891305,0.99891305,0,basic_no_format,3.0,assistant,287,10,1418,12,suca,4,102,287,230
288,assistant,0.99974984,0.99974984,0,basic_no_format,3.0,assistant,288,‑,1419,12,suca,4,103,288,231
289,assistant,0.9969703,0.9969703,0,basic_no_format,3.0,assistant,289,10,1420,12,suca,4,104,289,232
290,assistant,0.9859979,0.9859979,0,basic_no_format,3.0,assistant,290,‑,1421,12,suca,4,105,290,233
291,assistant,0.999611,0.9996111,0,basic_no_format,3.0,assistant,291,10,1422,12,suca,4,106,291,234
292,assistant,0.9997382,0.9997383,0,basic_no_format,3.0,assistant,292,),1423,12,suca,4,107,292,235
293,assistant,0.99964535,0.99964535,0,basic_no_format,3.0,assistant,293, or,1424,12,suca,4,108,293,236
294,assistant,0.94604075,0.9460407,0,basic_no_format,3.0,assistant,294, tomato,1425,12,suca,4,109,294,237
295,assistant,0.999622,0.999622,0,basic_no_format,3.0,assistant,295,‑,1426,12,suca,4,110,295,238
296,assistant,0.99996626,0.99996626,0,basic_no_format,3.0,assistant,296,specific,1427,12,suca,4,111,296,239
297,assistant,0.99876714,0.99876714,0,basic_no_format,3.0,assistant,297, fertilizer,1428,12,suca,4,112,297,240
298,assistant,0.99998224,0.99998224,0,basic_no_format,3.0,assistant,298,.,1429,12,suca,4,113,298,241
299,assistant,0.9998361,0.9998361,0,basic_no_format,3.0,assistant,299, Start,1430,12,suca,4,114,299,242
300,assistant,0.9998647,0.9998647,0,basic_no_format,3.0,assistant,300, with,1431,12,suca,4,115,300,243
301,assistant,0.9675953,0.9675953,0,basic_no_format,3.0,assistant,301, a,1432,12,suca,4,116,301,244
302,assistant,0.99361056,0.99361056,0,basic_no_format,3.0,assistant,302, light,1433,12,suca,4,117,302,245
303,assistant,0.997978,0.99797803,0,basic_no_format,3.0,assistant,303, feed,1434,12,suca,4,118,303,246
