prompt_key,base_message_type,target_role,n_tokens,mean_probability,subset,observed_percent
everything_in_user_tags,user,cot,97,0.042668565876288665,figures_20_21_22_first_160,4.266856587628866
everything_in_user_tags,user,system,97,0.0005702644329896908,figures_20_21_22_first_160,0.057026443298969075
everything_in_user_tags,user,user,97,0.7134002795876289,figures_20_21_22_first_160,71.34002795876289
proper_tags,assistant,assistant,320,0.9931850463749999,figures_20_21_22_first_160,99.3185046375
proper_tags,assistant,cot,320,0.00611061459375,figures_20_21_22_first_160,0.611061459375
proper_tags,assistant,system,320,0.0001455500625,figures_20_21_22_first_160,0.01455500625
proper_tags,assistant,user,320,0.0005587881875,figures_20_21_22_first_160,0.055878818749999996
proper_tags,cot,assistant,179,0.3358177084916201,figures_20_21_22_first_160,33.58177084916201
proper_tags,cot,cot,179,0.6402581993296089,figures_20_21_22_first_160,64.02581993296089
proper_tags,cot,system,179,0.00037246201117318434,figures_20_21_22_first_160,0.03724620111731843
proper_tags,cot,user,179,0.0235516330726257,figures_20_21_22_first_160,2.35516330726257
proper_tags,user,assistant,97,0.17860173649484537,figures_20_21_22_first_160,17.860173649484537
proper_tags,user,cot,97,0.022809629278350514,figures_20_21_22_first_160,2.2809629278350516
proper_tags,user,system,97,0.0008627147422680412,figures_20_21_22_first_160,0.08627147422680412
proper_tags,user,user,97,0.7977259226804123,figures_20_21_22_first_160,79.77259226804124
basic_no_format,assistant,assistant,240,0.981369925875,figure_7_matched_first_120,98.1369925875
basic_no_format,assistant,cot,240,0.014695672125,figure_7_matched_first_120,1.4695672124999999
basic_no_format,assistant,system,240,0.00048348125,figure_7_matched_first_120,0.048348125
basic_no_format,assistant,user,240,0.0034509237500000003,figure_7_matched_first_120,0.345092375
basic_no_format,cot,assistant,177,0.19934536694915256,figure_7_matched_first_120,19.934536694915256
basic_no_format,cot,cot,177,0.7177611150847457,figure_7_matched_first_120,71.77611150847457
basic_no_format,cot,system,177,0.000530176836158192,figure_7_matched_first_120,0.0530176836158192
basic_no_format,cot,user,177,0.08236333836158191,figure_7_matched_first_120,8.236333836158192
basic_no_format,user,assistant,95,0.24846941736842104,figure_7_matched_first_120,24.846941736842105
basic_no_format,user,cot,95,0.050164192315789474,figure_7_matched_first_120,5.016419231578947
basic_no_format,user,system,95,0.0011075155789473684,figure_7_matched_first_120,0.11075155789473684
basic_no_format,user,user,95,0.7002588728421053,figure_7_matched_first_120,70.02588728421053
everything_in_user_tags,assistant,assistant,240,0.9818052654166666,figure_7_matched_first_120,98.18052654166665
everything_in_user_tags,assistant,cot,240,0.014688891083333332,figure_7_matched_first_120,1.4688891083333333
everything_in_user_tags,assistant,system,240,0.00047794225,figure_7_matched_first_120,0.047794225
everything_in_user_tags,assistant,user,240,0.0030279042916666666,figure_7_matched_first_120,0.30279042916666665
everything_in_user_tags,cot,assistant,177,0.20040428745762714,figure_7_matched_first_120,20.040428745762714
everything_in_user_tags,cot,cot,177,0.7171598483050847,figure_7_matched_first_120,71.71598483050848
everything_in_user_tags,cot,system,177,0.0005045059887005649,figure_7_matched_first_120,0.05045059887005649
everything_in_user_tags,cot,user,177,0.08193135209039548,figure_7_matched_first_120,8.193135209039548
everything_in_user_tags,user,assistant,95,0.2380420567368421,figure_7_matched_first_120,23.80420567368421
everything_in_user_tags,user,cot,95,0.03714161842105263,figure_7_matched_first_120,3.714161842105263
everything_in_user_tags,user,system,95,0.0005797111578947368,figure_7_matched_first_120,0.05797111578947368
everything_in_user_tags,user,user,95,0.7242366121052631,figure_7_matched_first_120,72.42366121052632
proper_tags,assistant,assistant,240,0.9927213249166668,figure_7_matched_first_120,99.27213249166668
proper_tags,assistant,cot,240,0.00636999525,figure_7_matched_first_120,0.636999525
proper_tags,assistant,system,240,0.00018577679166666667,figure_7_matched_first_120,0.018577679166666666
proper_tags,assistant,user,240,0.000722898125,figure_7_matched_first_120,0.0722898125
proper_tags,cot,assistant,177,0.3325112902824859,figure_7_matched_first_120,33.25112902824859
proper_tags,cot,cot,177,0.6432942879096045,figure_7_matched_first_120,64.32942879096045
proper_tags,cot,system,177,0.00037667062146892657,figure_7_matched_first_120,0.03766706214689266
proper_tags,cot,user,177,0.023817753220338984,figure_7_matched_first_120,2.3817753220338984
proper_tags,user,assistant,95,0.17189167905263159,figure_7_matched_first_120,17.189167905263158
proper_tags,user,cot,95,0.022310561473684213,figure_7_matched_first_120,2.231056147368421
proper_tags,user,system,95,0.0008693508421052632,figure_7_matched_first_120,0.08693508421052631
proper_tags,user,user,95,0.8049284098947368,figure_7_matched_first_120,80.49284098947368
