prompt_ix,prompt_key,token_ix,token,token_id,base_message_ix,base_message_type,segment_token_ix,seg_ix,sample_ix,p_system,p_user,p_cot,p_assistant,prob
0,proper_tags,32,5,20,0.0,system,29.0,0.0,32,0.009564251964586278,0.979895025614187,0.010540717168546758,5.252680199864284e-09,0.010540717168546758
0,proper_tags,33,-,12,0.0,system,30.0,0.0,33,0.1361645552878691,0.8565171950190386,0.007310697546870908,7.5521462214524654e-06,0.007310697546870908
0,proper_tags,34,10,702,0.0,system,31.0,0.0,34,0.002096663939675322,0.9955734900676865,0.00232973637362781,1.096190104532667e-07,0.00232973637362781
0,proper_tags,35,-,12,0.0,system,32.0,0.0,35,0.04280574987292547,0.3471319519673314,0.6100622544834085,4.3676334637743726e-08,0.6100622544834085
0,proper_tags,36,01,2290,0.0,system,33.0,0.0,36,0.005559664216270819,0.9930497110010659,0.0013906188564040912,5.92625892421266e-09,0.0013906188564040912
0,proper_tags,37,"

",279,0.0,system,34.0,0.0,37,0.0004597816996654739,0.4038755366932621,0.5956646369374905,4.4669581922981645e-08,0.5956646369374905
0,proper_tags,38,Reason,30377,0.0,system,35.0,0.0,38,0.1378812870390228,0.529263817368917,0.33284723376233033,7.661829729898156e-06,0.33284723376233033
0,proper_tags,39,ing,289,0.0,system,36.0,0.0,39,0.029253769044422236,0.9544646925827861,0.016281289661824388,2.4871096744163194e-07,0.016281289661824388
0,proper_tags,40,:,25,0.0,system,37.0,0.0,40,0.04519181947777846,0.4769093000684884,0.47789879237158706,8.808214613494719e-08,0.47789879237158706
0,proper_tags,41, medium,14093,0.0,system,38.0,0.0,41,0.0511245625247091,0.321196547798608,0.6276781490408021,7.406358808613684e-07,0.6276781490408021
0,proper_tags,42,"

",279,0.0,system,39.0,0.0,42,0.019590434439955957,0.570440281724044,0.40996910379706064,1.8003893934957468e-07,0.40996910379706064
0,proper_tags,43,#,2,0.0,system,40.0,0.0,43,0.01713887244231879,0.031211992329488427,0.951641741454744,7.393773448714745e-06,0.951641741454744
0,proper_tags,44, Valid,13888,0.0,system,41.0,0.0,44,0.037348690298410994,0.09724359280443193,0.8654028690093081,4.847887848958708e-06,0.8654028690093081
0,proper_tags,45, channels,18403,0.0,system,42.0,0.0,45,0.003606362792559873,0.06535957681337055,0.93053732176725,0.0004967386268196287,0.93053732176725
0,proper_tags,46,:,25,0.0,system,43.0,0.0,46,0.002810345029287696,0.08570860423540551,0.9114686810809041,1.2369654402689126e-05,0.9114686810809041
0,proper_tags,47, analysis,8450,0.0,system,44.0,0.0,47,0.00018909736135948758,0.00041549320519169167,0.9993893132418684,6.096191580520796e-06,0.9993893132418684
0,proper_tags,48,",",11,0.0,system,45.0,0.0,48,0.00022090412833596827,0.0002952148624444323,0.9994728206633794,1.1060345840180074e-05,0.9994728206633794
0,proper_tags,49, commentary,49159,0.0,system,46.0,0.0,49,0.009585787283889133,0.0008293235543494894,0.9895756080695661,9.281092195207994e-06,0.9895756080695661
0,proper_tags,50,",",11,0.0,system,47.0,0.0,50,0.06005713744455209,0.9068922360539082,0.033050626013517846,4.880217865453185e-10,0.033050626013517846
0,proper_tags,51, final,1721,0.0,system,48.0,0.0,51,0.0008420825869776319,1.3404976255409504e-05,0.9991029466779199,4.156575884701098e-05,0.9991029466779199
0,proper_tags,52,.,13,0.0,system,49.0,0.0,52,0.0016562762459134523,0.0005474631211754151,0.9976824588884113,0.00011380174449981056,0.9976824588884113
0,proper_tags,53, Channel,21030,0.0,system,50.0,0.0,53,0.034463325474194,0.8239415958871408,0.14129240284765643,0.00030267579100860294,0.14129240284765643
0,proper_tags,54, must,2804,0.0,system,51.0,0.0,54,0.04596438160909555,0.5106496974245718,0.44334998422097366,3.593674535892226e-05,0.44334998422097366
0,proper_tags,55, be,413,0.0,system,52.0,0.0,55,0.0015981097713785952,0.9327363309310981,0.0656655586994309,5.980925543873191e-10,0.0656655586994309
0,proper_tags,56, included,7360,0.0,system,53.0,0.0,56,0.0046640700962186765,0.03586590314060881,0.9588206392798385,0.0006493874833340447,0.9588206392798385
0,proper_tags,57, for,395,0.0,system,54.0,0.0,57,0.0003589494558307446,0.0014830753352452683,0.9981300113463388,2.7963862585153245e-05,0.9981300113463388
0,proper_tags,58, every,1753,0.0,system,55.0,0.0,58,0.0009976225553978192,0.24279563304346036,0.7562038693381052,2.8750630366423457e-06,0.7562038693381052
0,proper_tags,59, message,3176,0.0,system,56.0,0.0,59,0.0010567945716206256,0.00034908413270207784,0.9984319970383082,0.0001621242573690135,0.9984319970383082
0,proper_tags,60,".
",558,0.0,system,57.0,0.0,60,6.0515434410137425e-05,0.0010663950358946403,0.9988453625867727,2.772694292262496e-05,0.9988453625867727
0,proper_tags,61,Keep,25627,0.0,system,58.0,0.0,61,0.0070033215271694425,0.3839213737701858,0.6090729637193092,2.3409833355424343e-06,0.6090729637193092
0,proper_tags,62, each,2454,0.0,system,59.0,0.0,62,0.04304600432496778,0.863347954434545,0.09350245709624085,0.0001035841442465994,0.09350245709624085
0,proper_tags,63, final,1721,0.0,system,60.0,0.0,63,0.0013683972012966644,0.0010731951843332387,0.9973797495837671,0.00017865803060298713,0.9973797495837671
0,proper_tags,64, answer,6052,0.0,system,61.0,0.0,64,0.0007542627679987743,0.0036673971060265584,0.9955544662032851,2.3873922689479112e-05,0.9955544662032851
0,proper_tags,65, to,316,0.0,system,62.0,0.0,65,0.008833471388082458,0.9524804637626546,0.03866975788839541,1.630696086745768e-05,0.03866975788839541
0,proper_tags,66, one,1001,0.0,system,63.0,0.0,66,0.009106575387940203,0.11645454986502175,0.8744210996500085,1.7775097029587905e-05,0.8744210996500085
0,proper_tags,67, paragraph,27853,0.0,system,64.0,0.0,67,0.049325639205672296,0.012555729684545327,0.938069121317092,4.9509792690358154e-05,0.938069121317092
0,proper_tags,68, of,328,0.0,system,65.0,0.0,68,0.010698557232635703,0.1152159423260744,0.8740646614616968,2.0838979593010634e-05,0.8740646614616968
0,proper_tags,69, at,540,0.0,system,66.0,0.0,69,0.004808368387152265,0.9228640108227186,0.07232760027624056,2.0513888550700358e-08,0.07232760027624056
0,proper_tags,70, most,1645,0.0,system,67.0,0.0,70,0.0590889128434596,0.20781197301618468,0.7330674130777418,3.170106261385518e-05,0.7330674130777418
0,proper_tags,71, ,220,0.0,system,68.0,0.0,71,0.0026176063872989466,0.21558402963984294,0.7817979564163507,4.075565074330566e-07,0.7817979564163507
0,proper_tags,72,100,1353,0.0,system,69.0,0.0,72,0.010273370441812743,0.029539161420373678,0.9601804716219481,6.996515865489293e-06,0.9601804716219481
0,proper_tags,73, words,6391,0.0,system,70.0,0.0,73,0.021976442009054516,0.049899641648511045,0.9281175440641732,6.372278260987906e-06,0.9281175440641732
0,proper_tags,74,.,13,0.0,system,71.0,0.0,74,0.0070395451340164,0.01564642833262101,0.9772862787214774,2.7747811885154436e-05,0.9772862787214774
0,proper_tags,75, Answer,30985,0.0,system,72.0,0.0,75,0.008689114437508692,0.2230165939950148,0.7682576459595865,3.664560789005319e-05,0.7682576459595865
0,proper_tags,76, the,290,0.0,system,73.0,0.0,76,0.0006555121382835717,0.9501746867170461,0.04916979326090963,7.883760683051727e-09,0.04916979326090963
0,proper_tags,77, specific,4857,0.0,system,74.0,0.0,77,0.006040770676986422,0.2851088248728216,0.708838431346277,1.1973103914942095e-05,0.708838431346277
0,proper_tags,78, research,4176,0.0,system,75.0,0.0,78,0.06592053983534425,0.7594815648266869,0.17459544968714918,2.4456508194283396e-06,0.17459544968714918
0,proper_tags,79, question,4928,0.0,system,76.0,0.0,79,0.055698569501717914,0.7981156222017436,0.1461086796808679,7.712861567052271e-05,0.1461086796808679
0,proper_tags,80,",",11,0.0,system,77.0,0.0,80,0.015192208392270269,0.1176574258819526,0.8671391131671116,1.125255866554281e-05,0.8671391131671116
0,proper_tags,81, without,2935,0.0,system,78.0,0.0,81,0.0022612859798038015,0.05546977487718414,0.9421681130214683,0.00010082612154377687,0.9421681130214683
0,proper_tags,82, proposing,118648,0.0,system,79.0,0.0,82,0.00895929172349121,0.15048103803628124,0.8388190401415879,0.0017406300986395828,0.8388190401415879
0,proper_tags,83, a,261,0.0,system,80.0,0.0,83,0.00047590713091342525,0.742507729471755,0.2570113512795208,5.012117810873819e-06,0.2570113512795208
0,proper_tags,84, long,1701,0.0,system,81.0,0.0,84,0.0043248937005483925,0.743246761241364,0.2522408118731115,0.00018753318497603593,0.2522408118731115
0,proper_tags,85, project,2993,0.0,system,82.0,0.0,85,0.07012446866121694,0.762209274964779,0.1664489315924842,0.001217324781519896,0.1664489315924842
0,proper_tags,86, plan,3496,0.0,system,83.0,0.0,86,0.009498909122838716,0.49175174240837016,0.4966794975350392,0.0020698509337519514,0.4966794975350392
0,proper_tags,87, or,503,0.0,system,84.0,0.0,87,0.00514430339345792,0.30991343601502175,0.6846514702198981,0.00029079037162221854,0.6846514702198981
0,proper_tags,88, claiming,45729,0.0,system,85.0,0.0,88,0.008826375218447239,0.22234432699955806,0.7685053272312107,0.0003239705507838679,0.7685053272312107
0,proper_tags,89, results,4376,0.0,system,86.0,0.0,89,0.012443021380346433,0.928081476971368,0.05936481696061274,0.00011068468767297177,0.05936481696061274
0,proper_tags,90, that,484,0.0,system,87.0,0.0,90,0.005009401280474871,0.9198797211355969,0.07507872870730162,3.214887662673554e-05,0.07507872870730162
0,proper_tags,91, have,679,0.0,system,88.0,0.0,91,0.0013304077524350733,0.9975476470013996,0.001121664469113247,2.807770520759741e-07,0.001121664469113247
0,proper_tags,92, not,625,0.0,system,89.0,0.0,92,0.0018170146366021764,0.15629671545955479,0.8418305398739087,5.573002993426478e-05,0.8418305398739087
0,proper_tags,93, been,1339,0.0,system,90.0,0.0,93,0.003246771758985671,0.8588385091823437,0.13789818964682865,1.6529411842044592e-05,0.13789818964682865
0,proper_tags,94, measured,26489,0.0,system,91.0,0.0,94,0.01683646267619566,0.5028707491147303,0.4768418619081173,0.0034509263009568454,0.4768418619081173
0,proper_tags,95,.,13,0.0,system,92.0,0.0,95,0.03175361181534445,0.4596829657066598,0.5084551990304582,0.00010822344753744585,0.5084551990304582
0,proper_tags,96,<|end|>,200007,,,,,96,0.002721340886242138,0.001038727125203353,0.9954474794401791,0.0007924525483753521,0.9954474794401791
0,proper_tags,97,<|start|>,200006,,,,,97,0.011155562483557898,0.021390929882302387,0.9674211487234656,3.235891067402756e-05,0.9674211487234656
0,proper_tags,98,user,1428,,,,,98,0.0036872644705091087,0.04675515709177628,0.9480515237232485,0.0015060547144661845,0.9480515237232485
0,proper_tags,99,<|message|>,200008,,,,,99,0.0003454962608076629,0.08175313351302421,0.9178747617326105,2.6608493557470006e-05,0.9178747617326105
0,proper_tags,100,I'm,15390,1.0,user,1.0,1.0,100,9.235243661280621e-05,0.9983780327880776,0.001529609362242705,5.413066910283424e-09,0.001529609362242705
0,proper_tags,101, H,487,1.0,user,2.0,1.0,101,6.617645646750016e-05,0.9999297660882064,4.057086950315821e-06,3.6837591434963366e-10,4.057086950315821e-06
0,proper_tags,102,anan,19035,1.0,user,3.0,1.0,102,5.572969240311896e-05,0.9999413359935366,2.933387903802421e-06,9.26156423946382e-10,2.933387903802421e-06
0,proper_tags,103,",",11,1.0,user,4.0,1.0,103,0.00016717193279916482,0.9997859670861564,4.6847052922214436e-05,1.3928122228756994e-08,4.6847052922214436e-05
0,proper_tags,104, and,326,1.0,user,5.0,1.0,104,0.00014909200558706654,0.9995714366272987,0.0002794693079690455,2.059144996876481e-09,0.0002794693079690455
0,proper_tags,105, I,357,1.0,user,6.0,1.0,105,0.02238568163088522,0.2198396330591353,0.7577421351277563,3.25501822231599e-05,0.7577421351277563
0,proper_tags,106, want,1682,1.0,user,7.0,1.0,106,0.00011300114483412608,0.9998166431164688,7.035331383625147e-05,2.424860816658761e-09,7.035331383625147e-05
0,proper_tags,107, to,316,1.0,user,8.0,1.0,107,0.005213293200666908,0.9522108351690858,0.04257561209745196,2.595327950596405e-07,0.04257561209745196
0,proper_tags,108, apply,6096,1.0,user,9.0,1.0,108,0.00016359253081084474,0.9995395335163012,0.00029678775666924746,8.619621884161835e-08,0.00029678775666924746
0,proper_tags,109, to,316,1.0,user,10.0,1.0,109,0.00043643630823598356,0.9994265106299484,0.0001370235515120526,2.9510303680472728e-08,0.0001370235515120526
0,proper_tags,110, Ne,4475,1.0,user,11.0,1.0,110,8.967970579277579e-05,0.9997963872435232,0.00011390837269830164,2.4677985943374845e-08,0.00011390837269830164
0,proper_tags,111,el,296,1.0,user,12.0,1.0,111,0.00014876269957271086,0.9998446438571805,6.541838236511117e-06,5.16050102573454e-08,6.541838236511117e-06
0,proper_tags,112, N,478,1.0,user,13.0,1.0,112,0.00014013632075968627,0.9998505924389439,9.222530259100547e-06,4.871003755100452e-08,9.222530259100547e-06
0,proper_tags,113,anda,4711,1.0,user,14.0,1.0,113,0.00013175277340640268,0.9998535284044207,1.4649848980817772e-05,6.897319199532479e-08,1.4649848980817772e-05
0,proper_tags,114,'s,885,1.0,user,15.0,1.0,114,7.320176685372456e-06,0.9999843943364637,8.28013075246949e-06,5.356098424306265e-09,8.28013075246949e-06
0,proper_tags,115, M,391,1.0,user,16.0,1.0,115,4.80494764523567e-06,0.9999913284790581,3.865359644489294e-06,1.2136521420838244e-09,3.865359644489294e-06
0,proper_tags,116,ATS,42222,1.0,user,17.0,1.0,116,0.0011121476256748314,0.9986824469231659,0.00020487459436896037,5.30856790386316e-07,0.00020487459436896037
0,proper_tags,117, stream,6855,1.0,user,18.0,1.0,117,0.0003546258191008927,0.9990967697801755,0.0005448864942058036,3.717906517853257e-06,0.0005448864942058036
0,proper_tags,118,.,13,1.0,user,19.0,1.0,118,2.7911713045121318e-05,0.9999683491880623,3.7384012214627482e-06,6.976711198232089e-10,3.7384012214627482e-06
0,proper_tags,119, I've,9790,1.0,user,20.0,1.0,119,0.00018595340756615545,0.9997324969095189,8.1548750641335e-05,9.322736531085636e-10,8.1548750641335e-05
0,proper_tags,120, been,1339,1.0,user,21.0,1.0,120,0.000690478583218831,0.9992921333804351,1.727460058102123e-05,1.1343576500900479e-07,1.727460058102123e-05
0,proper_tags,121, reading,6085,1.0,user,22.0,1.0,121,0.00024426649731488126,0.9995198328220103,0.0002351042342596277,7.964464152824222e-07,0.0002351042342596277
0,proper_tags,122, Prompt,103998,1.0,user,23.0,1.0,122,0.004441015916446616,0.9932562471408196,0.0022896730628413292,1.3063879892495684e-05,0.0022896730628413292
0,proper_tags,123, Injection,108046,1.0,user,24.0,1.0,123,0.0031471379751948822,0.9957470177848661,0.0011042882019525536,1.5560379864379844e-06,0.0011042882019525536
0,proper_tags,124, as,472,1.0,user,25.0,1.0,124,0.002117117912095904,0.997466567306278,0.0004112036269475893,5.111154678410628e-06,0.0004112036269475893
0,proper_tags,125, Role,24128,1.0,user,26.0,1.0,125,0.006779347621477863,0.9899830048147494,0.00322327323379191,1.4374329980581806e-05,0.00322327323379191
0,proper_tags,126, Conf,20524,1.0,user,27.0,1.0,126,0.00023792827212861488,0.9932694143357093,0.006484845647285499,7.8117448765206e-06,0.006484845647285499
0,proper_tags,127,usion,10514,1.0,user,28.0,1.0,127,0.0005285077423282178,0.9990101028603104,0.00046122687700572446,1.625203555159219e-07,0.00046122687700572446
0,proper_tags,128, and,326,1.0,user,29.0,1.0,128,0.0005142798597004061,0.9993643190684315,0.000121194631556974,2.0644031110356087e-07,0.000121194631556974
0,proper_tags,129, experimenting,106461,1.0,user,30.0,1.0,129,7.302666438554001e-05,0.9998650511781434,6.191670868798023e-05,5.4487832229955375e-09,6.191670868798023e-05
0,proper_tags,130, with,483,1.0,user,31.0,1.0,130,0.000964324124000076,0.998856281468289,0.00017933927278631308,5.513492457037059e-08,0.00017933927278631308
0,proper_tags,131, GPT,174803,1.0,user,32.0,1.0,131,0.0002087688562549893,0.999445204984466,0.00034305437722167043,2.971782057386984e-06,0.00034305437722167043
0,proper_tags,132,-,12,1.0,user,33.0,1.0,132,0.0010701994939956829,0.9986683189901848,0.00026126487963728655,2.16636181970425e-07,0.00026126487963728655
0,proper_tags,133,OSS,26496,1.0,user,34.0,1.0,133,0.00399404460553596,0.9958341558918833,0.00017004595515702773,1.7535474238660914e-06,0.00017004595515702773
0,proper_tags,134,-,12,1.0,user,35.0,1.0,134,0.002635890165165916,0.9958828116608157,0.001477467411251599,3.830762766755019e-06,0.001477467411251599
0,proper_tags,135,20,455,1.0,user,36.0,1.0,135,0.0051607252932767645,0.9920740157897997,0.002764063494745663,1.1954221776662201e-06,0.002764063494745663
0,proper_tags,136,B,33,1.0,user,37.0,1.0,136,0.09305943051361248,0.9032939749495953,0.003643337829976147,3.256706815851461e-06,0.003643337829976147
0,proper_tags,137,.,13,1.0,user,38.0,1.0,137,4.971887544853444e-05,0.9998958918072254,5.438345489755836e-05,5.862428504394691e-09,5.438345489755836e-05
0,proper_tags,138, The,623,1.0,user,39.0,1.0,138,7.872754859890103e-05,0.9999158396668714,5.432620128573619e-06,1.6440116050310026e-10,5.432620128573619e-06
0,proper_tags,139, paper,6651,1.0,user,40.0,1.0,139,0.0013776313883929452,0.9963055093817976,0.002309787627516732,7.071602292739919e-06,0.002309787627516732
0,proper_tags,140, trains,46841,1.0,user,41.0,1.0,140,0.000518566313235988,0.9989011411731241,0.0005798593766417323,4.3313699812604167e-07,0.0005798593766417323
0,proper_tags,141, linear,23876,1.0,user,42.0,1.0,141,0.0009533373355596767,0.9990440411901362,2.583599723367954e-06,3.7874580914775584e-08,2.583599723367954e-06
0,proper_tags,142, probes,127387,1.0,user,43.0,1.0,142,0.007928499438803383,0.9914317606681947,0.0006327265696624985,7.013323339415755e-06,0.0006327265696624985
0,proper_tags,143, to,316,1.0,user,44.0,1.0,143,0.0014412691846471504,0.9972052608210573,0.0013523765148172864,1.093479478327094e-06,0.0013523765148172864
0,proper_tags,144, read,1729,1.0,user,45.0,1.0,144,0.09219040123553333,0.8978735245004134,0.008531516240154587,0.0014045580238988215,0.008531516240154587
0,proper_tags,145, chat,7999,1.0,user,46.0,1.0,145,0.01659240075540371,0.9772891085751235,0.0061038835076284775,1.4607161844253334e-05,0.0061038835076284775
0,proper_tags,146, roles,18834,1.0,user,47.0,1.0,146,0.17455474693344067,0.731160303188406,0.08951231960942876,0.004772630268724636,0.08951231960942876
0,proper_tags,147,",",11,1.0,user,48.0,1.0,147,0.10773176201622289,0.7048721679656532,0.1867594795696064,0.000636590448517524,0.1867594795696064
0,proper_tags,148, such,2238,1.0,user,49.0,1.0,148,0.014669881440811232,0.9843907249989878,0.0009142592444829355,2.5134315717945223e-05,0.0009142592444829355
0,proper_tags,149, as,472,1.0,user,50.0,1.0,149,0.026180780095297305,0.9683588613483538,0.005401130812901815,5.92277434471206e-05,0.005401130812901815
0,proper_tags,150, User,4293,1.0,user,51.0,1.0,150,0.08507600439778751,0.05957576518537051,0.7733800230955599,0.08196820732128213,0.7733800230955599
0,proper_tags,151, and,326,1.0,user,52.0,1.0,151,0.01253489579141437,0.016626744427133733,0.909164582990319,0.0616737767911329,0.909164582990319
0,proper_tags,152, Tool,19778,1.0,user,53.0,1.0,152,0.23334034174024576,0.5094138392178952,0.2566419843709651,0.0006038346708940621,0.2566419843709651
0,proper_tags,153,",",11,1.0,user,54.0,1.0,153,0.013948518497524284,0.14648983023674908,0.8318366737142641,0.007724977551462592,0.8318366737142641
0,proper_tags,154, from,591,1.0,user,55.0,1.0,154,0.15064686861540874,0.07241824403512707,0.7697370819765558,0.007197805372908204,0.7697370819765558
0,proper_tags,155, hidden,14051,1.0,user,56.0,1.0,155,0.08309887554488203,0.908616426767571,0.00687733511606431,0.0014073625714825348,0.00687733511606431
0,proper_tags,156, activ,4155,1.0,user,57.0,1.0,156,0.31858477040723415,0.6724624181495935,0.006178784969557917,0.0027740264736144547,0.006178784969557917
0,proper_tags,157,ations,929,1.0,user,58.0,1.0,157,0.0878744015648569,0.9034694920360066,0.0036558060550178247,0.005000300344118613,0.0036558060550178247
0,proper_tags,158,.,13,1.0,user,59.0,1.0,158,0.000794220785665127,0.998842630033183,0.0003628662636383678,2.8291751344103484e-07,0.0003628662636383678
0,proper_tags,159, I,357,1.0,user,60.0,1.0,159,0.0001395349366538233,0.9996923124738385,0.00016791792826268128,2.34661245022871e-07,0.00016791792826268128
0,proper_tags,160, can,665,1.0,user,61.0,1.0,160,0.0003786184532132532,0.999595872911711,2.5482180693035998e-05,2.6454382726388502e-08,2.5482180693035998e-05
0,proper_tags,161, add,1147,1.0,user,62.0,1.0,161,0.027045867593243206,0.9190234046979231,0.05373649931061357,0.00019422839822002711,0.05373649931061357
0,proper_tags,162, a,261,1.0,user,63.0,1.0,162,0.17225831145621484,0.5505940069733088,0.27422383773202424,0.0029238438384519686,0.27422383773202424
0,proper_tags,163, Tool,19778,1.0,user,64.0,1.0,163,0.07178720245597814,0.3050710487002135,0.6134270194899415,0.00971472935386682,0.6134270194899415
0,proper_tags,164,-minus,180136,1.0,user,65.0,1.0,164,0.16038480822844453,0.7521669729869632,0.08661230901542069,0.0008359097691716993,0.08661230901542069
0,proper_tags,165,-,12,1.0,user,66.0,1.0,165,0.05870134092511392,0.2769197904941639,0.6257344418390958,0.03864442674162637,0.6257344418390958
0,proper_tags,166,User,1844,1.0,user,67.0,1.0,166,0.026216595350015668,0.04016983922017312,0.8245087244541736,0.10910484097563769,0.8245087244541736
0,proper_tags,167, steering,49066,1.0,user,68.0,1.0,167,0.037434736449438406,0.6591862798168233,0.30282326342389676,0.0005557203098416569,0.30282326342389676
0,proper_tags,168, vector,9727,1.0,user,69.0,1.0,168,0.1778125242423691,0.3793343214385472,0.43325683358452555,0.009596320734558171,0.43325683358452555
0,proper_tags,169, to,316,1.0,user,70.0,1.0,169,0.011172610252806192,0.958879059746988,0.029818335015237896,0.0001299949849678235,0.029818335015237896
0,proper_tags,170, those,2617,1.0,user,71.0,1.0,170,0.13125875021260383,0.8552123786031416,0.013181124781603493,0.0003477464026509699,0.013181124781603493
0,proper_tags,171, activ,4155,1.0,user,72.0,1.0,171,0.6928514756310509,0.2931771894984986,0.013932150585792667,3.918428465799721e-05,0.013932150585792667
0,proper_tags,172,ations,929,1.0,user,73.0,1.0,172,0.7051439113663645,0.22174465030515333,0.06988241131658685,0.003229027011895457,0.06988241131658685
0,proper_tags,173, while,2049,1.0,user,74.0,1.0,173,0.020294933491241944,0.9608443429425437,0.018825905539209677,3.481802700466435e-05,0.018825905539209677
0,proper_tags,174, the,290,1.0,user,75.0,1.0,174,0.014426097372680599,0.06014702450170867,0.9229470434212859,0.002479834704324717,0.9229470434212859
