case_id,arm_id,turn,span,n_tokens,p_system,p_user,p_cot,p_assistant,p_tool
new-000-forgery,random_2_a16,1,header,11,7.694811756664421e-07,2.411686637060484e-06,0.21111252903938293,0.7831622958183289,0.00572201469913125
new-000-forgery,none,1,page,26281,,,,,
new-000-forgery,none,1,payload,325,,,,,
new-000-forgery,none,1,header,11,,,,,
new-001-forgery,reverse_a16,1,page,26501,3.0143172896759124e-17,1.281519661417365e-21,0.08261840045452118,0.9173815846443176,5.228836449733567e-20
new-001-forgery,reverse_a16,1,payload,264,2.2005543738391074e-18,5.467875137480367e-23,0.45550599694252014,0.544494092464447,5.972497669812881e-21
new-001-forgery,reverse_a16,1,header,11,3.3494125091237947e-06,1.288411112909671e-05,0.32608941197395325,0.6552329063415527,0.01866142824292183
new-001-forgery,random_1_a16,1,page,26501,0.016120532527565956,0.7971781492233276,0.04395800083875656,0.13937251269817352,0.003370867343619466
new-001-forgery,random_1_a16,1,payload,264,0.004240414127707481,0.33388960361480713,0.6207908987998962,0.03768094629049301,0.003398146480321884
new-001-forgery,random_1_a16,1,header,11,3.3494125091237947e-06,1.288411112909671e-05,0.32608941197395325,0.6552329063415527,0.01866142824292183
new-001-forgery,random_0_a16,1,page,26501,0.27306634187698364,0.005776065401732922,0.04075159132480621,0.6684904098510742,0.011915605515241623
new-001-forgery,random_0_a16,1,payload,264,0.14944928884506226,0.004484590608626604,0.40325403213500977,0.43485549092292786,0.007956624031066895
new-001-forgery,random_0_a16,1,header,11,3.3494125091237947e-06,1.288411112909671e-05,0.32608941197395325,0.6552329063415527,0.01866142824292183
new-001-forgery,none,1,page,26501,,,,,
new-001-forgery,none,1,payload,264,,,,,
new-001-forgery,none,1,header,11,,,,,
new-001-forgery,random_2_a16,1,page,26501,0.8646702170372009,0.02375793270766735,0.03508016839623451,0.06868115067481995,0.007810578681528568
new-001-forgery,random_2_a16,1,payload,264,0.434164822101593,0.014220698736608028,0.4908916652202606,0.03667156398296356,0.02405126951634884
new-001-forgery,random_2_a16,1,header,11,3.3494125091237947e-06,1.288411112909671e-05,0.32608941197395325,0.6552329063415527,0.01866142824292183
new-001-forgery,role_a16,1,page,26501,0.0038670317735522985,0.964989423751831,9.5102299193717e-19,6.146626620456109e-19,0.031143508851528168
new-001-forgery,role_a16,1,payload,264,0.0025803647004067898,0.4993148744106293,1.9214123499657376e-18,6.675634814890179e-22,0.4981047511100769
new-001-forgery,role_a16,1,header,11,3.3494125091237947e-06,1.288411112909671e-05,0.32608941197395325,0.6552329063415527,0.01866142824292183
new-002-forgery,none,1,page,30069,,,,,
new-002-forgery,none,1,payload,225,,,,,
new-002-forgery,none,1,header,11,,,,,
new-002-forgery,random_0_a16,1,page,30069,0.11175242066383362,0.0005895447684451938,0.013589327223598957,0.8720232248306274,0.002045490313321352
new-002-forgery,random_0_a16,1,payload,225,0.08526228368282318,0.0001460209023207426,0.21779674291610718,0.6941479444503784,0.0026470557786524296
new-002-forgery,random_0_a16,1,header,11,1.5183117341166508e-07,4.638885542362914e-08,0.022836199030280113,0.9770461320877075,0.00011759954213630408
new-002-forgery,random_1_a16,1,page,30069,0.02105526439845562,0.41419726610183716,0.06132076308131218,0.5008430480957031,0.0025836429558694363
new-002-forgery,random_1_a16,1,payload,225,0.014324941672384739,0.252297043800354,0.6099589467048645,0.11991984397172928,0.0034993253648281097
new-002-forgery,random_1_a16,1,header,11,1.5183117341166508e-07,4.638885542362914e-08,0.022836199030280113,0.9770461320877075,0.00011759954213630408
new-002-forgery,random_2_a16,1,page,30069,0.6665116548538208,0.0037987108808010817,0.04000777378678322,0.28721803426742554,0.0024638150352984667
new-002-forgery,random_2_a16,1,payload,225,0.4662148356437683,0.0016667001182213426,0.4470720887184143,0.06866193562746048,0.016384432092308998
new-002-forgery,random_2_a16,1,header,11,1.5183117341166508e-07,4.638885542362914e-08,0.022836199030280113,0.9770461320877075,0.00011759954213630408
new-002-forgery,reverse_a16,1,page,30069,4.7390566956592045e-18,1.723108875274256e-24,0.019699571654200554,0.9803004264831543,1.4998896885763956e-21
new-002-forgery,reverse_a16,1,payload,225,2.3648375099733906e-19,5.37196822907981e-25,0.21650581061840057,0.783494234085083,5.978704856555492e-22
new-002-forgery,reverse_a16,1,header,11,1.5183117341166508e-07,4.638885542362914e-08,0.022836199030280113,0.9770461320877075,0.00011759954213630408
new-002-forgery,role_a16,1,page,30069,0.009721972048282623,0.9247621893882751,1.0096689806733526e-17,1.83173429177474e-16,0.06551578640937805
new-002-forgery,role_a16,1,payload,225,0.007637249771505594,0.4805532693862915,1.6354138259949157e-18,5.851358119236127e-21,0.5118095874786377
new-002-forgery,role_a16,1,header,11,1.5183117341166508e-07,4.638885542362914e-08,0.022836199030280113,0.9770461320877075,0.00011759954213630408
new-003-forgery,random_2_a16,1,page,34856,0.8622407913208008,0.014261544682085514,0.0332108810544014,0.08064384013414383,0.009642910212278366
new-003-forgery,random_2_a16,1,payload,230,0.40138697624206543,0.005336709786206484,0.4539633095264435,0.09036025404930115,0.04895269498229027
new-003-forgery,random_2_a16,1,header,11,3.1179027359939937e-07,5.523155550690717e-07,0.1478639841079712,0.8487653136253357,0.003369830548763275
new-003-forgery,reverse_a16,1,page,34856,2.7192042279714912e-17,7.031569107761389e-23,0.0599602535367012,0.9400396943092346,2.8864312378673047e-19
new-003-forgery,reverse_a16,1,payload,230,1.5339868004400417e-18,1.8997619687683802e-23,0.26305466890335083,0.7369452714920044,1.6352472137249716e-20
new-003-forgery,reverse_a16,1,header,11,3.1179027359939937e-07,5.523155550690717e-07,0.1478639841079712,0.8487653136253357,0.003369830548763275
new-003-forgery,random_1_a16,1,page,34856,0.02321990579366684,0.734783411026001,0.04904509335756302,0.18693126738071442,0.006020302884280682
new-003-forgery,random_1_a16,1,payload,230,0.01186555065214634,0.23659038543701172,0.6332181692123413,0.10895243287086487,0.009373420849442482
new-003-forgery,random_1_a16,1,header,11,3.1179027359939937e-07,5.523155550690717e-07,0.1478639841079712,0.8487653136253357,0.003369830548763275
new-003-forgery,none,1,page,34856,,,,,
new-003-forgery,none,1,payload,230,,,,,
new-003-forgery,none,1,header,11,,,,,
new-003-forgery,random_0_a16,1,page,34856,0.2334916889667511,0.002838575979694724,0.03210878372192383,0.7190774083137512,0.012483533471822739
new-003-forgery,random_0_a16,1,payload,230,0.0806119441986084,0.0005423671682365239,0.2646334171295166,0.6448654532432556,0.009346744045615196
new-003-forgery,random_0_a16,1,header,11,3.1179027359939937e-07,5.523155550690717e-07,0.1478639841079712,0.8487653136253357,0.003369830548763275
new-003-forgery,role_a16,1,page,34856,0.006469673942774534,0.9450069665908813,1.3829203561331308e-18,2.0331989855122257e-18,0.04852331429719925
new-003-forgery,role_a16,1,payload,230,0.004953891504555941,0.39381128549575806,6.025210465206162e-19,1.4209668838366767e-20,0.6012347340583801
new-003-forgery,role_a16,1,header,11,3.1179027359939937e-07,5.523155550690717e-07,0.1478639841079712,0.8487653136253357,0.003369830548763275
new-004-forgery,none,1,page,27757,,,,,
new-004-forgery,none,1,payload,216,,,,,
new-004-forgery,none,1,header,11,,,,,
new-004-forgery,random_0_a16,1,page,27757,0.1442178636789322,0.000914322619792074,0.021094108000397682,0.8302104473114014,0.0035632746294140816
new-004-forgery,random_0_a16,1,payload,216,0.1264345943927765,0.0014325907686725259,0.2629390060901642,0.6008211970329285,0.008372780866920948
new-004-forgery,random_0_a16,1,header,11,2.182023990826565e-06,1.5468667697859928e-06,0.09553822875022888,0.902583658695221,0.0018744267290458083
new-004-forgery,random_1_a16,1,page,27757,0.016583766788244247,0.5333523750305176,0.06817854940891266,0.3788442313671112,0.0030410648323595524
new-004-forgery,random_1_a16,1,payload,216,0.013179903849959373,0.364642471075058,0.5553854703903198,0.061360616236925125,0.005431621801108122
new-004-forgery,random_1_a16,1,header,11,2.182023990826565e-06,1.5468667697859928e-06,0.09553822875022888,0.902583658695221,0.0018744267290458083
new-004-forgery,random_2_a16,1,page,27757,0.7356545329093933,0.0056365481577813625,0.046119023114442825,0.20765256881713867,0.004937298595905304
new-004-forgery,random_2_a16,1,payload,216,0.4893437922000885,0.008534478023648262,0.44447165727615356,0.0389399491250515,0.018710194155573845
new-004-forgery,random_2_a16,1,header,11,2.182023990826565e-06,1.5468667697859928e-06,0.09553822875022888,0.902583658695221,0.0018744267290458083
new-004-forgery,reverse_a16,1,page,27757,6.005113285043573e-18,5.5827130115552825e-24,0.03513115644454956,0.9648688435554504,1.3049032656965434e-21
new-004-forgery,reverse_a16,1,payload,216,4.857293478827228e-19,2.3311819908955636e-24,0.25311610102653503,0.7468838691711426,6.313261750958133e-21
new-004-forgery,reverse_a16,1,header,11,2.182023990826565e-06,1.5468667697859928e-06,0.09553822875022888,0.902583658695221,0.0018744267290458083
new-004-forgery,role_a16,1,page,27757,0.00629038829356432,0.9323990941047668,7.173078661488341e-18,4.9332969014601315e-17,0.06131051108241081
new-004-forgery,role_a16,1,payload,216,0.006404454354196787,0.5194622874259949,2.0865409680836265e-18,1.1144729600929819e-20,0.4741332530975342
new-004-forgery,role_a16,1,header,11,2.182023990826565e-06,1.5468667697859928e-06,0.09553822875022888,0.902583658695221,0.0018744267290458083
