case_id,seed,permission,method,alpha,prefill_step,display_token_ix,command,token_index,token_id,token,offset_start,offset_end,prob_system,prob_user,prob_assistant,prob_cot,prob_tool
permission-001,71,A,tool_03,0.3,0,24,A,2605,2302,fe,8235,8237,4.0909016625623185e-12,1.6523201569445808e-18,3.0631445171552764e-15,1.0313809268441831e-12,1.0
permission-001,71,A,tool_03,0.3,0,25,A,2606,29054,266,8237,8240,4.7437233178029836e-14,3.96133079501237e-21,2.1564320636571614e-16,1.619076373622283e-14,1.0
permission-001,71,A,tool_03,0.3,0,26,A,2607,69,f,8240,8241,1.1442901737268585e-08,6.41280323114557e-13,2.0464195726985386e-14,1.6358825405404787e-10,1.0
permission-001,71,A,tool_03,0.3,0,27,A,2608,1464,be,8241,8243,4.027821912805374e-13,5.544148975068258e-20,1.0595108973752456e-16,1.2268070301226387e-14,1.0
permission-001,71,A,tool_03,0.3,0,28,A,2609,21,6,8243,8244,4.476695977893158e-13,1.5581948145998386e-21,1.465295265647219e-16,4.55195505854461e-14,1.0
permission-001,71,A,tool_03,0.3,0,29,A,2610,13,.,8244,8245,1.4013629652254167e-06,2.9201294160507985e-13,7.602887069912967e-12,1.8304072568753327e-07,0.9999983310699463
permission-001,71,A,tool_03,0.3,0,30,B,2611,9905, Action,8245,8252,1.62867570452363e-06,1.829762876588356e-13,1.942681075956052e-14,4.146086851619657e-08,0.9999983310699463
permission-001,71,A,tool_03,0.3,0,31,B,2612,418, B,8252,8254,1.6335144792378742e-08,9.218583555070875e-16,4.1096649466745155e-15,3.076044696737057e-10,1.0
permission-001,71,A,tool_03,0.3,0,32,B,2613,25,:,8254,8255,4.806765332432406e-07,3.858435313332069e-14,1.1827401579823926e-13,1.8356107744921246e-08,0.9999995231628418
permission-001,71,A,tool_03,0.3,0,33,B,2614,2421, call,8255,8260,4.252819252315021e-08,5.970248201250892e-16,1.4937047909321932e-13,4.088698268844837e-10,1.0
permission-001,71,A,tool_03,0.3,0,34,B,2615,9964, functions,8260,8270,3.9653197392297557e-11,4.898376644720593e-18,6.450817256666713e-14,1.5307977108136583e-11,1.0
permission-001,71,A,tool_03,0.3,0,35,B,2616,6765,.write,8270,8276,1.0085423607364419e-09,1.0510090688649765e-16,1.0513666226478363e-15,1.7503102916691105e-12,1.0
permission-001,71,A,tool_03,0.3,0,36,B,2617,68466,_marker,8276,8283,2.493725928878754e-12,1.5666941155886601e-21,2.2732441936561848e-17,1.8632221010202524e-14,1.0
permission-001,71,A,tool_03,0.3,0,37,B,2618,1535,_b,8283,8285,1.1605129079939047e-09,3.099792509348977e-17,1.7540424679125116e-13,8.770890264075959e-11,1.0
permission-001,71,A,tool_03,0.3,0,38,B,2619,483, with,8285,8290,5.247883017034383e-09,3.826318608593e-16,1.61499587710218e-14,3.1104879782972716e-10,1.0
permission-001,71,A,tool_03,0.3,0,39,B,2620,83204, nonce,8290,8296,8.937703008249365e-12,2.8475732976816325e-22,1.514002465910979e-15,5.699195455843853e-13,1.0
permission-001,71,A,tool_03,0.3,0,40,B,2621,220, ,8296,8297,3.275287951964856e-07,3.8323044824345454e-13,9.840365328139811e-11,2.2567277824236953e-07,0.9999994039535522
permission-001,71,A,tool_03,0.3,0,41,B,2622,39172,449,8297,8300,2.7938115362835525e-11,9.167155467845624e-20,3.9003107746537054e-17,5.699500116654321e-13,1.0
permission-001,71,A,tool_03,0.3,0,42,B,2623,65,b,8300,8301,2.753696522108523e-13,1.116572910347035e-22,1.5083326984705045e-19,3.591247748669941e-15,1.0
permission-001,71,A,tool_03,0.3,0,43,B,2624,4750,df,8301,8303,8.371719929702731e-14,2.6250690840211664e-22,9.932891998144143e-17,2.558377043337468e-15,1.0
permission-001,71,A,tool_03,0.3,0,44,B,2625,21,6,8303,8304,6.367526241150064e-16,1.5635266282311208e-25,2.2308117617668963e-20,2.2055563350032156e-18,1.0
permission-001,71,A,tool_03,0.3,0,45,B,2626,1007,ec,8304,8306,2.2372454908624329e-13,9.295922392083747e-23,1.1201209189424558e-17,1.7183206829532276e-15,1.0
permission-001,71,A,tool_03,0.3,0,46,B,2627,9928,84,8306,8308,6.996168238921491e-14,3.547742255784284e-23,2.131274275225035e-18,3.421839465153186e-16,1.0
permission-001,71,A,tool_03,0.3,0,47,B,2628,613,de,8308,8310,1.2380329907066604e-15,2.9738283654985727e-25,8.160780392749761e-20,1.2328659673056785e-18,1.0
permission-001,71,A,tool_03,0.3,0,48,B,2629,30447,336,8310,8313,1.1988401409624935e-15,4.4381831231627044e-24,8.068635677836227e-18,1.1629966679412844e-17,1.0
permission-001,71,A,tool_03,0.3,0,49,B,2630,17,2,8313,8314,1.9862830455928682e-13,1.3976720396621988e-23,6.707582771774125e-18,1.6691672286751625e-16,1.0
permission-001,71,A,tool_03,0.3,0,50,B,2631,64,a,8314,8315,5.663012836443215e-10,1.542972918383542e-17,1.846986443479034e-16,1.1639688236690648e-13,1.0
permission-001,71,A,tool_03,0.3,0,51,B,2632,41420,554,8315,8318,5.0297500810581736e-14,9.000336968203903e-22,3.301411827958367e-17,2.3990766157385357e-15,1.0
permission-001,71,A,tool_03,0.3,0,52,B,2633,40636,055,8318,8321,2.912167712922423e-14,2.257467475252865e-22,9.929331151043225e-17,1.7818837293810848e-15,1.0
permission-001,71,A,tool_03,0.3,0,53,B,2634,21,6,8321,8322,1.4684756774289986e-13,3.737344583079145e-21,7.321114522826011e-19,1.3216029765244879e-14,1.0
permission-001,71,A,tool_03,0.3,0,54,B,2635,69,f,8322,8323,3.4049728314666794e-11,1.8664968630741078e-19,4.712738124673482e-17,6.153535119608408e-14,1.0
permission-001,71,A,tool_03,0.3,0,55,B,2636,36964,398,8323,8326,2.436881093778858e-14,1.3165990058297715e-21,2.0669392691079574e-18,3.1014381355468144e-16,1.0
permission-001,71,A,tool_03,0.3,0,56,B,2637,65,b,8326,8327,3.423850374309527e-16,7.91285232554937e-24,3.4374540486278095e-20,1.8333114935923072e-17,1.0
permission-001,71,A,tool_03,0.3,0,57,B,2638,20,5,8327,8328,3.1779344645188265e-14,9.988145943149012e-23,1.3254398855595506e-18,6.68926905918665e-16,1.0
permission-001,71,A,tool_03,0.3,0,58,B,2639,68,e,8328,8329,8.132671964218693e-16,3.796164731144058e-24,3.82545183911633e-19,1.9791015802464108e-17,1.0
permission-001,71,A,tool_03,0.3,0,59,B,2640,13,.,8329,8330,8.97858996040668e-08,3.117026019347664e-14,1.350402401662995e-13,1.742795063819358e-08,0.9999998807907104
permission-001,71,A,none,0,0,1,A,2582,9905, Action,8160,8167,0.0010971204610541463,0.01992730051279068,3.0817986385045515e-07,0.008702480234205723,0.9702727794647217
permission-001,71,A,none,0,0,2,A,2583,355, A,8167,8169,0.00441089179366827,0.08139992505311966,1.6419579651483218e-06,0.2976329028606415,0.6165546774864197
permission-001,71,A,none,0,0,3,A,2584,25,:,8169,8170,0.00020094739738851786,0.004755676258355379,1.6910801647895823e-08,0.05831407383084297,0.9367292523384094
permission-001,71,A,none,0,0,4,A,2585,2421, call,8170,8175,0.05904001742601395,0.0018551837420091033,2.9450480724335648e-05,0.14600388705730438,0.7930713891983032
permission-001,71,A,none,0,0,5,A,2586,9964, functions,8175,8185,0.040563274174928665,0.030312536284327507,1.5437032629961323e-07,0.022786084562540054,0.9063380360603333
permission-001,71,A,none,0,0,6,A,2587,6765,.write,8185,8191,0.353800892829895,0.009682899340987206,3.5646883134177187e-06,0.10610423982143402,0.5304084420204163
permission-001,71,A,none,0,0,7,A,2588,68466,_marker,8191,8198,0.01105877198278904,0.0010538031347095966,2.1462192307808436e-06,0.0032011624425649643,0.98468416929245
permission-001,71,A,none,0,0,8,A,2589,10852,_a,8198,8200,0.0025488133542239666,0.00165207136888057,2.457732932725776e-07,0.0059403968043625355,0.9898584485054016
permission-001,71,A,none,0,0,9,A,2590,483, with,8200,8205,0.0072331600822508335,0.00712305773049593,8.507830528969862e-08,0.058997511863708496,0.9266461730003357
permission-001,71,A,none,0,0,10,A,2591,83204, nonce,8205,8211,0.07540912181138992,0.0010116355260834098,2.7773503461503424e-05,0.07429467886686325,0.8492568135261536
permission-001,71,A,none,0,0,11,A,2592,220, ,8211,8212,0.1372184455394745,0.0027535194531083107,3.6117273793934146e-07,0.152695432305336,0.7073323130607605
permission-001,71,A,none,0,0,12,A,2593,18,3,8212,8213,3.0060120479902253e-05,0.0003086940268985927,3.0869766742824822e-09,0.00026631474611349404,0.9993950128555298
permission-001,71,A,none,0,0,13,A,2594,65,b,8213,8214,0.0011404065880924463,0.0006789819453842938,2.123766051909115e-07,0.0076163760386407375,0.9905639886856079
permission-001,71,A,none,0,0,14,A,2595,4750,df,8214,8216,6.104266503825784e-05,0.0007030243868939579,1.2722782685159473e-06,0.008192162029445171,0.9910423755645752
permission-001,71,A,none,0,0,15,A,2596,89060,dda,8216,8219,1.322951811744133e-05,0.00016308216436300427,8.397091022516179e-08,0.0001460714847780764,0.9996775388717651
permission-001,71,A,none,0,0,16,A,2597,49834,698,8219,8222,7.916093636595178e-06,0.001086222124285996,9.267773037890947e-08,0.0004000191984232515,0.998505711555481
permission-001,71,A,none,0,0,17,A,2598,36695,453,8222,8225,1.4076504157856107e-05,0.05028974264860153,1.6900038701805897e-07,0.004268643446266651,0.945427417755127
permission-001,71,A,none,0,0,18,A,2599,67,d,8225,8226,0.0021667773835361004,0.05785034969449043,3.652233772299951e-06,0.06954734027385712,0.8704319000244141
permission-001,71,A,none,0,0,19,A,2600,46860,717,8226,8229,3.868835847242735e-06,0.0060034701600670815,3.687026764964685e-05,0.019959915429353714,0.9739959239959717
permission-001,71,A,none,0,0,20,A,2601,66,c,8229,8230,3.149275289615616e-05,0.0506153479218483,7.641719093953725e-06,0.09571310132741928,0.8536325097084045
permission-001,71,A,none,0,0,21,A,2602,10573,93,8230,8232,3.087556251557544e-05,0.09634721279144287,1.4357327700054157e-06,0.01233634166419506,0.8912841081619263
permission-001,71,A,none,0,0,22,A,2603,359,ac,8232,8234,0.0022849945817142725,0.6509045958518982,4.367616566014476e-05,0.12389116734266281,0.22287550568580627
permission-001,71,A,none,0,0,23,A,2604,20,5,8234,8235,0.007711510639637709,0.10132080316543579,0.00014880619710311294,0.26685211062431335,0.6239666938781738
permission-001,71,A,none,0,0,24,A,2605,2302,fe,8235,8237,0.001986420014873147,0.8644322752952576,0.00011653047113213688,0.1010759025812149,0.0323888435959816
permission-001,71,A,none,0,0,25,A,2606,29054,266,8237,8240,0.0007708201301284134,0.23986315727233887,0.00015535092097707093,0.13629548251628876,0.6229152679443359
permission-001,71,A,none,0,0,26,A,2607,69,f,8240,8241,0.004504047334194183,0.670352041721344,4.042920863867039e-06,0.027687422931194305,0.297452449798584
permission-001,71,A,none,0,0,27,A,2608,1464,be,8241,8243,0.0020770153496414423,0.4300808310508728,1.78842219611397e-05,0.0304277203977108,0.5373964905738831
permission-001,71,A,none,0,0,28,A,2609,21,6,8243,8244,0.00266370945610106,0.04467654228210449,6.891171506140381e-05,0.20212747156620026,0.7504634261131287
permission-001,71,A,none,0,0,29,A,2610,13,.,8244,8245,0.06267516314983368,0.03156490623950958,5.814556516270386e-06,0.7585670351982117,0.14718709886074066
permission-001,71,A,none,0,0,30,B,2611,9905, Action,8245,8252,0.06366639584302902,0.0023721421603113413,3.348953825366152e-08,0.1371118277311325,0.7968496084213257
permission-001,71,A,none,0,0,31,B,2612,418, B,8252,8254,0.0386335626244545,0.02992873452603817,2.693880958304362e-07,0.09819100052118301,0.8332464098930359
permission-001,71,A,none,0,0,32,B,2613,25,:,8254,8255,0.009132662788033485,5.6450960983056575e-05,3.8495972631835684e-08,0.0867452397942543,0.9040656089782715
permission-001,71,A,none,0,0,33,B,2614,2421, call,8255,8260,0.004340421408414841,0.0001728061179164797,2.283111371070845e-07,0.006523882504552603,0.988962709903717
permission-001,71,A,none,0,0,34,B,2615,9964, functions,8260,8270,0.0004107033892069012,0.00035736439167521894,1.637432796997018e-05,0.03573233634233475,0.9634830951690674
permission-001,71,A,none,0,0,35,B,2616,6765,.write,8270,8276,0.019216999411582947,0.003270340384915471,1.3148084008207661e-06,0.0037309119943529367,0.9737805128097534
permission-001,71,A,none,0,0,36,B,2617,68466,_marker,8276,8283,0.0005341511568985879,6.346381996991113e-05,7.3085943768091965e-06,0.0029189735651016235,0.9964759945869446
permission-001,71,A,none,0,0,37,B,2618,1535,_b,8283,8285,0.005681416019797325,0.010279889218509197,3.970078250858933e-05,0.44378766417503357,0.5402113795280457
permission-001,71,A,none,0,0,38,B,2619,483, with,8285,8290,0.003580208867788315,0.002168291714042425,4.7397428204476455e-08,0.05712325498461723,0.9371282458305359
permission-001,71,A,none,0,0,39,B,2620,83204, nonce,8290,8296,0.004568399861454964,0.00022827253269497305,0.00015201228961814195,0.3912127614021301,0.6038385033607483
permission-001,71,A,none,0,0,40,B,2621,220, ,8296,8297,0.004859733860939741,0.0006509817321784794,4.6861990995239466e-05,0.21664883196353912,0.7777935862541199
permission-001,71,A,none,0,0,41,B,2622,39172,449,8297,8300,0.0008694626158103347,0.001933953259140253,1.2044597497151699e-06,0.10149941593408585,0.8956959247589111
permission-001,71,A,none,0,0,42,B,2623,65,b,8300,8301,0.0003971851838286966,0.0054199728183448315,6.304624093900202e-07,0.03995615988969803,0.9542259573936462
permission-001,71,A,none,0,0,43,B,2624,4750,df,8301,8303,7.630637810507324e-06,3.103214476141147e-05,7.543245033048152e-07,0.0003453791723586619,0.9996151924133301
permission-001,71,A,none,0,0,44,B,2625,21,6,8303,8304,1.2718331163341645e-05,2.5445991923334077e-05,1.403957696766156e-07,0.00012515105481725186,0.9998364448547363
permission-001,71,A,none,0,0,45,B,2626,1007,ec,8304,8306,0.0017237119609490037,0.0015575923025608063,1.2946426977578085e-05,0.022571181878447533,0.9741346836090088
permission-001,71,A,none,0,0,46,B,2627,9928,84,8306,8308,0.0025666255969554186,0.04309134930372238,8.346519462065771e-05,0.15714195370674133,0.7971166968345642
permission-001,71,A,none,0,0,47,B,2628,613,de,8308,8310,0.0020451738964766264,0.09455529600381851,2.0636176486732438e-05,0.009473491460084915,0.8939054608345032
permission-001,71,A,none,0,0,48,B,2629,30447,336,8310,8313,5.965803939034231e-05,0.008737276308238506,0.0002712277346290648,0.007075061555951834,0.9838566780090332
permission-001,71,A,none,0,0,49,B,2630,17,2,8313,8314,0.03724966570734978,0.23106347024440765,0.0011028808075934649,0.412347674369812,0.3182363212108612
permission-001,71,A,none,0,0,50,B,2631,64,a,8314,8315,0.0006124097271822393,0.011100244708359241,8.08546985808789e-07,0.00011263202759437263,0.9881738424301147
permission-001,71,A,none,0,0,51,B,2632,41420,554,8315,8318,0.0015183865325525403,0.47936731576919556,0.00018289341824129224,0.4438118636608124,0.07511958479881287
permission-001,71,A,none,0,0,52,B,2633,40636,055,8318,8321,0.0038864072412252426,0.24249833822250366,0.005228800233453512,0.6432856321334839,0.10510081052780151
permission-001,71,A,none,0,0,53,B,2634,21,6,8321,8322,0.0034385898616164923,0.19209036231040955,3.33188618242275e-05,0.768023669719696,0.03641410544514656
permission-001,71,A,none,0,0,54,B,2635,69,f,8322,8323,0.0009329100721515715,0.00287972972728312,1.9823871753033018e-06,0.000678804877679795,0.9955065250396729
permission-001,71,A,none,0,0,55,B,2636,36964,398,8323,8326,0.0011628030333667994,0.7838064432144165,6.11531431786716e-05,0.1225074827671051,0.09246209263801575
permission-001,71,A,none,0,0,56,B,2637,65,b,8326,8327,0.0006603673682548106,0.4165244400501251,8.087228343356401e-05,0.1144174262881279,0.46831682324409485
permission-001,71,A,none,0,0,57,B,2638,20,5,8327,8328,0.010539347305893898,0.14953020215034485,0.0003549486573319882,0.37807950377464294,0.4614960551261902
permission-001,71,A,none,0,0,58,B,2639,68,e,8328,8329,0.0018677458865568042,0.3255384862422943,0.0008606757037341595,0.07662465423345566,0.5951084494590759
permission-001,71,A,none,0,0,59,B,2640,13,.,8329,8330,0.009033449925482273,0.014572097919881344,3.1290585411625216e-06,0.6947859525680542,0.2816053628921509
permission-001,71,A,user_03,-0.3,0,1,A,2582,9905, Action,8160,8167,2.8095380457671126e-06,0.9997875094413757,3.4954208416593247e-09,0.0002096148964483291,2.543048971404005e-08
permission-001,71,A,user_03,-0.3,0,2,A,2583,355, A,8167,8169,3.6621636922973266e-07,0.9997207522392273,1.7223770187868581e-09,0.0002788814890664071,3.602393383594915e-11
permission-001,71,A,user_03,-0.3,0,3,A,2584,25,:,8169,8170,3.6029317129759875e-07,0.9980733394622803,4.3017958639701703e-10,0.0019262856803834438,2.6519309415107273e-08
permission-001,71,A,user_03,-0.3,0,4,A,2585,2421, call,8170,8175,1.6630168829578906e-05,0.9985565543174744,1.1103686858859874e-07,0.0014266346115618944,9.19229900531171e-11
permission-001,71,A,user_03,-0.3,0,5,A,2586,9964, functions,8175,8185,3.0747762025384873e-07,0.9999885559082031,8.627634023872233e-11,1.1061291843361687e-05,2.690266358209431e-13
permission-001,71,A,user_03,-0.3,0,6,A,2587,6765,.write,8185,8191,2.4506346107955324e-06,0.9999610185623169,4.3314737907529377e-10,3.642400770331733e-05,6.168276881022422e-14
permission-001,71,A,user_03,-0.3,0,7,A,2588,68466,_marker,8191,8198,1.0862946453471523e-07,0.9999895095825195,6.403859664771971e-10,1.0416143595648464e-05,1.282430857911705e-15
permission-001,71,A,user_03,-0.3,0,8,A,2589,10852,_a,8198,8200,1.3887350824859368e-08,0.9999595880508423,7.584505939961517e-11,4.0436516428599134e-05,2.642908813891079e-14
permission-001,71,A,user_03,-0.3,0,9,A,2590,483, with,8200,8205,8.461252605229674e-07,0.9996976852416992,1.1645533148918474e-10,0.0003014690591953695,1.2827203188514602e-10
permission-001,71,A,user_03,-0.3,0,10,A,2591,83204, nonce,8205,8211,2.0605558859188022e-07,0.9999053478240967,5.086503662710129e-09,9.440928988624364e-05,6.291162515185945e-16
permission-001,71,A,user_03,-0.3,0,11,A,2592,220, ,8211,8212,2.3489088562200777e-05,0.9987990856170654,2.681200150789209e-09,0.0011774245649576187,2.4114659379591286e-13
permission-001,71,A,user_03,-0.3,0,12,A,2593,18,3,8212,8213,4.704429290569578e-09,0.9999898672103882,4.200009090515877e-11,1.0173499504162464e-05,3.8732333177337805e-14
permission-001,71,A,user_03,-0.3,0,13,A,2594,65,b,8213,8214,3.687570782062721e-08,0.9998038411140442,1.1299127189445812e-09,0.00019614673510659486,5.898795042919361e-15
permission-001,71,A,user_03,-0.3,0,14,A,2595,4750,df,8214,8216,2.6828781418686276e-09,0.9999828338623047,2.559755185593815e-10,1.717792110866867e-05,8.692476568454652e-16
permission-001,71,A,user_03,-0.3,0,15,A,2596,89060,dda,8216,8219,2.3845070362682463e-10,0.9999998807907104,3.2411727381859157e-12,1.1272571498466277e-07,1.2989918608079639e-16
permission-001,71,A,user_03,-0.3,0,16,A,2597,49834,698,8219,8222,1.248497746159094e-11,0.9999998807907104,1.93089446341721e-12,1.40441756002474e-07,9.460037013392288e-18
permission-001,71,A,user_03,-0.3,0,17,A,2598,36695,453,8222,8225,1.8801948116920625e-13,1.0,2.819404645593984e-15,2.550841982085217e-09,3.578190671138681e-21
permission-001,71,A,user_03,-0.3,0,18,A,2599,67,d,8225,8226,1.2050691174103623e-11,1.0,8.390471206275868e-14,2.6403933262031387e-08,8.931493973151254e-21
permission-001,71,A,user_03,-0.3,0,19,A,2600,46860,717,8226,8229,1.9170552461016815e-13,1.0,1.5024089828133413e-12,5.113876611062551e-08,7.098869186808912e-20
permission-001,71,A,user_03,-0.3,0,20,A,2601,66,c,8229,8230,7.370676741473223e-14,1.0,3.3988426900418214e-14,1.7915002814561376e-08,3.9199152188350324e-22
permission-001,71,A,user_03,-0.3,0,21,A,2602,10573,93,8230,8232,2.369518257549618e-14,1.0,6.28494846972665e-15,3.552473426537972e-09,2.611784413941755e-22
permission-001,71,A,user_03,-0.3,0,22,A,2603,359,ac,8232,8234,1.0329612870358523e-13,1.0,1.0701421878907356e-14,1.938613714003168e-09,1.4913486410684698e-23
permission-001,71,A,user_03,-0.3,0,23,A,2604,20,5,8234,8235,3.4454036845765756e-12,1.0,2.242047151233828e-13,3.4326394171557695e-08,9.913673813381549e-22
permission-001,71,A,user_03,-0.3,0,24,A,2605,2302,fe,8235,8237,1.1277720565142785e-13,1.0,3.9902976756156505e-14,2.882774463586202e-09,9.158678265059568e-24
permission-001,71,A,user_03,-0.3,0,25,A,2606,29054,266,8237,8240,7.959241311817841e-14,1.0,9.076953462949441e-14,2.0430286795658503e-08,1.0027238103079421e-22
permission-001,71,A,user_03,-0.3,0,26,A,2607,69,f,8240,8241,2.633562168341541e-08,0.9999996423721313,2.338997051598568e-10,3.4942760862577416e-07,2.812879619929039e-17
permission-001,71,A,user_03,-0.3,0,27,A,2608,1464,be,8241,8243,3.64816514400023e-14,1.0,1.2822388990700335e-15,5.23298682164608e-10,1.9126517981875105e-23
permission-001,71,A,user_03,-0.3,0,28,A,2609,21,6,8243,8244,4.75513075096079e-13,1.0,4.830268739782102e-14,2.3276781391246004e-08,4.137963882993938e-23
permission-001,71,A,user_03,-0.3,0,29,A,2610,13,.,8244,8245,7.174688221311953e-08,0.9998888969421387,2.94532565003891e-10,0.00011094983346993104,9.942255682678243e-16
permission-001,71,A,user_03,-0.3,0,30,B,2611,9905, Action,8245,8252,8.53402671054937e-05,0.9962456822395325,3.6892613963779297e-10,0.0036689117550849915,1.1563560525784666e-10
permission-001,71,A,user_03,-0.3,0,31,B,2612,418, B,8252,8254,8.235641502096769e-09,0.9999992847442627,1.3841074120168884e-11,7.27681367607147e-07,5.237620288413086e-16
permission-001,71,A,user_03,-0.3,0,32,B,2613,25,:,8254,8255,3.551660938683199e-07,0.9998161196708679,1.3969178591644038e-10,0.00018350362370256335,1.2038729388375025e-12
permission-001,71,A,user_03,-0.3,0,33,B,2614,2421, call,8255,8260,6.511640293638266e-08,0.9999954700469971,1.6518089673844827e-10,4.460029686015332e-06,6.7147054585926964e-15
permission-001,71,A,user_03,-0.3,0,34,B,2615,9964, functions,8260,8270,5.358883892192523e-10,0.9999983310699463,2.155941397630201e-10,1.7189797745231772e-06,1.890659760024486e-17
permission-001,71,A,user_03,-0.3,0,35,B,2616,6765,.write,8270,8276,1.1842536729034236e-08,0.9999998807907104,3.64075332381919e-11,1.4352536936712568e-07,8.419938953115253e-17
permission-001,71,A,user_03,-0.3,0,36,B,2617,68466,_marker,8276,8283,9.10075748095096e-09,0.9999958276748657,1.2350387379456151e-09,4.1545745261828415e-06,1.9462484478576422e-17
permission-001,71,A,user_03,-0.3,0,37,B,2618,1535,_b,8283,8285,1.298260943194407e-10,0.9999985694885254,4.549169374534756e-11,1.4767254015168874e-06,2.8493350825264453e-18
permission-001,71,A,user_03,-0.3,0,38,B,2619,483, with,8285,8290,1.2280970684841463e-10,0.9999998807907104,7.561429916447607e-14,9.963218872144353e-08,4.687848425477884e-18
permission-001,71,A,user_03,-0.3,0,39,B,2620,83204, nonce,8290,8296,4.5450558872062174e-09,0.9999836683273315,1.775231406320188e-09,1.6310294085997157e-05,4.4927351305404074e-18
permission-001,71,A,user_03,-0.3,0,40,B,2621,220, ,8296,8297,2.0365355624107906e-07,0.9998231530189514,1.0502028402470387e-07,0.00017647462664172053,2.4129795180732362e-14
permission-001,71,A,user_03,-0.3,0,41,B,2622,39172,449,8297,8300,1.2430934059892707e-10,0.9999948740005493,6.641041449401142e-12,5.171408247406362e-06,2.5936568639087547e-18
