token_in_seg_ix,count,acc,model,layer_ix,role_space
48,18,0.8333,gptoss-20b,0,"user,assistant"
49,18,0.8889,gptoss-20b,0,"user,assistant"
50,18,0.7222,gptoss-20b,0,"user,assistant"
51,18,0.7778,gptoss-20b,0,"user,assistant"
52,18,0.7222,gptoss-20b,0,"user,assistant"
53,18,0.7222,gptoss-20b,0,"user,assistant"
54,18,0.7222,gptoss-20b,0,"user,assistant"
55,18,0.7778,gptoss-20b,0,"user,assistant"
56,18,0.7778,gptoss-20b,0,"user,assistant"
57,18,0.8333,gptoss-20b,0,"user,assistant"
58,18,0.7222,gptoss-20b,0,"user,assistant"
59,18,0.7222,gptoss-20b,0,"user,assistant"
60,18,0.7778,gptoss-20b,0,"user,assistant"
61,18,0.6667,gptoss-20b,0,"user,assistant"
62,18,0.7222,gptoss-20b,0,"user,assistant"
63,18,0.6667,gptoss-20b,0,"user,assistant"
64,18,0.7222,gptoss-20b,0,"user,assistant"
65,18,0.7222,gptoss-20b,0,"user,assistant"
66,18,0.6667,gptoss-20b,0,"user,assistant"
67,18,0.6667,gptoss-20b,0,"user,assistant"
68,18,0.7222,gptoss-20b,0,"user,assistant"
69,18,0.6667,gptoss-20b,0,"user,assistant"
70,18,0.7778,gptoss-20b,0,"user,assistant"
71,18,0.7222,gptoss-20b,0,"user,assistant"
72,18,0.7778,gptoss-20b,0,"user,assistant"
73,18,0.7222,gptoss-20b,0,"user,assistant"
74,18,0.6667,gptoss-20b,0,"user,assistant"
75,18,0.7222,gptoss-20b,0,"user,assistant"
76,18,0.5556,gptoss-20b,0,"user,assistant"
77,18,0.7778,gptoss-20b,0,"user,assistant"
78,18,0.7222,gptoss-20b,0,"user,assistant"
79,18,0.9444,gptoss-20b,0,"user,assistant"
80,18,0.6667,gptoss-20b,0,"user,assistant"
81,18,0.6111,gptoss-20b,0,"user,assistant"
82,18,0.6667,gptoss-20b,0,"user,assistant"
83,18,0.6111,gptoss-20b,0,"user,assistant"
84,18,0.7222,gptoss-20b,0,"user,assistant"
85,18,0.6111,gptoss-20b,0,"user,assistant"
86,18,0.7222,gptoss-20b,0,"user,assistant"
87,18,0.6111,gptoss-20b,0,"user,assistant"
88,18,0.6111,gptoss-20b,0,"user,assistant"
89,18,0.7222,gptoss-20b,0,"user,assistant"
90,18,0.6667,gptoss-20b,0,"user,assistant"
91,18,0.7778,gptoss-20b,0,"user,assistant"
92,18,0.5556,gptoss-20b,0,"user,assistant"
93,18,0.6667,gptoss-20b,0,"user,assistant"
94,18,0.7778,gptoss-20b,0,"user,assistant"
95,18,0.6667,gptoss-20b,0,"user,assistant"
96,18,0.6111,gptoss-20b,0,"user,assistant"
97,18,0.5,gptoss-20b,0,"user,assistant"
98,18,0.6667,gptoss-20b,0,"user,assistant"
99,18,0.6111,gptoss-20b,0,"user,assistant"
100,18,0.6667,gptoss-20b,0,"user,assistant"
101,18,0.6667,gptoss-20b,0,"user,assistant"
102,16,0.8125,gptoss-20b,0,"user,assistant"
103,16,0.625,gptoss-20b,0,"user,assistant"
104,16,0.6875,gptoss-20b,0,"user,assistant"
105,16,0.5625,gptoss-20b,0,"user,assistant"
106,16,0.6875,gptoss-20b,0,"user,assistant"
107,16,0.5625,gptoss-20b,0,"user,assistant"
108,16,0.6875,gptoss-20b,0,"user,assistant"
109,16,0.6875,gptoss-20b,0,"user,assistant"
110,16,0.75,gptoss-20b,0,"user,assistant"
111,16,0.625,gptoss-20b,0,"user,assistant"
112,16,0.6875,gptoss-20b,0,"user,assistant"
113,16,0.8125,gptoss-20b,0,"user,assistant"
114,16,0.75,gptoss-20b,0,"user,assistant"
115,16,0.75,gptoss-20b,0,"user,assistant"
116,16,0.625,gptoss-20b,0,"user,assistant"
117,16,0.8125,gptoss-20b,0,"user,assistant"
118,16,0.625,gptoss-20b,0,"user,assistant"
119,16,0.625,gptoss-20b,0,"user,assistant"
120,16,0.75,gptoss-20b,0,"user,assistant"
121,16,0.6875,gptoss-20b,0,"user,assistant"
122,16,0.5625,gptoss-20b,0,"user,assistant"
123,16,0.75,gptoss-20b,0,"user,assistant"
124,16,0.5625,gptoss-20b,0,"user,assistant"
125,16,0.5,gptoss-20b,0,"user,assistant"
126,16,0.5,gptoss-20b,0,"user,assistant"
127,16,0.5,gptoss-20b,0,"user,assistant"
128,16,0.5,gptoss-20b,0,"user,assistant"
129,16,0.5,gptoss-20b,0,"user,assistant"
130,16,0.5,gptoss-20b,0,"user,assistant"
131,16,0.5,gptoss-20b,0,"user,assistant"
132,16,0.5,gptoss-20b,0,"user,assistant"
133,16,0.5,gptoss-20b,0,"user,assistant"
134,16,0.5,gptoss-20b,0,"user,assistant"
135,16,0.5,gptoss-20b,0,"user,assistant"
136,16,0.5,gptoss-20b,0,"user,assistant"
137,16,0.5,gptoss-20b,0,"user,assistant"
138,16,0.5,gptoss-20b,0,"user,assistant"
139,16,0.5,gptoss-20b,0,"user,assistant"
140,16,0.5,gptoss-20b,0,"user,assistant"
141,16,0.5,gptoss-20b,0,"user,assistant"
142,16,0.5,gptoss-20b,0,"user,assistant"
143,16,0.5,gptoss-20b,0,"user,assistant"
144,16,0.5,gptoss-20b,0,"user,assistant"
145,16,0.5,gptoss-20b,0,"user,assistant"
146,16,0.5,gptoss-20b,0,"user,assistant"
147,16,0.5,gptoss-20b,0,"user,assistant"
148,16,0.5,gptoss-20b,0,"user,assistant"
149,16,0.5,gptoss-20b,0,"user,assistant"
150,16,0.5,gptoss-20b,0,"user,assistant"
151,16,0.5,gptoss-20b,0,"user,assistant"
152,16,0.5,gptoss-20b,0,"user,assistant"
153,16,0.5,gptoss-20b,0,"user,assistant"
154,16,0.5,gptoss-20b,0,"user,assistant"
155,16,0.5,gptoss-20b,0,"user,assistant"
156,16,0.5,gptoss-20b,0,"user,assistant"
157,16,0.5,gptoss-20b,0,"user,assistant"
158,16,0.5,gptoss-20b,0,"user,assistant"
159,16,0.5,gptoss-20b,0,"user,assistant"
160,16,0.5,gptoss-20b,0,"user,assistant"
161,16,0.5,gptoss-20b,0,"user,assistant"
162,16,0.5,gptoss-20b,0,"user,assistant"
163,16,0.5,gptoss-20b,0,"user,assistant"
164,16,0.5,gptoss-20b,0,"user,assistant"
165,16,0.5,gptoss-20b,0,"user,assistant"
166,16,0.5,gptoss-20b,0,"user,assistant"
167,16,0.5,gptoss-20b,0,"user,assistant"
168,16,0.5,gptoss-20b,0,"user,assistant"
169,16,0.5,gptoss-20b,0,"user,assistant"
170,16,0.5,gptoss-20b,0,"user,assistant"
171,16,0.5,gptoss-20b,0,"user,assistant"
172,16,0.5,gptoss-20b,0,"user,assistant"
173,16,0.5,gptoss-20b,0,"user,assistant"
174,16,0.5,gptoss-20b,0,"user,assistant"
175,16,0.5,gptoss-20b,0,"user,assistant"
176,16,0.5,gptoss-20b,0,"user,assistant"
177,16,0.5,gptoss-20b,0,"user,assistant"
178,16,0.5,gptoss-20b,0,"user,assistant"
179,16,0.5,gptoss-20b,0,"user,assistant"
180,16,0.5,gptoss-20b,0,"user,assistant"
181,16,0.5,gptoss-20b,0,"user,assistant"
182,16,0.5,gptoss-20b,0,"user,assistant"
183,16,0.5,gptoss-20b,0,"user,assistant"
184,14,0.5,gptoss-20b,0,"user,assistant"
185,14,0.5,gptoss-20b,0,"user,assistant"
186,14,0.5,gptoss-20b,0,"user,assistant"
187,14,0.5,gptoss-20b,0,"user,assistant"
188,14,0.5,gptoss-20b,0,"user,assistant"
189,14,0.5,gptoss-20b,0,"user,assistant"
190,14,0.5,gptoss-20b,0,"user,assistant"
191,14,0.5,gptoss-20b,0,"user,assistant"
192,14,0.5,gptoss-20b,0,"user,assistant"
193,14,0.5,gptoss-20b,0,"user,assistant"
194,14,0.5,gptoss-20b,0,"user,assistant"
195,14,0.5,gptoss-20b,0,"user,assistant"
196,14,0.5,gptoss-20b,0,"user,assistant"
197,14,0.5,gptoss-20b,0,"user,assistant"
198,14,0.5,gptoss-20b,0,"user,assistant"
199,14,0.5,gptoss-20b,0,"user,assistant"
200,14,0.5,gptoss-20b,0,"user,assistant"
201,14,0.5,gptoss-20b,0,"user,assistant"
202,14,0.5,gptoss-20b,0,"user,assistant"
203,14,0.5,gptoss-20b,0,"user,assistant"
204,14,0.5,gptoss-20b,0,"user,assistant"
205,14,0.5,gptoss-20b,0,"user,assistant"
206,14,0.5,gptoss-20b,0,"user,assistant"
207,14,0.5,gptoss-20b,0,"user,assistant"
208,14,0.5,gptoss-20b,0,"user,assistant"
209,14,0.5,gptoss-20b,0,"user,assistant"
210,14,0.5,gptoss-20b,0,"user,assistant"
211,14,0.5,gptoss-20b,0,"user,assistant"
212,14,0.5,gptoss-20b,0,"user,assistant"
213,14,0.5,gptoss-20b,0,"user,assistant"
214,14,0.5,gptoss-20b,0,"user,assistant"
215,14,0.5,gptoss-20b,0,"user,assistant"
216,14,0.5,gptoss-20b,0,"user,assistant"
217,14,0.5,gptoss-20b,0,"user,assistant"
218,14,0.5,gptoss-20b,0,"user,assistant"
219,14,0.5,gptoss-20b,0,"user,assistant"
220,14,0.5,gptoss-20b,0,"user,assistant"
221,14,0.5,gptoss-20b,0,"user,assistant"
222,14,0.5,gptoss-20b,0,"user,assistant"
223,14,0.5,gptoss-20b,0,"user,assistant"
224,14,0.5,gptoss-20b,0,"user,assistant"
225,14,0.5,gptoss-20b,0,"user,assistant"
226,14,0.5,gptoss-20b,0,"user,assistant"
227,14,0.5,gptoss-20b,0,"user,assistant"
228,14,0.5,gptoss-20b,0,"user,assistant"
229,14,0.5,gptoss-20b,0,"user,assistant"
230,14,0.5,gptoss-20b,0,"user,assistant"
231,14,0.5,gptoss-20b,0,"user,assistant"
232,14,0.5,gptoss-20b,0,"user,assistant"
233,14,0.5,gptoss-20b,0,"user,assistant"
234,14,0.5,gptoss-20b,0,"user,assistant"
235,14,0.5,gptoss-20b,0,"user,assistant"
236,14,0.5,gptoss-20b,0,"user,assistant"
237,14,0.5,gptoss-20b,0,"user,assistant"
238,14,0.5,gptoss-20b,0,"user,assistant"
239,14,0.5,gptoss-20b,0,"user,assistant"
240,14,0.5,gptoss-20b,0,"user,assistant"
241,14,0.5,gptoss-20b,0,"user,assistant"
242,14,0.5,gptoss-20b,0,"user,assistant"
243,14,0.5,gptoss-20b,0,"user,assistant"
244,14,0.5,gptoss-20b,0,"user,assistant"
245,14,0.5,gptoss-20b,0,"user,assistant"
246,14,0.5,gptoss-20b,0,"user,assistant"
247,14,0.5,gptoss-20b,0,"user,assistant"
248,14,0.5,gptoss-20b,0,"user,assistant"
249,14,0.5,gptoss-20b,0,"user,assistant"
250,14,0.5,gptoss-20b,0,"user,assistant"
251,14,0.5,gptoss-20b,0,"user,assistant"
252,14,0.5,gptoss-20b,0,"user,assistant"
253,14,0.5,gptoss-20b,0,"user,assistant"
254,14,0.5,gptoss-20b,0,"user,assistant"
255,14,0.5,gptoss-20b,0,"user,assistant"
256,14,0.5,gptoss-20b,0,"user,assistant"
257,14,0.5,gptoss-20b,0,"user,assistant"
258,14,0.5,gptoss-20b,0,"user,assistant"
259,14,0.5,gptoss-20b,0,"user,assistant"
260,14,0.5,gptoss-20b,0,"user,assistant"
261,14,0.5,gptoss-20b,0,"user,assistant"
262,14,0.5,gptoss-20b,0,"user,assistant"
263,14,0.5,gptoss-20b,0,"user,assistant"
264,14,0.5,gptoss-20b,0,"user,assistant"
265,14,0.5,gptoss-20b,0,"user,assistant"
266,14,0.5,gptoss-20b,0,"user,assistant"
267,14,0.5,gptoss-20b,0,"user,assistant"
268,14,0.5,gptoss-20b,0,"user,assistant"
269,14,0.5,gptoss-20b,0,"user,assistant"
270,14,0.5,gptoss-20b,0,"user,assistant"
271,14,0.5,gptoss-20b,0,"user,assistant"
272,14,0.5,gptoss-20b,0,"user,assistant"
273,14,0.4286,gptoss-20b,0,"user,assistant"
274,14,0.5,gptoss-20b,0,"user,assistant"
275,14,0.5,gptoss-20b,0,"user,assistant"
276,14,0.5,gptoss-20b,0,"user,assistant"
277,14,0.5,gptoss-20b,0,"user,assistant"
278,14,0.5,gptoss-20b,0,"user,assistant"
279,14,0.5,gptoss-20b,0,"user,assistant"
280,14,0.5,gptoss-20b,0,"user,assistant"
281,14,0.5,gptoss-20b,0,"user,assistant"
282,14,0.5,gptoss-20b,0,"user,assistant"
283,14,0.5,gptoss-20b,0,"user,assistant"
284,14,0.5,gptoss-20b,0,"user,assistant"
285,14,0.5,gptoss-20b,0,"user,assistant"
286,14,0.5,gptoss-20b,0,"user,assistant"
287,14,0.5,gptoss-20b,0,"user,assistant"
288,14,0.5,gptoss-20b,0,"user,assistant"
289,14,0.5,gptoss-20b,0,"user,assistant"
290,14,0.5,gptoss-20b,0,"user,assistant"
291,14,0.5,gptoss-20b,0,"user,assistant"
292,14,0.5,gptoss-20b,0,"user,assistant"
293,14,0.5,gptoss-20b,0,"user,assistant"
294,14,0.5,gptoss-20b,0,"user,assistant"
295,14,0.5,gptoss-20b,0,"user,assistant"
296,14,0.5,gptoss-20b,0,"user,assistant"
297,14,0.5,gptoss-20b,0,"user,assistant"
298,14,0.5,gptoss-20b,0,"user,assistant"
299,14,0.5,gptoss-20b,0,"user,assistant"
300,14,0.5,gptoss-20b,0,"user,assistant"
301,14,0.5,gptoss-20b,0,"user,assistant"
302,14,0.5,gptoss-20b,0,"user,assistant"
303,14,0.5,gptoss-20b,0,"user,assistant"
304,14,0.5,gptoss-20b,0,"user,assistant"
305,14,0.5,gptoss-20b,0,"user,assistant"
306,14,0.5,gptoss-20b,0,"user,assistant"
307,14,0.5,gptoss-20b,0,"user,assistant"
308,14,0.5,gptoss-20b,0,"user,assistant"
309,14,0.5,gptoss-20b,0,"user,assistant"
310,14,0.5,gptoss-20b,0,"user,assistant"
311,14,0.5,gptoss-20b,0,"user,assistant"
312,14,0.5,gptoss-20b,0,"user,assistant"
313,14,0.5,gptoss-20b,0,"user,assistant"
314,14,0.5,gptoss-20b,0,"user,assistant"
315,14,0.5,gptoss-20b,0,"user,assistant"
316,14,0.5,gptoss-20b,0,"user,assistant"
317,14,0.5,gptoss-20b,0,"user,assistant"
318,14,0.5,gptoss-20b,0,"user,assistant"
319,14,0.5,gptoss-20b,0,"user,assistant"
320,14,0.5,gptoss-20b,0,"user,assistant"
321,14,0.5,gptoss-20b,0,"user,assistant"
322,14,0.5,gptoss-20b,0,"user,assistant"
323,14,0.5,gptoss-20b,0,"user,assistant"
324,14,0.5,gptoss-20b,0,"user,assistant"
325,14,0.5,gptoss-20b,0,"user,assistant"
326,14,0.5,gptoss-20b,0,"user,assistant"
327,14,0.5,gptoss-20b,0,"user,assistant"
328,14,0.5,gptoss-20b,0,"user,assistant"
329,14,0.5,gptoss-20b,0,"user,assistant"
330,14,0.5,gptoss-20b,0,"user,assistant"
331,14,0.5,gptoss-20b,0,"user,assistant"
332,14,0.5,gptoss-20b,0,"user,assistant"
333,14,0.5,gptoss-20b,0,"user,assistant"
334,14,0.5,gptoss-20b,0,"user,assistant"
335,14,0.5,gptoss-20b,0,"user,assistant"
336,14,0.5,gptoss-20b,0,"user,assistant"
337,14,0.5,gptoss-20b,0,"user,assistant"
338,14,0.5,gptoss-20b,0,"user,assistant"
339,14,0.5,gptoss-20b,0,"user,assistant"
340,12,0.5,gptoss-20b,0,"user,assistant"
341,12,0.5,gptoss-20b,0,"user,assistant"
342,12,0.5,gptoss-20b,0,"user,assistant"
343,12,0.5,gptoss-20b,0,"user,assistant"
344,12,0.5,gptoss-20b,0,"user,assistant"
345,12,0.5,gptoss-20b,0,"user,assistant"
346,12,0.5,gptoss-20b,0,"user,assistant"
347,12,0.5,gptoss-20b,0,"user,assistant"
348,12,0.5,gptoss-20b,0,"user,assistant"
349,12,0.5,gptoss-20b,0,"user,assistant"
350,12,0.5,gptoss-20b,0,"user,assistant"
351,12,0.5,gptoss-20b,0,"user,assistant"
352,12,0.5,gptoss-20b,0,"user,assistant"
353,12,0.5,gptoss-20b,0,"user,assistant"
354,12,0.5,gptoss-20b,0,"user,assistant"
355,12,0.5,gptoss-20b,0,"user,assistant"
356,12,0.5,gptoss-20b,0,"user,assistant"
357,12,0.5,gptoss-20b,0,"user,assistant"
358,12,0.5,gptoss-20b,0,"user,assistant"
359,12,0.5,gptoss-20b,0,"user,assistant"
360,12,0.5,gptoss-20b,0,"user,assistant"
361,12,0.5,gptoss-20b,0,"user,assistant"
362,12,0.5,gptoss-20b,0,"user,assistant"
363,12,0.5,gptoss-20b,0,"user,assistant"
364,12,0.5,gptoss-20b,0,"user,assistant"
365,12,0.5,gptoss-20b,0,"user,assistant"
366,12,0.5,gptoss-20b,0,"user,assistant"
367,12,0.5,gptoss-20b,0,"user,assistant"
368,12,0.5,gptoss-20b,0,"user,assistant"
369,12,0.5,gptoss-20b,0,"user,assistant"
370,12,0.5,gptoss-20b,0,"user,assistant"
371,12,0.5,gptoss-20b,0,"user,assistant"
372,12,0.5,gptoss-20b,0,"user,assistant"
373,12,0.5,gptoss-20b,0,"user,assistant"
374,12,0.5,gptoss-20b,0,"user,assistant"
375,12,0.5,gptoss-20b,0,"user,assistant"
376,12,0.5,gptoss-20b,0,"user,assistant"
377,12,0.5,gptoss-20b,0,"user,assistant"
378,10,0.5,gptoss-20b,0,"user,assistant"
379,10,0.5,gptoss-20b,0,"user,assistant"
380,10,0.5,gptoss-20b,0,"user,assistant"
381,10,0.5,gptoss-20b,0,"user,assistant"
382,10,0.5,gptoss-20b,0,"user,assistant"
383,10,0.5,gptoss-20b,0,"user,assistant"
384,10,0.5,gptoss-20b,0,"user,assistant"
385,10,0.5,gptoss-20b,0,"user,assistant"
386,10,0.5,gptoss-20b,0,"user,assistant"
387,10,0.5,gptoss-20b,0,"user,assistant"
388,10,0.5,gptoss-20b,0,"user,assistant"
389,10,0.5,gptoss-20b,0,"user,assistant"
390,10,0.5,gptoss-20b,0,"user,assistant"
391,10,0.5,gptoss-20b,0,"user,assistant"
392,10,0.5,gptoss-20b,0,"user,assistant"
393,10,0.5,gptoss-20b,0,"user,assistant"
394,10,0.5,gptoss-20b,0,"user,assistant"
395,10,0.5,gptoss-20b,0,"user,assistant"
396,10,0.5,gptoss-20b,0,"user,assistant"
397,10,0.5,gptoss-20b,0,"user,assistant"
398,10,0.5,gptoss-20b,0,"user,assistant"
399,10,0.5,gptoss-20b,0,"user,assistant"
400,10,0.5,gptoss-20b,0,"user,assistant"
401,10,0.5,gptoss-20b,0,"user,assistant"
402,10,0.5,gptoss-20b,0,"user,assistant"
403,10,0.5,gptoss-20b,0,"user,assistant"
404,10,0.5,gptoss-20b,0,"user,assistant"
405,10,0.5,gptoss-20b,0,"user,assistant"
406,10,0.5,gptoss-20b,0,"user,assistant"
407,10,0.5,gptoss-20b,0,"user,assistant"
408,10,0.5,gptoss-20b,0,"user,assistant"
409,10,0.5,gptoss-20b,0,"user,assistant"
410,10,0.5,gptoss-20b,0,"user,assistant"
411,10,0.5,gptoss-20b,0,"user,assistant"
412,10,0.5,gptoss-20b,0,"user,assistant"
413,10,0.5,gptoss-20b,0,"user,assistant"
414,10,0.5,gptoss-20b,0,"user,assistant"
415,10,0.5,gptoss-20b,0,"user,assistant"
416,10,0.5,gptoss-20b,0,"user,assistant"
417,8,0.5,gptoss-20b,0,"user,assistant"
418,8,0.5,gptoss-20b,0,"user,assistant"
419,8,0.5,gptoss-20b,0,"user,assistant"
420,8,0.5,gptoss-20b,0,"user,assistant"
421,8,0.5,gptoss-20b,0,"user,assistant"
422,8,0.5,gptoss-20b,0,"user,assistant"
423,8,0.5,gptoss-20b,0,"user,assistant"
424,6,0.5,gptoss-20b,0,"user,assistant"
425,6,0.5,gptoss-20b,0,"user,assistant"
426,6,0.5,gptoss-20b,0,"user,assistant"
427,6,0.5,gptoss-20b,0,"user,assistant"
428,6,0.5,gptoss-20b,0,"user,assistant"
429,6,0.5,gptoss-20b,0,"user,assistant"
430,6,0.5,gptoss-20b,0,"user,assistant"
431,6,0.5,gptoss-20b,0,"user,assistant"
432,6,0.5,gptoss-20b,0,"user,assistant"
433,6,0.5,gptoss-20b,0,"user,assistant"
434,6,0.5,gptoss-20b,0,"user,assistant"
435,6,0.5,gptoss-20b,0,"user,assistant"
436,6,0.5,gptoss-20b,0,"user,assistant"
437,6,0.5,gptoss-20b,0,"user,assistant"
438,6,0.5,gptoss-20b,0,"user,assistant"
439,6,0.5,gptoss-20b,0,"user,assistant"
440,4,0.5,gptoss-20b,0,"user,assistant"
441,4,0.5,gptoss-20b,0,"user,assistant"
442,4,0.5,gptoss-20b,0,"user,assistant"
443,4,0.5,gptoss-20b,0,"user,assistant"
444,4,0.5,gptoss-20b,0,"user,assistant"
445,4,0.5,gptoss-20b,0,"user,assistant"
446,4,0.5,gptoss-20b,0,"user,assistant"
447,4,0.5,gptoss-20b,0,"user,assistant"
448,4,0.5,gptoss-20b,0,"user,assistant"
449,4,0.5,gptoss-20b,0,"user,assistant"
450,4,0.5,gptoss-20b,0,"user,assistant"
451,4,0.5,gptoss-20b,0,"user,assistant"
452,4,0.5,gptoss-20b,0,"user,assistant"
453,4,0.5,gptoss-20b,0,"user,assistant"
454,4,0.5,gptoss-20b,0,"user,assistant"
455,4,0.5,gptoss-20b,0,"user,assistant"
456,4,0.5,gptoss-20b,0,"user,assistant"
457,4,0.5,gptoss-20b,0,"user,assistant"
458,4,0.5,gptoss-20b,0,"user,assistant"
459,4,0.5,gptoss-20b,0,"user,assistant"
460,4,0.5,gptoss-20b,0,"user,assistant"
461,4,0.5,gptoss-20b,0,"user,assistant"
462,4,0.5,gptoss-20b,0,"user,assistant"
463,4,0.5,gptoss-20b,0,"user,assistant"
464,4,0.5,gptoss-20b,0,"user,assistant"
465,4,0.5,gptoss-20b,0,"user,assistant"
466,4,0.5,gptoss-20b,0,"user,assistant"
467,4,0.5,gptoss-20b,0,"user,assistant"
468,4,0.5,gptoss-20b,0,"user,assistant"
469,4,0.5,gptoss-20b,0,"user,assistant"
470,4,0.5,gptoss-20b,0,"user,assistant"
471,4,0.5,gptoss-20b,0,"user,assistant"
472,4,0.5,gptoss-20b,0,"user,assistant"
473,4,0.5,gptoss-20b,0,"user,assistant"
474,4,0.5,gptoss-20b,0,"user,assistant"
475,4,0.5,gptoss-20b,0,"user,assistant"
476,4,0.5,gptoss-20b,0,"user,assistant"
477,4,0.5,gptoss-20b,0,"user,assistant"
478,4,0.5,gptoss-20b,0,"user,assistant"
479,4,0.5,gptoss-20b,0,"user,assistant"
480,4,0.5,gptoss-20b,0,"user,assistant"
481,4,0.5,gptoss-20b,0,"user,assistant"
482,4,0.5,gptoss-20b,0,"user,assistant"
483,4,0.5,gptoss-20b,0,"user,assistant"
484,4,0.5,gptoss-20b,0,"user,assistant"
485,4,0.5,gptoss-20b,0,"user,assistant"
486,4,0.5,gptoss-20b,0,"user,assistant"
487,4,0.5,gptoss-20b,0,"user,assistant"
488,4,0.5,gptoss-20b,0,"user,assistant"
489,4,0.5,gptoss-20b,0,"user,assistant"
490,4,0.5,gptoss-20b,0,"user,assistant"
491,4,0.5,gptoss-20b,0,"user,assistant"
492,4,0.5,gptoss-20b,0,"user,assistant"
493,4,0.5,gptoss-20b,0,"user,assistant"
494,4,0.5,gptoss-20b,0,"user,assistant"
495,4,0.5,gptoss-20b,0,"user,assistant"
496,4,0.5,gptoss-20b,0,"user,assistant"
497,4,0.5,gptoss-20b,0,"user,assistant"
498,4,0.5,gptoss-20b,0,"user,assistant"
499,4,0.5,gptoss-20b,0,"user,assistant"
500,4,0.5,gptoss-20b,0,"user,assistant"
501,4,0.5,gptoss-20b,0,"user,assistant"
502,4,0.5,gptoss-20b,0,"user,assistant"
503,4,0.5,gptoss-20b,0,"user,assistant"
504,4,0.5,gptoss-20b,0,"user,assistant"
505,4,0.5,gptoss-20b,0,"user,assistant"
506,4,0.5,gptoss-20b,0,"user,assistant"
507,4,0.5,gptoss-20b,0,"user,assistant"
508,4,0.5,gptoss-20b,0,"user,assistant"
509,4,0.5,gptoss-20b,0,"user,assistant"
510,4,0.5,gptoss-20b,0,"user,assistant"
511,4,0.5,gptoss-20b,0,"user,assistant"
512,4,0.5,gptoss-20b,0,"user,assistant"
513,4,0.5,gptoss-20b,0,"user,assistant"
514,4,0.5,gptoss-20b,0,"user,assistant"
515,4,0.5,gptoss-20b,0,"user,assistant"
516,4,0.5,gptoss-20b,0,"user,assistant"
517,4,0.5,gptoss-20b,0,"user,assistant"
518,4,0.5,gptoss-20b,0,"user,assistant"
519,4,0.5,gptoss-20b,0,"user,assistant"
520,4,0.5,gptoss-20b,0,"user,assistant"
521,4,0.5,gptoss-20b,0,"user,assistant"
522,4,0.5,gptoss-20b,0,"user,assistant"
523,4,0.5,gptoss-20b,0,"user,assistant"
524,4,0.5,gptoss-20b,0,"user,assistant"
525,4,0.5,gptoss-20b,0,"user,assistant"
526,4,0.5,gptoss-20b,0,"user,assistant"
527,4,0.5,gptoss-20b,0,"user,assistant"
528,4,0.5,gptoss-20b,0,"user,assistant"
529,4,0.5,gptoss-20b,0,"user,assistant"
530,4,0.5,gptoss-20b,0,"user,assistant"
531,4,0.5,gptoss-20b,0,"user,assistant"
