role,pred,count,model,layer_ix,role_space
tool,assistant,2708,gptoss-20b,0,"system,user,cot,assistant,tool"
tool,cot,4652,gptoss-20b,0,"system,user,cot,assistant,tool"
tool,system,3218,gptoss-20b,0,"system,user,cot,assistant,tool"
tool,tool,2826,gptoss-20b,0,"system,user,cot,assistant,tool"
tool,user,3505,gptoss-20b,0,"system,user,cot,assistant,tool"
user,assistant,1242,gptoss-20b,0,"system,user,cot,assistant,tool"
user,cot,2464,gptoss-20b,0,"system,user,cot,assistant,tool"
user,system,4095,gptoss-20b,0,"system,user,cot,assistant,tool"
user,tool,3028,gptoss-20b,0,"system,user,cot,assistant,tool"
user,user,2017,gptoss-20b,0,"system,user,cot,assistant,tool"
assistant,assistant,3010,gptoss-20b,2,"system,user,cot,assistant,tool"
assistant,cot,5820,gptoss-20b,2,"system,user,cot,assistant,tool"
assistant,system,1669,gptoss-20b,2,"system,user,cot,assistant,tool"
assistant,tool,2703,gptoss-20b,2,"system,user,cot,assistant,tool"
assistant,user,1591,gptoss-20b,2,"system,user,cot,assistant,tool"
cot,assistant,3665,gptoss-20b,2,"system,user,cot,assistant,tool"
cot,cot,3506,gptoss-20b,2,"system,user,cot,assistant,tool"
cot,system,1782,gptoss-20b,2,"system,user,cot,assistant,tool"
cot,tool,2944,gptoss-20b,2,"system,user,cot,assistant,tool"
cot,user,1868,gptoss-20b,2,"system,user,cot,assistant,tool"
system,assistant,1304,gptoss-20b,2,"system,user,cot,assistant,tool"
system,cot,1199,gptoss-20b,2,"system,user,cot,assistant,tool"
system,system,2073,gptoss-20b,2,"system,user,cot,assistant,tool"
system,tool,1767,gptoss-20b,2,"system,user,cot,assistant,tool"
system,user,3071,gptoss-20b,2,"system,user,cot,assistant,tool"
tool,assistant,2595,gptoss-20b,2,"system,user,cot,assistant,tool"
tool,cot,3329,gptoss-20b,2,"system,user,cot,assistant,tool"
tool,system,1931,gptoss-20b,2,"system,user,cot,assistant,tool"
tool,tool,7090,gptoss-20b,2,"system,user,cot,assistant,tool"
tool,user,1964,gptoss-20b,2,"system,user,cot,assistant,tool"
user,assistant,892,gptoss-20b,2,"system,user,cot,assistant,tool"
user,cot,1689,gptoss-20b,2,"system,user,cot,assistant,tool"
user,system,5235,gptoss-20b,2,"system,user,cot,assistant,tool"
user,tool,2033,gptoss-20b,2,"system,user,cot,assistant,tool"
user,user,2997,gptoss-20b,2,"system,user,cot,assistant,tool"
