activation_site,layer,persona,family,condition,axis_projection
pre_mlp,18,genie,theatrical_fictional,persona,-7.818868663177605
pre_mlp,18,librarian,ordinary_occupation,persona,0.2602018384126754
pre_mlp,18,mystic,spiritual_adversarial,persona,-5.059898237603287
pre_mlp,18,pirate,theatrical_fictional,persona,-5.166446739072327
pre_mlp,18,tutor,helpful_professional,persona,3.6220543104767247
pre_mlp,18,default_assistant,default,default,7.752446324195439
pre_mlp,19,anarchist,spiritual_adversarial,persona,2.264569827112004
pre_mlp,19,comedian,theatrical_fictional,persona,-9.142560776912585
pre_mlp,19,consultant,helpful_professional,persona,3.3122829856060907
pre_mlp,19,devils_advocate,spiritual_adversarial,persona,-0.8571800910378077
pre_mlp,19,engineer,ordinary_occupation,persona,3.7183649153079696
pre_mlp,19,genie,theatrical_fictional,persona,-6.74800946735701
pre_mlp,19,librarian,ordinary_occupation,persona,0.9999324780938557
pre_mlp,19,mystic,spiritual_adversarial,persona,-3.9945689535269726
pre_mlp,19,pirate,theatrical_fictional,persona,-4.864583592763121
pre_mlp,19,tutor,helpful_professional,persona,4.277009522533674
pre_mlp,19,default_assistant,default,default,8.0641634745333
pre_mlp,20,anarchist,spiritual_adversarial,persona,2.518334423421028
pre_mlp,20,comedian,theatrical_fictional,persona,-9.21170771254311
pre_mlp,20,consultant,helpful_professional,persona,2.475628684253784
pre_mlp,20,devils_advocate,spiritual_adversarial,persona,-1.2521137897221817
pre_mlp,20,engineer,ordinary_occupation,persona,2.951286431347466
pre_mlp,20,genie,theatrical_fictional,persona,-7.015940641186459
pre_mlp,20,librarian,ordinary_occupation,persona,0.6215655450622999
pre_mlp,20,mystic,spiritual_adversarial,persona,-4.473181188819845
pre_mlp,20,pirate,theatrical_fictional,persona,-5.41142388959512
pre_mlp,20,tutor,helpful_professional,persona,3.8985064240003653
pre_mlp,20,default_assistant,default,default,7.6289018556797865
block_output,8,anarchist,spiritual_adversarial,persona,141.15007782897743
block_output,8,comedian,theatrical_fictional,persona,8.764764351994202
block_output,8,consultant,helpful_professional,persona,116.86609516033039
block_output,8,devils_advocate,spiritual_adversarial,persona,96.21446831003034
block_output,8,engineer,ordinary_occupation,persona,139.24895573299068
block_output,8,genie,theatrical_fictional,persona,42.40746090372495
block_output,8,librarian,ordinary_occupation,persona,115.43067321557308
block_output,8,mystic,spiritual_adversarial,persona,78.65244848069814
block_output,8,pirate,theatrical_fictional,persona,79.15739997499742
block_output,8,tutor,helpful_professional,persona,143.57970554249943
block_output,8,default_assistant,default,default,194.4187505255416
block_output,9,anarchist,spiritual_adversarial,persona,123.33827443079656
block_output,9,comedian,theatrical_fictional,persona,-46.38866148481651
block_output,9,consultant,helpful_professional,persona,79.50243320311522
block_output,9,devils_advocate,spiritual_adversarial,persona,62.30840802635856
block_output,9,engineer,ordinary_occupation,persona,117.27459254082437
block_output,9,genie,theatrical_fictional,persona,3.8090808291204405
block_output,9,librarian,ordinary_occupation,persona,76.12648557835307
block_output,9,mystic,spiritual_adversarial,persona,34.804715420186554
block_output,9,pirate,theatrical_fictional,persona,48.466440960908656
block_output,9,tutor,helpful_professional,persona,122.61490947732254
block_output,9,default_assistant,default,default,186.05252034062616
block_output,10,anarchist,spiritual_adversarial,persona,243.83204621162034
block_output,10,comedian,theatrical_fictional,persona,24.669257112071023
block_output,10,consultant,helpful_professional,persona,171.89927728549264
block_output,10,devils_advocate,spiritual_adversarial,persona,159.21982421866923
block_output,10,engineer,ordinary_occupation,persona,228.6969286138617
block_output,10,genie,theatrical_fictional,persona,102.02413565136911
block_output,10,librarian,ordinary_occupation,persona,171.57416459773043
block_output,10,mystic,spiritual_adversarial,persona,140.69813831772046
block_output,10,pirate,theatrical_fictional,persona,160.95295331879873
block_output,10,tutor,helpful_professional,persona,238.35548938078657
block_output,10,default_assistant,default,default,315.8013613197519
block_output,11,anarchist,spiritual_adversarial,persona,163.01793096417742
block_output,11,comedian,theatrical_fictional,persona,-95.31155887572514
block_output,11,consultant,helpful_professional,persona,77.88337220388055
block_output,11,devils_advocate,spiritual_adversarial,persona,75.51295915703037
block_output,11,engineer,ordinary_occupation,persona,131.02432261674198
block_output,11,genie,theatrical_fictional,persona,3.003252728684208
block_output,11,librarian,ordinary_occupation,persona,69.8481843882769
block_output,11,mystic,spiritual_adversarial,persona,38.248990110345005
block_output,11,pirate,theatrical_fictional,persona,65.38814144504543
block_output,11,tutor,helpful_professional,persona,158.5618174127049
block_output,11,default_assistant,default,default,244.63247192656286
block_output,12,anarchist,spiritual_adversarial,persona,359.38311941233195
block_output,12,comedian,theatrical_fictional,persona,56.598597706047094
block_output,12,consultant,helpful_professional,persona,260.6161785634856
block_output,12,devils_advocate,spiritual_adversarial,persona,243.29577381308357
block_output,12,engineer,ordinary_occupation,persona,337.86030904465576
block_output,12,genie,theatrical_fictional,persona,175.93411807106625
block_output,12,librarian,ordinary_occupation,persona,260.3427112986879
block_output,12,mystic,spiritual_adversarial,persona,221.76774901488523
block_output,12,pirate,theatrical_fictional,persona,257.0444173941803
block_output,12,tutor,helpful_professional,persona,359.1201462393607
block_output,12,default_assistant,default,default,471.86987880405337
block_output,13,anarchist,spiritual_adversarial,persona,138.48539849441454
block_output,13,comedian,theatrical_fictional,persona,-196.0406817258584
block_output,13,consultant,helpful_professional,persona,78.14823032200067
block_output,13,devils_advocate,spiritual_adversarial,persona,39.236811062880484
block_output,13,engineer,ordinary_occupation,persona,145.11627398464051
block_output,13,genie,theatrical_fictional,persona,-64.56273707668213
block_output,13,librarian,ordinary_occupation,persona,56.27744798932833
block_output,13,mystic,spiritual_adversarial,persona,-17.134144285979787
block_output,13,pirate,theatrical_fictional,persona,23.659195960352037
block_output,13,tutor,helpful_professional,persona,173.6537869433328
block_output,13,default_assistant,default,default,297.34969137498297
block_output,14,anarchist,spiritual_adversarial,persona,428.49330067135605
block_output,14,comedian,theatrical_fictional,persona,42.23212924848135
block_output,14,consultant,helpful_professional,persona,395.5580769487199
block_output,14,devils_advocate,spiritual_adversarial,persona,307.31865091073576
block_output,14,engineer,ordinary_occupation,persona,464.77130151735423
block_output,14,genie,theatrical_fictional,persona,185.52513947873814
block_output,14,librarian,ordinary_occupation,persona,362.83925613209726
block_output,14,mystic,spiritual_adversarial,persona,263.3767379176481
block_output,14,pirate,theatrical_fictional,persona,293.8347327528935
block_output,14,tutor,helpful_professional,persona,481.1133764739061
block_output,14,default_assistant,default,default,637.4246248803862
block_output,15,anarchist,spiritual_adversarial,persona,453.2090222746101
block_output,15,comedian,theatrical_fictional,persona,-42.449724625403405
block_output,15,consultant,helpful_professional,persona,461.999983077601
block_output,15,devils_advocate,spiritual_adversarial,persona,328.18141308544176
block_output,15,engineer,ordinary_occupation,persona,521.920758013342
block_output,15,genie,theatrical_fictional,persona,130.08014611603903
block_output,15,librarian,ordinary_occupation,persona,382.96065930082455
block_output,15,mystic,spiritual_adversarial,persona,235.0634612645194
block_output,15,pirate,theatrical_fictional,persona,267.316740254047
block_output,15,tutor,helpful_professional,persona,544.2045380483099
block_output,15,default_assistant,default,default,725.4928155927288
block_output,16,anarchist,spiritual_adversarial,persona,1053.1660260074327
block_output,16,comedian,theatrical_fictional,persona,441.27774714851785
block_output,16,consultant,helpful_professional,persona,1064.99424546838
block_output,16,devils_advocate,spiritual_adversarial,persona,854.5334945371524
block_output,16,engineer,ordinary_occupation,persona,1155.2651785250855
block_output,16,genie,theatrical_fictional,persona,648.3933397576086
block_output,16,librarian,ordinary_occupation,persona,981.8082383796991
block_output,16,mystic,spiritual_adversarial,persona,797.467673684602
block_output,16,pirate,theatrical_fictional,persona,817.0079053649175
block_output,16,tutor,helpful_professional,persona,1127.7499893395743
block_output,16,default_assistant,default,default,1392.4722817053212
block_output,17,anarchist,spiritual_adversarial,persona,676.6552507284592
block_output,17,comedian,theatrical_fictional,persona,-218.59549939321175
block_output,17,consultant,helpful_professional,persona,803.8333970368417
block_output,17,devils_advocate,spiritual_adversarial,persona,407.79417206393487
block_output,17,engineer,ordinary_occupation,persona,823.7369717100789
block_output,17,genie,theatrical_fictional,persona,10.317424976928393
block_output,17,librarian,ordinary_occupation,persona,612.4927217256076
block_output,17,mystic,spiritual_adversarial,persona,250.01040487018636
block_output,17,pirate,theatrical_fictional,persona,203.2156752249256
block_output,17,tutor,helpful_professional,persona,822.0102104099847
block_output,17,default_assistant,default,default,1152.978910331039
block_output,18,anarchist,spiritual_adversarial,persona,1629.4008581225144
block_output,18,comedian,theatrical_fictional,persona,323.2915339331526
block_output,18,consultant,helpful_professional,persona,1787.2064583191068
block_output,18,devils_advocate,spiritual_adversarial,persona,1176.2527774373111
block_output,18,engineer,ordinary_occupation,persona,1809.5109866283078
block_output,18,genie,theatrical_fictional,persona,668.9253324387965
block_output,18,librarian,ordinary_occupation,persona,1555.8521513183389
block_output,18,mystic,spiritual_adversarial,persona,1048.326454746583
block_output,18,pirate,theatrical_fictional,persona,893.0587034409475
block_output,18,tutor,helpful_professional,persona,1771.3308448791208
block_output,18,default_assistant,default,default,2212.890310303471
block_output,19,anarchist,spiritual_adversarial,persona,950.0265598801299
block_output,19,comedian,theatrical_fictional,persona,-710.1624308035076
block_output,19,consultant,helpful_professional,persona,986.8418484664415
block_output,19,devils_advocate,spiritual_adversarial,persona,402.7590497905978
block_output,19,engineer,ordinary_occupation,persona,1047.2209462089484
block_output,19,genie,theatrical_fictional,persona,-349.693442065588
block_output,19,librarian,ordinary_occupation,persona,769.9828712975801
block_output,19,mystic,spiritual_adversarial,persona,66.20962798549726
block_output,19,pirate,theatrical_fictional,persona,-147.65673070789182
block_output,19,tutor,helpful_professional,persona,1109.6832568105779
block_output,19,default_assistant,default,default,1587.8950451897142
block_output,20,anarchist,spiritual_adversarial,persona,2362.0041191883493
block_output,20,comedian,theatrical_fictional,persona,360.15935816645333
block_output,20,consultant,helpful_professional,persona,2456.696462725464
block_output,20,devils_advocate,spiritual_adversarial,persona,1694.017699949009
block_output,20,engineer,ordinary_occupation,persona,2548.4278049257646
block_output,20,genie,theatrical_fictional,persona,773.7900079380184
block_output,20,librarian,ordinary_occupation,persona,2183.949505108574
block_output,20,mystic,spiritual_adversarial,persona,1353.3255621649448
block_output,20,pirate,theatrical_fictional,persona,1059.844818464809
block_output,20,tutor,helpful_professional,persona,2592.5764700261543
block_output,20,default_assistant,default,default,3197.4251064332425
