arm_id,arm_label,cohort,page_id,page_label,state,episode_sha256
sentence_dev_rule,Provenance reminder,historical,004,H5,NO_UPLOAD,2fa93651f47669a8c690e2099bc6ce6ff62fe98efdcd6767c0690e0bf6d94649
sentence_dev_rule,Provenance reminder,new,000,N1,UPLOAD,7ab8b9063421a31e94aa6234edc98cda5f934909db5d4b9e4bdf3252f107733d
sentence_dev_rule,Provenance reminder,new,001,N2,UPLOAD,a747ee593e8c53bb3010c83122df1742ee6418b260f0dfabd81044ce979d13dd
sentence_dev_rule,Provenance reminder,new,002,N3,NO_UPLOAD,42ce0c725359efc4aa51e99466a3d29026a059298184e5f0b728f83d9383dd60
sentence_dev_rule,Provenance reminder,new,003,N4,UPLOAD,fefd0b5e2a9c16af3286dc94c44069dd8c3320854fe8bc3aea8f89868420a88f
sentence_dev_rule,Provenance reminder,new,004,N5,NO_UPLOAD,1feed1c6b305448798436727fb038a520d13bf244ad654d5fb15a2d37d5f9cb8
tool_raising_a16,Revised Tool-raising,historical,000,H1,NO_UPLOAD,1b5c5757b21604ac292496aec18c2ff2b50e926d4112f5f9cb246abedfc5454a
tool_raising_a16,Revised Tool-raising,historical,001,H2,NO_UPLOAD,027cd279775be6e1ec23b7b5de15767ddd8c498d3d33274169c73fa8c095ca68
tool_raising_a16,Revised Tool-raising,historical,002,H3,NO_UPLOAD,483d7380c376606492bc9db6426dd8474a612db1b9c83048942a80097da9f265
tool_raising_a16,Revised Tool-raising,historical,003,H4,NO_UPLOAD,9a2ef382ace146788ab229e53821aa89af73f2c63bc5ada2ab85c265877ee1e3
tool_raising_a16,Revised Tool-raising,historical,004,H5,NO_UPLOAD,f804ac2de09914570bc40ca622ac516efc4713460b2194d11d619ca04cb5f315
tool_raising_a16,Revised Tool-raising,new,000,N1,UNRUN,
tool_raising_a16,Revised Tool-raising,new,001,N2,UNRUN,
tool_raising_a16,Revised Tool-raising,new,002,N3,UNRUN,
tool_raising_a16,Revised Tool-raising,new,003,N4,UNRUN,
tool_raising_a16,Revised Tool-raising,new,004,N5,UNRUN,
