role,pred,count,model,layer_ix,role_space
user,user,8840,gptoss-20b,2,"user,cot,assistant"
assistant,assistant,5685,gptoss-20b,3,"user,cot,assistant"
assistant,cot,3009,gptoss-20b,3,"user,cot,assistant"
assistant,user,2643,gptoss-20b,3,"user,cot,assistant"
cot,assistant,2850,gptoss-20b,3,"user,cot,assistant"
cot,cot,6056,gptoss-20b,3,"user,cot,assistant"
cot,user,2431,gptoss-20b,3,"user,cot,assistant"
user,assistant,1046,gptoss-20b,3,"user,cot,assistant"
user,cot,1043,gptoss-20b,3,"user,cot,assistant"
user,user,9248,gptoss-20b,3,"user,cot,assistant"
assistant,assistant,5178,gptoss-20b,4,"user,cot,assistant"
assistant,cot,2827,gptoss-20b,4,"user,cot,assistant"
assistant,user,3332,gptoss-20b,4,"user,cot,assistant"
cot,assistant,2815,gptoss-20b,4,"user,cot,assistant"
cot,cot,5574,gptoss-20b,4,"user,cot,assistant"
cot,user,2948,gptoss-20b,4,"user,cot,assistant"
user,assistant,1088,gptoss-20b,4,"user,cot,assistant"
user,cot,907,gptoss-20b,4,"user,cot,assistant"
user,user,9342,gptoss-20b,4,"user,cot,assistant"
assistant,assistant,6283,gptoss-20b,5,"user,cot,assistant"
assistant,cot,2428,gptoss-20b,5,"user,cot,assistant"
assistant,user,2626,gptoss-20b,5,"user,cot,assistant"
cot,assistant,2592,gptoss-20b,5,"user,cot,assistant"
cot,cot,6098,gptoss-20b,5,"user,cot,assistant"
cot,user,2647,gptoss-20b,5,"user,cot,assistant"
user,assistant,943,gptoss-20b,5,"user,cot,assistant"
user,cot,841,gptoss-20b,5,"user,cot,assistant"
user,user,9553,gptoss-20b,5,"user,cot,assistant"
assistant,assistant,8390,gptoss-20b,6,"user,cot,assistant"
assistant,cot,1580,gptoss-20b,6,"user,cot,assistant"
assistant,user,1367,gptoss-20b,6,"user,cot,assistant"
cot,assistant,2132,gptoss-20b,6,"user,cot,assistant"
cot,cot,6683,gptoss-20b,6,"user,cot,assistant"
cot,user,2522,gptoss-20b,6,"user,cot,assistant"
user,assistant,458,gptoss-20b,6,"user,cot,assistant"
user,cot,473,gptoss-20b,6,"user,cot,assistant"
user,user,10406,gptoss-20b,6,"user,cot,assistant"
assistant,assistant,9897,gptoss-20b,7,"user,cot,assistant"
assistant,cot,1310,gptoss-20b,7,"user,cot,assistant"
assistant,user,130,gptoss-20b,7,"user,cot,assistant"
cot,assistant,1009,gptoss-20b,7,"user,cot,assistant"
cot,cot,9407,gptoss-20b,7,"user,cot,assistant"
cot,user,921,gptoss-20b,7,"user,cot,assistant"
user,assistant,56,gptoss-20b,7,"user,cot,assistant"
user,cot,150,gptoss-20b,7,"user,cot,assistant"
user,user,11131,gptoss-20b,7,"user,cot,assistant"
assistant,assistant,10066,gptoss-20b,8,"user,cot,assistant"
assistant,cot,1110,gptoss-20b,8,"user,cot,assistant"
assistant,user,161,gptoss-20b,8,"user,cot,assistant"
cot,assistant,926,gptoss-20b,8,"user,cot,assistant"
cot,cot,9515,gptoss-20b,8,"user,cot,assistant"
cot,user,896,gptoss-20b,8,"user,cot,assistant"
user,assistant,146,gptoss-20b,8,"user,cot,assistant"
user,cot,254,gptoss-20b,8,"user,cot,assistant"
user,user,10937,gptoss-20b,8,"user,cot,assistant"
assistant,assistant,9862,gptoss-20b,9,"user,cot,assistant"
assistant,cot,1266,gptoss-20b,9,"user,cot,assistant"
assistant,user,209,gptoss-20b,9,"user,cot,assistant"
cot,assistant,908,gptoss-20b,9,"user,cot,assistant"
cot,cot,9229,gptoss-20b,9,"user,cot,assistant"
cot,user,1200,gptoss-20b,9,"user,cot,assistant"
user,assistant,119,gptoss-20b,9,"user,cot,assistant"
user,cot,453,gptoss-20b,9,"user,cot,assistant"
user,user,10765,gptoss-20b,9,"user,cot,assistant"
assistant,assistant,9583,gptoss-20b,10,"user,cot,assistant"
assistant,cot,1464,gptoss-20b,10,"user,cot,assistant"
assistant,user,290,gptoss-20b,10,"user,cot,assistant"
cot,assistant,1080,gptoss-20b,10,"user,cot,assistant"
cot,cot,8789,gptoss-20b,10,"user,cot,assistant"
cot,user,1468,gptoss-20b,10,"user,cot,assistant"
user,assistant,116,gptoss-20b,10,"user,cot,assistant"
user,cot,526,gptoss-20b,10,"user,cot,assistant"
user,user,10695,gptoss-20b,10,"user,cot,assistant"
assistant,assistant,9681,gptoss-20b,11,"user,cot,assistant"
assistant,cot,1452,gptoss-20b,11,"user,cot,assistant"
assistant,user,204,gptoss-20b,11,"user,cot,assistant"
cot,assistant,1139,gptoss-20b,11,"user,cot,assistant"
cot,cot,8899,gptoss-20b,11,"user,cot,assistant"
cot,user,1299,gptoss-20b,11,"user,cot,assistant"
user,assistant,95,gptoss-20b,11,"user,cot,assistant"
user,cot,711,gptoss-20b,11,"user,cot,assistant"
user,user,10531,gptoss-20b,11,"user,cot,assistant"
assistant,assistant,9391,gptoss-20b,12,"user,cot,assistant"
assistant,cot,1689,gptoss-20b,12,"user,cot,assistant"
assistant,user,257,gptoss-20b,12,"user,cot,assistant"
cot,assistant,1361,gptoss-20b,12,"user,cot,assistant"
cot,cot,8445,gptoss-20b,12,"user,cot,assistant"
cot,user,1531,gptoss-20b,12,"user,cot,assistant"
user,assistant,157,gptoss-20b,12,"user,cot,assistant"
user,cot,826,gptoss-20b,12,"user,cot,assistant"
user,user,10354,gptoss-20b,12,"user,cot,assistant"
assistant,assistant,9258,gptoss-20b,13,"user,cot,assistant"
assistant,cot,1850,gptoss-20b,13,"user,cot,assistant"
assistant,user,229,gptoss-20b,13,"user,cot,assistant"
cot,assistant,1402,gptoss-20b,13,"user,cot,assistant"
cot,cot,8592,gptoss-20b,13,"user,cot,assistant"
cot,user,1343,gptoss-20b,13,"user,cot,assistant"
user,assistant,165,gptoss-20b,13,"user,cot,assistant"
user,cot,745,gptoss-20b,13,"user,cot,assistant"
user,user,10427,gptoss-20b,13,"user,cot,assistant"
assistant,assistant,10117,gptoss-20b,14,"user,cot,assistant"
assistant,cot,1130,gptoss-20b,14,"user,cot,assistant"
assistant,user,90,gptoss-20b,14,"user,cot,assistant"
cot,assistant,1196,gptoss-20b,14,"user,cot,assistant"
cot,cot,8973,gptoss-20b,14,"user,cot,assistant"
cot,user,1168,gptoss-20b,14,"user,cot,assistant"
user,assistant,106,gptoss-20b,14,"user,cot,assistant"
user,cot,555,gptoss-20b,14,"user,cot,assistant"
user,user,10676,gptoss-20b,14,"user,cot,assistant"
assistant,assistant,10641,gptoss-20b,15,"user,cot,assistant"
assistant,cot,694,gptoss-20b,15,"user,cot,assistant"
assistant,user,2,gptoss-20b,15,"user,cot,assistant"
cot,assistant,870,gptoss-20b,15,"user,cot,assistant"
cot,cot,10117,gptoss-20b,15,"user,cot,assistant"
cot,user,350,gptoss-20b,15,"user,cot,assistant"
user,assistant,23,gptoss-20b,15,"user,cot,assistant"
user,cot,149,gptoss-20b,15,"user,cot,assistant"
user,user,11165,gptoss-20b,15,"user,cot,assistant"
assistant,assistant,10700,gptoss-20b,16,"user,cot,assistant"
assistant,cot,633,gptoss-20b,16,"user,cot,assistant"
assistant,user,4,gptoss-20b,16,"user,cot,assistant"
cot,assistant,1024,gptoss-20b,16,"user,cot,assistant"
cot,cot,9574,gptoss-20b,16,"user,cot,assistant"
cot,user,739,gptoss-20b,16,"user,cot,assistant"
user,assistant,20,gptoss-20b,16,"user,cot,assistant"
user,cot,134,gptoss-20b,16,"user,cot,assistant"
user,user,11183,gptoss-20b,16,"user,cot,assistant"
assistant,assistant,10657,gptoss-20b,17,"user,cot,assistant"
assistant,cot,678,gptoss-20b,17,"user,cot,assistant"
assistant,user,2,gptoss-20b,17,"user,cot,assistant"
cot,assistant,1143,gptoss-20b,17,"user,cot,assistant"
cot,cot,9565,gptoss-20b,17,"user,cot,assistant"
cot,user,629,gptoss-20b,17,"user,cot,assistant"
user,assistant,23,gptoss-20b,17,"user,cot,assistant"
user,cot,143,gptoss-20b,17,"user,cot,assistant"
user,user,11171,gptoss-20b,17,"user,cot,assistant"
assistant,assistant,10640,gptoss-20b,18,"user,cot,assistant"
assistant,cot,686,gptoss-20b,18,"user,cot,assistant"
assistant,user,11,gptoss-20b,18,"user,cot,assistant"
cot,assistant,1119,gptoss-20b,18,"user,cot,assistant"
cot,cot,9346,gptoss-20b,18,"user,cot,assistant"
cot,user,872,gptoss-20b,18,"user,cot,assistant"
